id,title,authors,venue,year
52875,query-preserving watermarking of relational databases and xml documents,d gross-amblard,,
52886,cache coherency in oracle parallel server,b klots,"proceedings of the international conference on very large & hellip ; ,",1996.0
52892,1548 classic : a structural data model for objects . 1549 in,"a borgida , rj brachman , dl mcguinness , la resnick",proceedings of the 1989 acm sigmod international conference,
52931,the design and evaluation of an auditory-enhanced scrollbar,"sa brewster , pc wright , adn edwards",,
52942,g. jomier consistency of versions in object-oriented databases in proc,w cellary,,
52945,the nimble integration engine,"d draper , ay halevy , ds weld","proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
52946,database research : some comments on future directions,"wt hardgrave , eh sibley",,
52948,aqua : system and techniques for approximate query answering,"pb gibbons , v poosala , s acharya , y bartal , y",,
52955,dataguides : enabling query formulation and optimization in semistructured databases,"r golman , j widom",proceedings of the twenty-third internation conference on,
52956,xsq : streaming xpath queries,"f peng , ss chawathe",,
52957,towards a digital library of popular music,"d bainbridge , cg nevill-manning , ih witten , la",,
52985,advanced user interfaces for database systems,y ioanmdis,"acm sigmod record ,",
52986,a model for compound type changes encountered in schema evolution â ??,b staudt,"& hellip ; of massachusetts , amherst , acm transactions on database & hellip ; ,",
52988,mining fuzzy association rules in databases,"cm kuok , a fu , mh wong , nt shatin , h kong",,
53001,extended algebra and calculus for nested relational databases,"ma roth , hf korth , a silberschatz","acm transactions on database systems ,",1988.0
53010,eager and lazy aggregation,"wp yan , p larson",proc . 21st int . conf . on very large data,
53022,efficiently publishing relational data as xml documents,"j shanmugasundaram , e shekita , r barr , m carey , b","the vldb journal the international journal on very large & hellip ; ,",2001.0
53024,garbage collecting an object cache,wot james,"technical report mit/lcs/tm -485 , massachusetts institute of",
53028,quality of service guarantees for multimedia digital libraries and beyond,g weikum,,
53036,alpha-acyclic decompositions of relational database schemes,"d ruland , d seipel","proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,",1985.0
53040,location-based spatial queries,"j zhang , m zhu , d papadias , y tao , dl lee",,
53044,topological relations in the world of minimum bounding rectangles : a study with r-trees,"d papadias , y theodoridis , t sellisâ ? ¦",,1995.0
53053,editor 's notes,sb merriam,"new directions for adult and continuing education ,",
53079,modern client-server dbms architectures,"n roussopoulos , a delis","sigmod record ,",1991.0
53098,interactive query formulation in semistructured databases,a trigoni,,
53104,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j",proc . acm sigmod int &#39; l conf . management of,
53105,integrity constraint and rule maintenance in temporal deductive knowledge bases,d plexousakis,,
53111,applying parallel processing techniques in data warehousing and olap,"a datta , d vandermeer , k ramamritham , b moon","submitted for publication ,",1998.0
53115,will database researchers have any role in data security ? ( panel session ),"a rosenthal , k dittrich , j donahue , b maimone","proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
53122,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0
53123,optimization in the presence of user-defined predicates,"s chaudhuri , k shim","proceedings of the 22nd international conference on very & hellip ; ,",
53129,database research at columbia university,"sf chang , l gravano , ge kaiser , ka ross , sj stolfo","sigmod record ,",1998.0
53137,efficient evaluation of xquery over streaming data,"x li , g agrawal",proceedings of the 31th vldb,
53145,fast time sequence indexingfor arbitrary lp norms,"bk yi , c faloutsos","proceedings of vldb , cairo egypt ,",
53148,the fittest survives : an adaptive approach to query optimization,"hlkl tan , s dao",proceedings of the international conference on very large,
53155,concurrency control using timestamp ordering in broadcast environments,"vcs lee , kw lam , sh son","the computer journal ,",2002.0
53176,repositories for software reuse : the software information base,"p constantopoulos , m doerr , y vassiliou",,
53178,nodose version 2.0,"b adelberg , m denny",,
53192,small materialized aggregates : a light weight index structure for data warehousing,g moerkotte,"vldb ,",1998.0
53196,cure : an efficient algorithm for large databases,"s guha , r rastogi , k shim","proc . acm sigmod ,",
53199,dynamic distributed environment for data visualization on the world wide web,"w lefer , jm pierson",,
53201,an effective hash based algorithm for mining associative rules,"j park , m chen , p yu",acm sigmod,
53218,one-dimensional and multi-dimensional substring selectivity estimation,"hv jagadish , o kapitskaia , rt ng , d srivastava","the vldb journal the international journal on very large & hellip ; ,",2000.0
53225,a pragmatic application of the semantic web using semtalk,"c fillies , g wood-albrecht","computer networks ,",2003.0
53234,sigmod challenges paper : database issues in telecommunications network management,i ahn,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
53265,garcia-molina . h. crawling the hidden web,s raghavan,tenth international world wide web,
53270,optimization of dynamic query evaluation plans,"g graefe , r cole","proc . of acm sigmod conf . on management of data , minneapolis & hellip ; ,",1994.0
53275,unisql/x unified relational and object-oriented database system,w kim,"sigmod conference ,",1994.0
53276,trends in data mining and knowledge discovery,"kj cios , l kurgan",,
53278,report on fqas 2002 : fifth international conference on flexible query answering systems,"a motro , t andreasen","sigmod record ,",2003.0
53280,a raster approximation for the processing of polyline spatial joins,"g zimbrã # o , jm de souza , rs monteiro , lg azevedo ,",,
53281,quality of service specification in video databases,"d di scienze dellâ ?? informazione , di e",,
53286,a model of queries for object-oriented databases,kw kun,"proc of the 1989 vldb co @ , amsterdam , the netherlands , aug ,",
53290,the r * - tree : an efficient and robust access method,"b becker , h kriegel , r schneider , b seeger","9th acm sigmod international conference on management of & hellip ; ,",
53302,mining frequent patterns without candidate generation . in 2000 acm sigmod intl,"j han , j pei , y yin","conference on management of data ,",
53314,serviceglobe : distributing e-services across the internet,"m keidl , s seltzsam , k stocker , a kemper","vldb ,",2002.0
53319,query processing strategies in the pascal/r relational database management system,"m jarke , jw schmidt","proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
53326,on infinitely adaptive structures,js anderson,,
53327,theory of answering queries using views,ay halevy,"sigmod record ,",2000.0
53347,or-sml : a functional database programming language for disjunctive information and its applications,"e gunter , l libkin","lecture notes in computer science ,",1994.0
53354,information visualization,sk card,,
53356,data base management systems security and ingres,"d downs , gj popek","very large data bases , 1979 . fifth international conference & hellip ; ,",1979.0
53357,beyond market basket analysis : generalizing association rules to correlations,"s brin , r motwani , l page , t winograd","acm sigmod conference ,",
53363,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar","proc . of the acm sigmod intâ ?? l. conf . on the management of & hellip ; ,",1999.0
53378,the ccube constraint object-oriented database,"a brodsky , ve segal , j chen , pa exarkhopoulo",proc . acm sigmod conf . on management of,
53380,architectural style : an object-oriented approach,"d garlan , a kompanek , r melton , r monroe","submitted for publication , february ,",
53395,the history of histograms ( abridged ),ye ioannidis,"vldb ,",2003.0
53399,oracleâ ?? s symmetric replication technology and implications for application design,d daniels,proceedings of the 1994 acm sigmod international conference,
53414,theseus -- a programming language for relational databeses,je shopiro,"acm transactions on database systems ,",1979.0
53415,cassm : a cellular system for large data bases,"syw su , gj lipovski","proc . international conference on very large data bases , & hellip ; ,",
53417,posse : a framework for optimizing incremental view maintenance at data warehouses,ko abbadi,,1999.0
53419,cache conscious indexing for decision-support in main memory,"j rao , ka ross","proceedings of the international conference on very large & hellip ; ,",1999.0
53424,the future of web services,"nj davies , d fensel , m richardson","bt technology journal ,",2004.0
53432,the uses of cluster analysis in physical database design in proc,"j hoer , d severance","1st international conference on vldb , framingham , ma ,",
53433,querying the internet with pier,"r heubsch , j hellerstein , n lanhan , bt loo , s",proceedings of the 29th international conference on very,
53442,online association rule mining,c hidber,,
53446,dbminer : a system for mining knowledge in large relational databases,"jhyfw wang , jcwgk koperski , d li , ylarn stefanovic",,
53464,foreword,y breitbart,"the vldb journal the international journal on very large & hellip ; ,",1992.0
53468,temporal probabilistic object bases,vs subrahmanian,,
53471,"b } ohm b , kriegel hp ( 1998 ) the pyramidtechnique : towards breaking the curse of dimensionality",s berchtold,"proceedings of the 1998 acm sigmod international conference & hellip ; ,",
53480,extending an ordbms : the statemachine module,"w mahnke , c mathis , hp steiert , ag daimlerchrysler",,
53481,transactions in relational databases,"s abiteboul , v vianu","proc . 10th znt . co @ very large data bases , singapore ,",
53486,query processing techniques for caching expensive methods,"j hellerstein , j naughton","proceedings of acm sigmod ,",
53490,"din-a-mit : an adaptable , distributed computer-based message system .","wl bauerfeld , p kaufmann , m tschichholz , c weikart","computer networks ,",1984.0
53493,online reorganization in object databases,"mk lakhamraju , r rastogi , s seshadri , s sudarshan","proc . of acm sigmod international conference on management & hellip ; ,",
53496,towards a theory of spatial database queries,"j paredaens , j van den bussche , d van gucht",,
53506,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan","vldb ,",2002.0
53508,evaluating probabilistic queries over imprecise data,"r cheng , dv kalashnikov , s prabhakar","sigmod conference ,",2003.0
53513,an anonymous electronic commerce scheme with an off-line authority and untrusted agents .,acms anthology,"sigmod record ,",1998.0
53516,xfilter : efficient filtering of xml documents for selective dissemination of information,"m altinel , m franklin","proceedings of the 26th vldb conference , egypt",
53525,concurrency controlin groupware systems,"ca ellis , sj gibbs","proceedingsofthe acm sigmod conference on management ofdata , & hellip ; ,",
53527,source international conference on management of data archive,m stonebraker,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0
53542,i. introduction,d madison,"& hellip ; issues in evaluation . new directions in program evaluation ,",
53543,"opportunities at arpa , nsf , and elsewhere",x qian,"sigmod record ,",1995.0
53546,nile-pdt : a phenomenon detection and tracking framework for data stream management systems,"mh ali , wg aref , r bose , ak elmagarmid , a helal , i","proceedings of the 31st international conference on very & hellip ; ,",2005.0
53553,adapting materialized views after redefinition in distributed environments,z bellahsene,,
53559,performance evaluation of an operating system transaction manager,"a kumar , m stonebraker","vldb ,",1987.0
53571,"calibrating the query optimizer cost model of iro-db , and object-oriented federated database system","gg gst , f sha , h tang",proceedings of the international conference on very large,
53584,dynamic query interpretation in relational databases,"ad ` atri , p di felice , m moscarini","proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987.0
53611,database research activities at the university of wisconsin,"h boral , dj dewitt , rh katz , a klug","acm sigmod record ,",1982.0
53615,active multicast information dissemination,"s zabele , b braden , m keaton , b lindell",submitted for,
53620,efficient and effective clustering methods for spatial data mining,"rt ng , j han",,1994.0
53637,combi-operator : database support for data mining applications,"a hinneburg , d habich , w lehner","proceedings of the international conference on very large & hellip ; ,",2003.0
53638,qos-aware dynamic service composition in ambient intelligence environments,"sb mokhtar , j liu , n georgantas , v issarny","proceedings of the 20th ieee/acm international conference on & hellip ; ,",2005.0
53655,foreword,rm barnes,"spectrochimica acta ,",1985.0
53663,bilvideo video database management system,"o ulusoy , c alper",,
53668,an object-oriented dbms for design support applications,tm atwood,proc .,
53669,concurrency and recovery for index trees,"d lomet , b salzberg","the vldb journal the international journal on very large & hellip ; ,",1997.0
53679,efficiently processing queries on interval-and-value tuples in relational databases,"j enderle , n schneider , t seidl","proceedings of the 31st international conference on very & hellip ; ,",2005.0
53682,real-time control of pressure and current profile in jet,"d mazon , w ctte-j","proc . 29th eur . conf . on plasma physics and controlled & hellip ; ,",
53684,multimedia data elevation under a hierarchical storage model,"a vakali , e terzi",,
53691,a workflow-based electronic marketplace on the web,"a dogac , i durusoy , s arpinar , n tatbul , p koksal ,","sigmod record ,",1998.0
53693,pushing support constraints into association mining,"k wang , s zhou , j han","& hellip ; conference on very large data bases ( vldb &#39; 00 ) , cairo , egypt & hellip ; ,",
53701,ã cents â ? ¬ answering queries with aggregation using viewsã cents â ? ¬ â ? cents,"d srivastava , s dar , hv jagadish , ay levy",proc . of,
53716,a state transition model for distributed query processing,"s lafortune , e wong","acm transactions on database systems ,",1986.0
53724,gn an algebra for historical relational databases : two views,"j clifford , a tansel","proc . acm sigmod ht . co @ on mgt . of data ,",
53728,temporal integrity constraints in interactive multimedia documents,"i mirbel , b pernici , m vazirgiannis",,
53740,periodic evaluation of tenured faculty performance .,jb bennett,"new directions for higher education ,",1985.0
53742,hot topics : mobile computing,m satyanarayanan,"ieee computer ,",
53752,"mj , and livny , m. 1997 . transactional client-server cache consistency : alternatives and performance","n frankli , c mj",acm transactions on database,
53757,"sting : a statistical information grid approach to spatial data mining , '' 23rd int","w wang , j yang , r muntz","conf on very large data bases , athens , greece ,",
53767,information assurance,"cj colwill , mc todd , gp fielder , c natanson","bt technology journal ,",2001.0
53768,quantitative analysis and performance study for similaritysearch methods in high-dimensional spaces,"r weber , hj schek , s blott",,1998.0
53772,implementation techniques for main memory database systems,"djdwrhkf olken , ldsmr stonebraker , d wood","i > proc . 1984 acm sigmod int &#39; l conf . management of data , < / i ,",
53775,data warehousing and olap technology,"s chaudhuri , u dayal","sigmod record ,",
53778,ispp announcements,igs complimentary,,
53780,neurorule : a connectionist approach to data mining,"l hongjun , r setiono , l huan","proceedings of 21st international conference on very large & hellip ; ,",1995.0
53781,"e. , dc 1999 . extending practical pre-aggregation in on-line analytical processing","tb pedersen , cs jensen",proceedings of the 25th international conference on very,
53786,webfilter : a high-throughput xml-based publish and subscribe system,"j pereira , f fabret , d shasha","proceedings of the international conference on very large & hellip ; ,",2001.0
53791,building an interoperable distributed image database management system,b yao,,
53793,formal query languages for secure relational databases,"m winslett , k smith , x qian","acm transactions on database systems ,",1994.0
53805,optimization in distributed mediator systems,"s adali , ks candan , y papakonstantinou , vs","proc . acm sigmod ,",
53838,approximate xml joins,"s guha , n koudas , d srivastava , t yu",,
53858,incremental file reorganization schemes,e omiecinski,"vldb ,",1985.0
53862,a fast nearest-neighbor search algorithm,mt orchard,,
53867,efficient aggregation algorithms on very large compressed data warehouses,"j li , y li , j srivastava",,
53879,"world wide database-integrating the web , corba , and databases","a bouguettaya , b benatallah , l hendra , j beard , k",,
53887,cubeexplorer : online exploration of data cube,"h jiawei , w jianyong , d guozhu , p jian , w ke","acm sigmod ,",
53890,efficient snapshot differential algorithms for data warehousing,"w labio , h garcia-molina","vldb ,",1996.0
53900,"infomaster : an information integration system '' , in proceedings of 1997 acm sigmod conference","mr genesereth , am keller , o duschka",,1997.0
53908,gte superpages : using ir techniques for searching complex objects,"s whitehead , h sinha , m murphy","proceedings of the international conference on very large & hellip ; ,",1997.0
53911,static analysis techniques for predicting the behavior of database production rules,"a aiken , j widom , jm hellerstein",acm transactions on database,
53913,performance comparison of distributed deadlock detection algorithms .,o bukhres,,
53925,the r * - tree : an efficient and robust acess method for points and rectangules,n backmann,"acm sigmod ,",
53927,deriving production rules for incremental view maintenance,"s ceri , j widom","vldb ,",1991.0
53931,"distributing a search tree among a growing number of processors , in acm-sigmod intl","b kroll , p widmayer","coqferenceon managementof data ,",
53939,semantic queries withpictures,"wt guptaa , r jain","proceedings of the 17thinternationalconference of vldb ,",
53957,"agents , turst , and information access on the semantic web","t finin , a joshi","sigmod record ,",2002.0
53969,the future of internet search,s kirsch,,
53970,an introduction to spatial database systems,rh gã 1/4 ting,"the vldb journal the international journal on very large & hellip ; ,",1994.0
53973,what is the nearest neighbor in high dimensional spaces ?,"a hinneburg , cc aggarwal , da keim","vldb ,",2000.0
53977,a foundation for multi-dimensional db,"m gyssens , vs lakshmanan","proc . of the 23rd vldb ,",
53983,recovering information from summary data,"hv jagadish , nd sidiropoulost",,
54001,evolution and change in data management-issues and directions,"h gregersen , k hornsby , j lufter , f mandreoli , t","sigmod record ,",2000.0
54010,effective memory use in a media server,"e chang , h garcia-molina","proceedings of the international conference on very large & hellip ; ,",1997.0
54014,long-term business modelling using system dynamics,"b macdonald , jmm potter , ko jensen","bt technology journal ,",2003.0
54021,autonomous selection of indexes and materialized views in two commerical database management systems,"ar el-sayed , h smit",,
54027,conquer : a system for efficient querying over inconsistent databases,"a fuxman , d fuxman , rj miller","proceedings of the 31st international conference on very & hellip ; ,",2005.0
54028,infomaster : an information integration system,"mr genesereth , am keller , om duschka",,
54035,optimizing queries over multimedia repositories,"s chaudhuri , l gravano",,
54050,progressive evaluation of nested aggregate queries,"kl tan , ch goh , bc ooi","the vldb journal the international journal on very large & hellip ; ,",2000.0
54055,an algebra for semantic interoperation of semistructured data,"j jannink , p mitra , e neuhold , s pichai , r studer ,",,
54074,keynote address . conservation,ar main,"gondwanan heritage , past , present and future of the western & hellip ; ,",
54076,a new sql-like operator for mining association rules,r meo,"vldb ,",1996.0
54081,dbcache : database caching for web application servers,"m altinel , q luo , s krishnamurthy , c mohan , h","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0
54103,an authorization mechanism for a relational database system,"p selinger , bw wade","acm-tods ,",
54118,analysis of dynamic load balancing strategies for parallel shared nothing database systems,"e rahm , r marek","vldb ,",1993.0
54144,mining association rules in hypertext databases,"j borges , m levene","rn ,",1999.0
54147,xbase : making your gigabyte disk queriable,"h lu , g wang , g yu , y bao , j lv , y yu","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0
54148,sleeper and workaholics : caching strategies in mobiles environments,"br badrinath , t imielinski","proceedings of the acm sigmod international conference on & hellip ; ,",
54174,an introduction to deductive database languages and systems,"r kotagiri , j harland","vldb journal ,",
54193,optimizing the evaluation of complex similarity predicates,"a kirpal , s sarawagi",,
54205,hyper-programming web applications,"jd fox , h detmold , k falkner",,
54206,managing ontology changes on the semantic web,"d rogozan , g paquette",,
54210,semantic access : semantic interface for querying databases,"n rishe , j yuan , r athauda , sc chen , x lu , x ma , a","proceedings of the international conference on very large & hellip ; ,",2000.0
54213,integrating contents and structure in text retrieval,"r baeza-yates , g navarro","sigmod record ,",1996.0
54226,efficacious data cube exploration by semantic summarization and compression,"lvs lakshmanan , j pei , y zhao","vldb ,",2003.0
54231,a tutorial on time series similarity measures and time series indexing,"d gunopulos , g das",proc . 2001,
54237,storing and querying xml documents using a path table in relational databases,"bj shin , m jin",,
54241,load balancing in parallel disk systems,d partitioning,"technical report , in : the vldb",
54242,"a multilevel relational model for data base management systems ' , ifip-tc 2","g bracchi , a fedeli , p paolini","& hellip ; conference on data base management systems , cargese ( corsica & hellip ; ,",
54243,grid data servicesâ ?? relational database management systems,"b collins , a borley , n hardman , a knox , s laws , j",,2002.0
54244,managing and analyzing carbohydrate data,"kf aoki , n ueda , a yamaguchi , t akutsu , m kanehisa","acm sigmod record ,",2004.0
54250,a logic for object-oriented logic programming,"m kifer , j wu","proceedings of the eighth acm sigact-sigmod-sigart symposium & hellip ; ,",1989.0
54254,"data management in ecommerce ( tutorial session ) : the good , the bad , and the ugly",a gal,"acm sigmod record ,",2000.0
54255,improved histogramsforselectivity estimationofrangepredicates,"v poosala , ye ioannidis , pj haas , ej shekita","acm sigmod int . conf . on management of data , montreal , & hellip ; ,",
54258,wizard for sql server,d assistant,,
54264,the e ectiveness of gloss for text database discovery problem,"l gravano , h garcia-molina , a tomasic",proceedings of the acm,
54277,database machines and database management,e ozkarahan,,1986.0
54287,"sleepers and workaholics : caching strategies in mobile environments ( extended version ) , âº mobidata :","d barbara , t imielinski","mobile computing ,",
54294,a framework for query optimization in distributed statistical databases,"mh sadreddini , da bell , si mcclean","information and software technology ,",1992.0
54296,constraint-based xml query rewriting for data integration,"c yu , l popa","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
54301,adaptive precision setting for cached approximate values,"c olston , bt loo , j widom","sigmod conference ,",2001.0
54302,disjunctive databases,"t eiter , g gottlob , h mannila","acm transactions on database systems ,",
54303,dynamic load balancing for parallel database processing,w becker,,
54315,delaunay : a database visualization system,"wt lucas , if cruz , m radzyminski , m averbuch , k","sigmod rec ,",1997.0
54322,micronet : a microcomputer network system for managing distributed relational databases,"syw su , s lupkiewicz , c lee","vldb ,",1978.0
54333,the onion technique : indexing for linear optimization queries,"y chi chang , l bergman , v castelli , c li , ml lo , j","proceedings of acm sigmod ,",
54340,java and relational databases : sqlj,"g clossman , p shaw","sigmod record ,",1998.0
54352,discovering machine-specific code improvements,pb kessler,,
54355,fp-tax : tree structure based generalized association rule mining,"i pramudiono , m kitsuregawa",,
54367,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998.0
54369,database architecture optimized for the new bottleneck : memory access,"s manegold , pa boncz , ml kersten",,
54389,ã cents â ? ¬ å?sting : a statistical information grid approach to spatial data miningã cents â ? ¬ â ?,"w wei , j yang , r muntz",proc . of the 23rd vldb,
54393,source international conference on management of data archive,"rt snodgrass , m winslett","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
54399,query processing in deductive databases with incomplete information,t imielinski,"proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
54403,snow leopard information management handbook,"r jackson , do hunter","international snow leopard trust , seattle , washington ,",
54410,covering indexes for branching path queries,r kaushik,,
54412,"change-centric management of versions in an xml warehouse , september 2001","a marian , s abiteboul , g cobena , l mignet",,
54419,optimizing large join queries,"a swami , a gupta",proc . of the acm sigmod intâ ?? l. conf . on management of,
54424,selection and maintenance of views in a data warehouse,h gupta,,1999.0
54433,an evaluation of vertical classpartitioning for query processingin object-oriented databases,k karlapalem,,
54463,on the semantics ofâ ?? nowâ ?? in databases,"j clifford , c dyreson , t isakowitz , cs jensen , rt","acm transactions on database systems ,",1997.0
54465,continously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",proc . of acm sigmod,
54474,join algorithms for online aggregation,"pj haas , jm hellerstein",,1998.0
54493,a general solution of the n-dimensional b-tree algorithm,"a henrich , hw six , p widmayer",proc . intã cents â ? ¬ â ? cents l conf . on management of,
54508,etal . capability-based mediation in tsimmis,"c li , r yerneni","proc . sigmod conference ,",
54515,"the pointcast team ( 1996 ) , '' winner : the pointcast network",c hassett,pc,
54519,the haptic display of complex objects,"dc ruspini , k kolarov , o hatib","proceedings of acm siggraph ,",
54521,the design and performance evaluation of alternative xml storage strategies,"ftdjdw jianjun , cc zhang",,
54528,energy efficientindexingonair,"t imielinski , s viswanathan , br badrinath",proc . of1994acm,
54539,resilient and coherence preserving dissemination of dynamic data using cooperating peers,s shah,"ieee transactions on knowledge and data engineering ,",2004.0
54550,"larson , and g. graefe . memory management during run generation in external sorting",p ã ?,"proceedings of the 1998 acm sigmod conference ,",
54566,on database logic,be jacobs,"journal of the acm ( jacm ) ,",1982.0
54568,multimediaminer : a system prototype for multimedia data mining,"or zã $ ä ± ane , j han , zn li , jy chiang , s chee",proc .,
54581,performance study of loop networks using buffer insertion,"a thomasian , h kanakia","computer networks ,",
54595,a data base management system design philosophy,tj cook,"proceedings of the 1975 acm sigmod international conference & hellip ; ,",1975.0
54596,interviewing during a tight job market,"zg ives , q luo","acm sigmod record ,",2002.0
54604,fast computation of semi-octave pyramids,a chehikian,procs . of 7th scandinavian conference on image,
54628,real-time disk scanning for timely retrieval of continuous media objects,"s lim , mh kim","information and software technology ,",2003.0
54631,"the implementation and performance of compressed databases , nov 1998","t westmann , d kossmann , s helmer , g moerkotte",submitted for,
54636,building and customizing data-intensive web sites using weave,"k yagoub , d florescu , v issarny","vldb ,",2000.0
54637,an efficient algorithm for mining frequent closed itemsets,"j pei , j han , r mao","proc . of the 2000 acm-sigmod intâ ?? l conf . on management of & hellip ; ,",
54640,indexing and querying xml data for regular path expressions . 27th international conferences on very,"q li , b moon",roma italy,
54651,space complexity of hierarchical heavy hitters in multi-dimensional data streams,"j hershberger , n shrivastava , s suri , cd toth",,
54663,eect of data skewness in parallel mining of association rules,"dw cheung , y xiao",,
54664,a generational mostly-concurrent garbage collector,"t printezis , d detlefs",,
54674,oracle8i index-organized table and its application to new domains,"j srinivasan , s das , c freiwald , ei chong , m","vldb ,",2000.0
54689,on-line aggregation,"jm hellerstein , jp haas , hj wang","proc . of acm-sigmod conference on management of data ,",
54706,guest editor 's introduction : software metrics,"tm khoshgoftaar , p oman","computer ,",1994.0
54710,lh * g : a high-availability scalable distributed data structure by record grouping,w litwin,,
54726,agent-based negotiations for multi-provider interactions,"m calisti , b faltings","lecture notes in computer science ,",2000.0
54735,discovery of interesting usage patterns from web data,"r cooley , pn tan , j srivastava","lecture notes in computer science ,",2000.0
54746,object placement in parallel hypermedia systems,"s ghandeharizadeh , l ramos , z asad","vldb ,",1991.0
54759,performance measurements of tertiary storage devices,"t johnson , el miller","vldb ,",1998.0
54770,florida international university high performance database research center,"n rishe , a shaposhnikov , w sun , d barton , y deng ,","acm sigmod record ,",1995.0
54772,optimization of constrained frequent set queries with2-variable constraints,"lvs lakshmanan , r ngâ ? ¦",proc . sigmod,
54779,a comparison of techniques for color gamut mismatch compensation,"rs gentile , jp allebach","proceedings spie ,",1989.0
54796,wave-indices : indexing evolving databases,"n shivakumar , h garcia-molina",,
54803,dali : a high performance main memory storage manager,"hv jagadish , d lieuwen , r rastogi","proceedings of the international conference on very large & hellip ; ,",1994.0
54837,modern client-server architectures,"k roussopoulos , a delis","acm sigmod record ,",
54854,"data warehousing : an overview , 1999",g gagnon,pc,
54856,scalable distributed data structure,ddsa lh,,
54871,efficient computation of multiple group by queries,"z chen , v narasayya","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
54879,modular method to implement extended transaction models ; procs . 21st int,"rb bp951 , c pu , a practical",conf . on very large data,
54883,dynamat : a dynamic view management system for warehouse,"n russopoulos , y kotidis","sigmod intl. conf on management of data ,",
54913,hierarchical wrapper induction for semistructured information sources,"i muslea , s minton , ca knoblock","autonomous agents and multi-agent systems ,",2001.0
54929,"query processing over object views of relational data , to be published in","g fahl , t risch",vldb,
54938,treasurer 's report,j berg,"acm sigmod record ,",1981.0
54940,genexplore : interactive exploration of gene interactions from microarray data,"y ye , x wu , kr subramanian , l zhang , mskc center","data engineering , 2004 . proceedings . 20th international",
54941,xquery : the xml query language,m brundage,,2004.0
54950,a general framework for the optimization of object-oriented queries,"s cluet , c delobel","proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0
54952,path sharing and predicate evaluation for high-performance xml filtering,"y diao , m altinel , mj franklin , h zhang , p fischer","acm transactions on database systems ,",2003.0
54977,answering complex sql queries using summary tables,"m zaharioudakis , r cochrane , h pirahesh , g lapis ,",,
54978,walrus : a similarity retrieval algorithm for image databases,"a natsev , r rastogi , k shim","ieee transactions on knowledge and data engineering ,",2004.0
54979,andi . n. subramanian . schemasql-a languagefor interoperabilityin relationalmulti-database systems,"l lakshmanan , f sadri","proc . vldb conf ,",
54987,an object-oriented environment for ois applications,"o nierstrasz , d tsichritzis",,
55007,indefinite and maybe information in relational databases,"kc liu , r sunderraman","acm transactions on database systems ,",1990.0
55030,the postgres data model,"mr stonebraker , la rowe",& hellip ; conference on very large data bases : 1987 13th,
55033,fintime-a financial time series benchmark .,acms anthology,"sigmod record ,",1999.0
55034,data compression in databases,g ray,,
55046,design and implementation of an extensible database management system supporting user defined data,"v linnemann , p dadam , r erbe , g walch , m wallrath","vldb ,",1988.0
55054,the new middleware,r finkelstein,"acm sigmod record ,",1995.0
55055,an effective algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe","proceedings of 21st international conference on very large & hellip ; ,",
55061,case-based reasoning technology : from foundations to applications,"m lenz , b bartsch-spã ¶ rl , hd burkhard , s wess","lecture notes in computer science ,",1998.0
55072,implementation techniques of complex objects,"p valduriez , gp copeland","vldb ,",1986.0
55077,a locking protocol for resource coordination in distributed databases,"da menasce , gj popek , rr muntz","acm transactions on database systems ,",1980.0
55087,from nested-loop to join queries in oodb,"hj steenhagen , pmg apers , hm blanken , ra de by","proceedings of the international conference on very large & hellip ; ,",1994.0
55098,maintaining data privacy in association rule mining,"sj rizvi , jr haritsa","vldb ,",2002.0
55108,laks vs lakshmanan . a foundation for multi-dimensional database,m gyssens,"proceedings of the 23rd vldb conference , athens , greece ,",
55113,virtual database technology,"a gupta , v harinarayan , a rajaraman","sigmod record ,",1997.0
55124,extracting delta for incremental data warehouse maintenance,"p ram , l do",,
55136,"za t , m. 1995b . querying shapes of histories","r agrawal , g psaila , el wimmers",proc . of the 21st int &#39; l conference on very large,
55140,efficient and effective metasearch for text databases incorporating linkages among documents,"c yu , w meng , w wu , kl liu","sigmod conference ,",2001.0
