species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order,flavor_text,name
s_7196d4aa,6.0,,356,10.0,12.0,,4,190,50,0,20,0,2,0,1.0,0.0,,When spread the frills on its head act like solarpanels generating the power behind thisPokémons electric moves.,Helioptile
s_43e1eb7b,1.0,id-133,67,7.0,7.0,5.0,1,45,50,0,35,0,2,0,0.0,0.0,4.0,It stores some of the air it inhales in its internalflame pouch which heats it to over3000 degrees Fahrenheit.,Flareon
s_43e1eb7b,1.0,id-133,67,7.0,7.0,5.0,1,45,50,0,35,0,2,0,0.0,0.0,4.0,Once it has stored up enough heat thisPokémons body temperature can reach up to1700 degrees Fahrenheit.,Flareon
s_bb883b71,5.0,,283,5.0,,,4,255,50,0,20,0,2,0,1.0,0.0,,Once each year this Pokémon scatters its seeds.Theyre jam-packed with nutrients making thema precious food source out in the desert.,Maractus
s_bb883b71,5.0,,283,5.0,,,4,255,50,0,20,0,2,0,1.0,0.0,,With noises that could be mistaken for the rattlesof maracas it creates an upbeat rhythm startlingbird Pokémon and making them fly off in a hurry.,Maractus
s_d9a6c72a,1.0,rec-81-dup-0,34,3.0,5.0,1.0,-1,60,50,0,20,0,2,0,0.0,0.0,,This Pokémon is constantly putting out a powerfulmagnetic force. Most computers go haywire whena Magneton approaches.,Magneton
s_d9a6c72a,1.0,rec-81-dup-0,34,3.0,5.0,1.0,-1,60,50,0,20,0,2,0,0.0,0.0,,This Pokémon is three Magnemite that havelinked together. Magneton sends out powerfulradio waves to study its surroundings.,Magneton
s_3ef129f2,2.0,rec-153-dup-0,79,2.0,7.0,3.0,1,45,70,0,20,1,4,0,0.0,0.0,,Its breath has the fantasticability to revive dead plants andflowers.,Meganium
s_0162ce64,4.0,id-449,233,3.0,7.0,,4,60,50,0,30,1,1,0,1.0,0.0,,Stones can get stuck in the ports on their bodies.Dwebble help dislodge such stones soHippowdon look after these Pokémon.,Hippowdon
s_0162ce64,4.0,id-449,233,3.0,7.0,,4,60,50,0,30,1,1,0,1.0,0.0,,When roused to violence by its rage it spews outthe quantities of sand it has swallowed andwhips up a sandstorm.,Hippowdon
s_0d66b7fe,,rec-246-dup-0,126,,10.0,4.0,4,45,35,0,40,0,1,0,0.0,0.0,80.0,Even sealed in its shell it can move freely.Hard and fast it has outstandingdestructive power.,Pupitar
s_0d66b7fe,,rec-246-dup-0,126,,10.0,4.0,4,45,35,0,40,0,1,0,0.0,0.0,80.0,It will not stay still even while its a pupa.It already has arms and legs under its solid shell.,Pupitar
s_d6cb33f4,2.0,,104,8.0,9.0,4.0,4,60,70,0,20,1,4,0,0.0,1.0,,It flies straight at its targetsface then clamps down on thestartled victim to inject poison.,Gligar
s_0230f525,4.0,,435,2.0,,,4,255,50,0,15,0,2,0,0.0,1.0,,A constant collector of information this Pokémonis very smart. Very strong is what it isnt.,Blipbug
s_0230f525,4.0,,435,2.0,,,4,255,50,0,15,0,2,0,0.0,1.0,,Often found in gardens this Pokémon has hairson its body that it uses to assess its surroundings.,Blipbug
s_efe92522,7.0,,376,5.0,3.0,,1,45,50,0,15,0,4,0,1.0,0.0,,If Popplio want to create big powerful balloonsthey must be persistent. It takes daily practice forthese Pokémon to develop their skills.,Popplio
s_efe92522,7.0,,376,5.0,3.0,,1,45,50,0,15,0,4,0,1.0,0.0,,It creates special bouncy balloons to send at itsopponents. When the balloons pop the sheerforce of their bursting is what deals damage.,Popplio
s_41c1efca,7.0,,404,10.0,10.0,,4,45,50,0,20,0,2,0,0.0,1.0,,It wears a rag fashioned into a Pikachu costumein an effort to look less scary. Unfortunatelythe costume only makes it creepier.,Mimikyu
s_41c1efca,7.0,,404,10.0,10.0,,4,45,50,0,20,0,2,0,0.0,1.0,,There was a scientist who peeked underMimikyus old rag in the name of research.The scientist died of a mysterious disease.,Mimikyu
s_5e2bc5b7,1.0,,71,7.0,13.0,6.0,1,45,50,0,35,0,1,1,0.0,0.0,,Aerodactyls sawlike fangs can shred skin totatters—even the skin of Steel-type Pokémon.,Aerodactyl
s_5e2bc5b7,1.0,,71,7.0,13.0,6.0,1,45,50,0,35,0,1,1,0.0,0.0,,This is a ferocious Pokémon from ancient times.Apparently even modern technology is incapableof producing a perfectly restored specimen.,Aerodactyl
s_cbd53e05,1.0,,55,7.0,3.0,7.0,4,225,50,0,20,1,2,0,0.0,0.0,,Its dorsal pectoral and tail fins wave elegantlyin water. That is why it is known as the Water Dancer.,Goldeen
s_cbd53e05,1.0,,55,7.0,3.0,7.0,4,225,50,0,20,1,2,0,0.0,0.0,,Its dorsal and pectoral fins are strongly developedlike muscles. It can swim at a speed of five knots.,Goldeen
s_432a1073,7.0,,166,3.0,14.0,,4,255,50,0,20,0,4,0,0.0,0.0,,It makes an inescapable conical pit and lies inwait at the bottom for prey to cometumbling down.,Trapinch
s_432a1073,7.0,,166,3.0,14.0,,4,255,50,0,20,0,4,0,0.0,0.0,,Its nest is a sloped bowl-like pit in the desert.Once something has fallen in there is no escape.,Trapinch
s_7d4b8f4b,5.0,id-502,258,,8.0,,1,45,70,0,20,0,4,0,1.0,0.0,108.0,Part of the armor on its anterior legsbecomes a giant sword. Its cry aloneis enough to intimidate most enemies.,Samurott
s_f98e71f1,2.0,rec-42-dup-0,17,7.0,13.0,6.0,4,90,50,0,15,0,2,0,0.0,1.0,25.0,Both of its legs have turned into wings. Without asound Crobat flies swiftly toward its prey andsinks its fangs into the nape of its targets neck.,Crobat
s_f98e71f1,2.0,rec-42-dup-0,17,7.0,13.0,6.0,4,90,50,0,15,0,2,0,0.0,1.0,25.0,This Pokémon flaps its four wings skillfully.Crobat can fly through cramped caves withoutneeding to slow down.,Crobat
s_c381a26d,1.0,id-133,67,1.0,7.0,8.0,1,45,50,0,35,0,2,0,0.0,0.0,2.0,When Vaporeons fins begin to vibrate it is asign that rain will come within a few hours.,Vaporeon
s_c381a26d,1.0,id-133,67,1.0,7.0,8.0,1,45,50,0,35,0,2,0,0.0,0.0,2.0,Its bodys cellular structure is similar to themolecular composition of water. It can meltinvisibly in water.,Vaporeon
s_e1a67be9,5.0,id-592,301,9.0,2.0,,4,60,50,0,20,1,2,0,0.0,1.0,,Whenever a full moon hangs in the night skyschools of Jellicent gather near the surface ofthe sea waiting for their prey to appear.,Jellicent
s_e1a67be9,5.0,id-592,301,9.0,2.0,,4,60,50,0,20,1,2,0,0.0,1.0,,Most of this Pokémons body composition isidentical to sea water. It makes sunken shipsits lair.,Jellicent
s_dd8993d3,5.0,,300,10.0,4.0,,4,190,50,0,20,0,2,0,1.0,0.0,,No one knows what the Poké Ball–like pattern onFoongus means or why Foongus has it.,Foongus
s_dd8993d3,5.0,,300,10.0,4.0,,4,190,50,0,20,0,2,0,1.0,0.0,,The spores released from this Pokémons handsare highly poisonous but when thoroughly driedthe spores can be used as stomach medicine.,Foongus
s_ad6e177b,2.0,id-191,94,9.0,6.0,3.0,4,120,70,0,20,0,4,0,0.0,0.0,,It converts sunlight into energy. In thedarkness after sunset it closes its petalsand becomes still.,Sunflora
s_10c03e9a,3.0,id-122,57,6.0,,,4,45,50,0,25,0,2,0,0.0,0.0,,Its highly skilled at tap-dancing. It waves its caneof ice in time with its graceful movements.,Mr. Rime
s_10c03e9a,3.0,id-122,57,6.0,,,4,45,50,0,25,0,2,0,0.0,0.0,,Its amusing movements make it very popular.It releases its psychic power from the patternon its belly.,Mr. Rime
s_39202c26,8.0,,431,10.0,,,1,45,50,0,20,0,4,0,0.0,1.0,,A warm-up of running around gets fire energycoursing through this Pokémons body. Once thathappens its ready to fight at full power.,Scorbunny
s_39202c26,8.0,,431,10.0,,,1,45,50,0,20,0,4,0,0.0,1.0,,It has special pads on the backs of its feet andone on its nose. Once its raring to fight thesepads radiate tremendous heat.,Scorbunny
s_48de60fa,7.0,id-783,408,,6.0,,4,45,50,0,40,0,1,0,0.0,1.0,,Certain ruins have paintings of ancient warriorswearing armor made of Kommo-o scales.,Kommo-o
s_48de60fa,7.0,id-783,408,,6.0,,4,45,50,0,40,0,1,0,0.0,1.0,,It clatters its tail scales to unnerve opponents.This Pokémon will battle only those who standsteadfast in the face of this display.,Kommo-o
s_f412a759,1.0,id-66,28,4.0,12.0,1.0,2,90,50,0,20,0,4,0,0.0,1.0,99.0,Its formidable body never gets tired. It helpspeople by doing work such as the moving ofheavy goods.,Machoke
s_f412a759,1.0,id-66,28,4.0,12.0,1.0,2,90,50,0,20,0,4,0,0.0,1.0,99.0,Its muscular body is so powerful it must wear apower-save belt to be able to regulateits motions.,Machoke
s_c703623b,4.0,,373,3.0,7.0,,-1,3,100,0,120,0,1,0,0.0,1.0,,It expels its internal steam from thearms on its back. It has enoughpower to blow away a mountain.,Volcanion
s_095690b4,2.0,id-156,80,9.0,7.0,3.0,1,45,70,0,20,0,4,0,0.0,0.0,,It can hide behind a shimmering heat hazethat it creates using its intense flames.TYPHLOSION create blazing explosiveblasts that burn everything to cinders.,Typhlosion
s_a6d3977c,7.0,,219,6.0,4.0,,4,125,50,0,30,0,6,0,0.0,0.0,167.0,Perhaps seeking company it approaches children.However it often quickly runs away again whenthe children play too roughly with it.,Drifloon
s_a6d3977c,7.0,,219,6.0,4.0,,4,125,50,0,30,0,6,0,0.0,0.0,167.0,The gathering of many souls gave rise to thisPokémon. During humid seasons they seem toappear in abundance.,Drifloon
s_d9db0a40,8.0,,438,10.0,,,4,255,50,0,15,0,2,0,0.0,1.0,,If its fleece grows too long Wooloo wont beable to move. Cloth made with the wool of thisPokémon is surprisingly strong.,Wooloo
s_d9db0a40,8.0,,438,10.0,,,4,255,50,0,15,0,2,0,0.0,1.0,,Its curly fleece is such an effective cushion thatthis Pokémon could fall off a cliff and stand rightback up at the bottom unharmed.,Wooloo
s_79decb1c,3.0,,164,4.0,4.0,4.0,4,255,70,0,20,0,3,0,1.0,0.0,,Using its tail like a spring it keepsits heart beating by bouncingconstantly. If it stops it dies.,Spoink
s_3aadc1ac,2.0,,126,2.0,6.0,,4,45,35,0,40,0,1,0,0.0,0.0,79.0,Born deep underground it comesaboveground and becomes a pupa once ithas finished eating the surrounding soil.,Larvitar
s_3aadc1ac,2.0,,126,2.0,6.0,,4,45,35,0,40,0,1,0,0.0,0.0,79.0,It feeds on soil. After it has eaten a largemountain it will fall asleep so it can grow.,Larvitar
s_4b5aedf2,3.0,,193,3.0,6.0,6.0,-1,3,35,0,80,0,1,0,1.0,0.0,,Cutting-edge technology was used to studythe internals of this Pokémons rock body butnothing was found—not even a brain or a heart.,Regirock
s_4b5aedf2,3.0,,193,3.0,6.0,6.0,-1,3,35,0,80,0,1,0,1.0,0.0,,Every bit of Regirocks body is made of stone.As parts of its body erode this Pokémon sticksrocks to itself to repair whats been lost.,Regirock
s_5bd5f5b9,4.0,rec-397-dup-0,206,3.0,9.0,,4,45,70,0,15,1,4,0,1.0,1.0,28.0,The muscles in its wings and legs are strong.It can easily fly while gripping a small Pokémon.,Staraptor
s_38a53178,6.0,,424,8.0,6.0,,-1,45,0,0,120,0,1,0,0.0,0.0,,An Ultra Beast that lives in a different world itcackles wildly as it sprays its opponents withpoison from the needles on its head.,Poipole
s_eca88b9b,7.0,,410,,14.0,,-1,3,50,0,15,0,1,0,1.0,0.0,,This guardian deity of Akala is guilelessly cruel.The fragrant aroma of flowers is the source ofits energy.,Tapu Lele
s_e072a441,8.0,,463,2.0,,,-1,45,50,0,35,0,1,0,1.0,0.0,,Its mighty legs are capable of running atspeeds exceeding 40 mph but this Pokémoncant breathe unless its underwater.,Dracovish
s_e072a441,8.0,,463,2.0,,,-1,45,50,0,35,0,1,0,1.0,0.0,,Powerful legs and jaws made it the apex predatorof its time. Its own overhunting of its prey waswhat drove it to extinction.,Dracovish
s_f5c2ba1b,8.0,,328,5.0,4.0,,0,3,90,0,120,0,1,1,0.0,0.0,,Tornadus expels massive energy from its tailcausing severe storms. Its power is great enoughto blow houses away.,Tornadus
s_d0827619,1.0,,34,4.0,14.0,4.0,-1,190,50,0,20,0,2,0,0.0,0.0,,At times Magnemite runs out of electricity andends up on the ground. If you give batteries to agrounded Magnemite itll start moving again.,Magnemite
s_d0827619,1.0,,34,4.0,14.0,4.0,-1,190,50,0,20,0,2,0,0.0,0.0,,It subsists on electricity. As Magnemite flies itemits electromagnetic waves from the units oneach side of its body.,Magnemite
s_311600d9,3.0,,440,10.0,,,4,255,50,0,20,0,3,0,0.0,1.0,,This gluttonous Pokémon only assists people withtheir work because it wants treats. As it runsit crackles with electricity.,Yamper
s_311600d9,3.0,,440,10.0,,,4,255,50,0,20,0,3,0,0.0,1.0,,This Pokémon is very popular as a herding dogin the Galar region. As it runs it generateselectricity from the base of its tail.,Yamper
s_b94e7ec5,3.0,,354,3.0,1.0,,4,225,50,0,20,0,2,0,0.0,0.0,,Skrelp looks like a piece of rotten seaweed so itcan blend in with seaweed drifting on the oceanand avoid being detected by enemies.,Skrelp
s_b94e7ec5,3.0,,354,3.0,1.0,,4,225,50,0,20,0,2,0,0.0,0.0,,It drifts in the ocean blending in with floatingseaweed. When other Pokémon come to feast onthe seaweed Skrelp feasts on them instead.,Skrelp
s_69cb3022,3.0,id-371,191,9.0,7.0,6.0,4,45,35,0,40,0,1,0,1.0,0.0,,Shelgon ignores its hunger entirely never eatingany food. Apparently Shelgon will evolve onceall its energy stores are used up.,Shelgon
s_69cb3022,3.0,id-371,191,9.0,7.0,6.0,4,45,35,0,40,0,1,0,1.0,0.0,,This Pokémon has covered its body in a hardshell that has the same composition as bone.Shelgon stores energy for evolution.,Shelgon
s_01947fb4,2.0,id-133,67,8.0,8.0,8.0,1,45,50,0,35,0,2,0,0.0,1.0,5.0,It unleashes psychic power from the orb on itsforehead. When its power is exhausted the orbgrows dull and dark.,Espeon
s_01947fb4,2.0,id-133,67,8.0,8.0,8.0,1,45,50,0,35,0,2,0,0.0,1.0,5.0,By reading air currents it can predict things suchas the weather or its foes next move.,Espeon
s_ba84a824,7.0,,247,9.0,12.0,,-1,3,0,0,120,0,1,0,0.0,0.0,,Its said that Regigigas created other Pokémonfrom many different materials before it movedthe continents to where they are today.,Regigigas
s_ba84a824,7.0,,247,9.0,12.0,,-1,3,0,0,120,0,1,0,0.0,0.0,,All over the world there are legends that tellof Regigigas creating other Pokémon in itsown image.,Regigigas
s_28297f46,1.0,rec-33-dup-0,13,7.0,12.0,2.0,0,45,50,0,20,0,4,0,1.0,0.0,,When it goes on a rampage its impossible tocontrol. But in the presence of a Nidoqueen itslived with for a long time Nidoking calms down.,Nidoking
s_28297f46,1.0,rec-33-dup-0,13,7.0,12.0,2.0,0,45,50,0,20,0,4,0,1.0,0.0,,Nidoking prides itself on its strength. Its forcefuland spirited in battle making use of its thick tailand diamond-crushing horn.,Nidoking
s_1f701918,5.0,id-517,265,8.0,6.0,,4,75,50,0,10,0,3,0,0.0,0.0,73.0,When dark mists emanate from its body dontget too near. If you do your nightmares willbecome reality.,Musharna
s_1f701918,5.0,id-517,265,8.0,6.0,,4,75,50,0,10,0,3,0,0.0,0.0,73.0,It drowses and dreams all the time. Its best toleave it be if its just woken up as its a terriblegrump when freshly roused from sleep.,Musharna
s_64f23671,8.0,id-810,430,5.0,,,1,45,50,0,20,0,4,0,1.0,1.0,,The faster a Thwackey can beat out a rhythmwith its two sticks the more respect it wins fromits peers.,Thwackey
s_64f23671,8.0,id-810,430,5.0,,,1,45,50,0,20,0,4,0,1.0,1.0,,When its drumming out rapid beats in battle itgets so caught up in the rhythm that it wont evennotice that its already knocked out its opponent.,Thwackey
s_5292d44c,6.0,,348,4.0,6.0,,4,190,50,0,20,0,2,0,1.0,1.0,,Theres enough psychic power in Espurr to send awrestler flying but because this power cant becontrolled Espurr finds it troublesome.,Espurr
s_5292d44c,6.0,,348,4.0,6.0,,4,190,50,0,20,0,2,0,1.0,1.0,,Though Espurrs expression never changesbehind that blank stare is an intense struggle tocontain its devastating psychic power.,Espurr
s_f7ad2185,3.0,rec-325-dup-0,164,6.0,6.0,6.0,4,60,70,0,20,0,3,0,0.0,0.0,,It uses black pearls to amplify itspsycho-power. It does an odddance to gain control over foes.,Grumpig
s_b116224d,2.0,,83,,9.0,3.0,4,255,50,0,15,0,2,0,0.0,0.0,,It begins to hoot at the same time every day.Some Trainers use them in place of clocks.,Hoothoot
s_b116224d,2.0,,83,,9.0,3.0,4,255,50,0,15,0,2,0,0.0,0.0,,It always stands on one foot. It changes feet sofast the movement can rarely be seen.,Hoothoot
s_e5e5193e,6.0,,367,8.0,9.0,,4,190,50,0,20,0,2,0,0.0,1.0,,No wavelength of sound is beyond Noibatsability to produce. The ultrasonic waves itgenerates can overcome much larger Pokémon.,Noibat
s_e5e5193e,6.0,,367,8.0,9.0,,4,190,50,0,20,0,2,0,0.0,1.0,,After nightfall they emerge from the caves theynest in during the day. Using their ultrasonicwaves they go on the hunt for ripened fruit.,Noibat
s_b2cf3235,3.0,rec-252-dup-1,130,,6.0,2.0,1,45,50,0,20,0,4,0,1.0,0.0,131.0,This POKéMON adeptly flies from branchto branch in trees.In a forest no POKéMON can ever hopeto catch a fleeing GROVYLE howeverfast they may be.,Grovyle
s_9973ffaf,1.0,,66,7.0,5.0,8.0,-1,35,50,0,20,0,2,0,,0.0,,It can reconstitute its entire cellularstructure to change into what it seesbut it returns to normal when it relaxes.,Ditto
s_9973ffaf,1.0,,66,7.0,5.0,8.0,-1,35,50,0,20,0,2,0,,0.0,,When it encounters another Ditto it will movefaster than normal to duplicate that opponent exactly.,Ditto
s_a3544949,3.0,rec-316-dup-0,159,7.0,4.0,2.0,4,75,70,0,20,1,6,0,1.0,0.0,,When SWALOT spots prey it spurts outa hideously toxic fluid from its poresand sprays the target.Once the prey has weakened thisPOKéMON gulps it down whole with itscavernous mouth.,Swalot
s_b5a4534c,1.0,,77,6.0,6.0,8.0,-1,3,0,0,120,0,1,1,1.0,0.0,196.0,It was created bya scientist afteryears of horrificgene splicing andDNA engineeringexperiments.,Mewtwo
s_e2bd9843,1.0,,6,,9.0,2.0,4,255,70,0,15,0,4,0,1.0,0.0,,It is docile and prefers to avoidconflict. If disturbed howeverit can ferociously strike back.,Pidgey
s_563dc798,,,300,9.0,4.0,,4,190,50,0,20,0,2,0,1.0,0.0,,No one knows what the Poké Ball–like pattern onFoongus means or why Foongus has it.,Foongus
s_563dc798,,,300,9.0,4.0,,4,190,50,0,20,0,2,0,1.0,0.0,,The spores released from this Pokémons handsare highly poisonous but when thoroughly driedthe spores can be used as stomach medicine.,Foongus
s_7b10aee6,4.0,id-394,205,2.0,6.0,,1,45,70,0,20,0,4,0,1.0,1.0,135.0,It avoids unnecessary disputesbut it will decimate anything thatthreatens its pride.,Empoleon
s_6cb25df4,5.0,,334,9.0,8.0,,-1,3,35,0,80,0,1,1,1.0,1.0,,They say that Keldeo must survive harsh battlesand fully develop the horn on its foreheadbefore this Pokémons true power will awaken.,Keldeo
s_6cb25df4,5.0,,334,9.0,8.0,,-1,3,35,0,80,0,1,1,1.0,1.0,,Cobalion Terrakion and Virizion taught thisPokémon how to fight. It dashes across the worldseeking more opportunities to further its training.,Keldeo
s_babc512f,4.0,id-221,112,8.0,8.0,,4,50,50,0,20,1,1,0,0.0,1.0,,It looks strong and thats exactly what it is.As the weather grows colder its ice tusksgrow longer thicker and more impressive.,Mamoswine
s_babc512f,4.0,id-221,112,8.0,8.0,,4,50,50,0,20,1,1,0,0.0,1.0,,This Pokémon can be spotted in wall paintingsfrom as far back as 10000 years ago. For awhile it was thought to have gone extinct.,Mamoswine
s_a0ccf3f6,1.0,id-92,40,6.0,14.0,1.0,4,90,50,0,20,0,4,0,0.0,0.0,113.0,If you get the feeling of being watched in darknesswhen nobody is around Haunter is there.,Haunter
s_a0ccf3f6,1.0,id-92,40,6.0,14.0,1.0,4,90,50,0,20,0,4,0,0.0,0.0,113.0,Its tongue is made of gas. If licked its victimstarts shaking constantly until deatheventually comes.,Haunter
s_0605a1a4,2.0,id-137,68,6.0,7.0,5.0,-1,45,50,0,20,0,2,0,0.0,0.0,,After artificial intelligence was implemented inPorygon2 the Pokémon began using a strangelanguage that only other Porygon2 understand.,Porygon2
s_0605a1a4,2.0,id-137,68,6.0,7.0,5.0,-1,45,50,0,20,0,2,0,0.0,0.0,,This is a Porygon that was updated with specialdata. Porygon2 develops itself by learning aboutmany different subjects all on its own.,Porygon2
s_78f809fc,7.0,id-737,379,3.0,,,4,45,50,0,15,0,2,0,0.0,0.0,,If it carries a Charjabug to use as a spare batterya flying Vikavolt can rapidly fire high-poweredbeams of electricity.,Vikavolt
s_78f809fc,7.0,id-737,379,3.0,,,4,45,50,0,15,0,2,0,0.0,0.0,,It builds up electricity in its abdomen focuses itthrough its jaws and then fires the electricity offin concentrated beams.,Vikavolt
s_b6bfe702,3.0,,181,1.0,11.0,,4,225,35,0,25,0,3,0,0.0,0.0,,It eats up emotions like malice jealousy andresentment so some people are grateful forits presence.,Shuppet
s_069d0b89,3.0,,131,,8.0,3.0,1,45,50,0,20,1,4,0,0.0,0.0,,Inside its body is a place where itkeeps a small flame. Hug it It willbe as warm as a hot-water bottle.,Torchic
s_1d9a3394,,rec-256-dup-0,131,8.0,6.0,3.0,1,45,50,0,20,1,4,1,1.0,0.0,,Flames spout from its wristsenveloping its knuckles. Itspunches scorch its foes.,Blaziken
s_8007e35d,5.0,id-499,257,7.0,12.0,,1,45,70,0,20,0,4,0,0.0,0.0,123.0,A flaring beard of fire is proofthat it is fired up. It is adept atusing many different moves.,Emboar
s_44e26537,3.0,rec-259-dup-0,132,5.0,,9.0,1,45,50,0,20,0,4,1,0.0,0.0,,Its arms are hard as rock.With one swing it canbreak a boulder into pieces.,Swampert
s_453fb154,5.0,,159,5.0,4.0,2.0,4,225,70,0,20,1,6,0,0.0,0.0,,There is nothing its stomach cant digest.While it is digesting vile overpoweringgases are expelled.,Gulpin
s_b4b6cb20,6.0,rec-694-dup-0,356,9.0,6.0,,4,75,50,0,20,0,2,0,1.0,0.0,,One Heliolisk basking in the sun with its frilloutspread is all it would take to produce enoughelectricity to power a city.,Heliolisk
s_b4b6cb20,6.0,rec-694-dup-0,356,9.0,6.0,,4,75,50,0,20,0,2,0,1.0,0.0,,A now-vanished desert culture treasured thesePokémon. Appropriately when Heliolisk came tothe Galar region treasure came with them.,Heliolisk
s_97cb934c,3.0,rec-690-dup-0,354,3.0,5.0,,4,55,50,0,20,0,2,0,1.0,0.0,,Dragalge generates dragon energy by stickingthe plume on its head out above the oceanssurface and bathing it in sunlight.,Dragalge
s_97cb934c,3.0,rec-690-dup-0,354,3.0,5.0,,4,55,50,0,20,0,2,0,1.0,0.0,,Dragalge uses a poisonous liquid capable ofcorroding metal to send tankers that enter itsterritory to the bottom of the sea.,Dragalge
s_7fc41257,7.0,,401,5.0,12.0,,4,45,70,0,20,0,1,0,1.0,0.0,,It is born asleep and it dies asleep. All itsmovements are apparently no more than theresults of it tossing and turning in its dreams.,Komala
s_50f33c91,7.0,,383,,8.0,,4,190,50,0,15,0,2,0,,0.0,,This Pokémon intimidates opponents by strikingthe ground with the rocks on its neck. Themoment an opponent flinches Rockruff attacks.,Rockruff
s_50f33c91,7.0,,383,,8.0,,4,190,50,0,15,0,2,0,,0.0,,This Pokémon can bond very strongly with itsTrainer but it also has a habit of biting. Raisinga Rockruff for a long time can be challenging.,Rockruff
s_8cb1e949,1.0,,62,3.0,6.0,,4,45,50,0,25,0,1,1,0.0,0.0,,This Pokémon clamps its pincers down on its preyand then either splits the prey in half or flingsit away.,Pinsir
s_8cb1e949,1.0,,62,3.0,6.0,,4,45,50,0,25,0,1,1,0.0,0.0,,These Pokémon judge one another based onpincers. Thicker more impressive pincers makefor more popularity with the opposite gender.,Pinsir
s_68101ada,1.0,,22,9.0,7.0,8.0,4,255,50,0,20,0,2,0,0.0,0.0,58.0,It loves to collect shiny things. If its in a goodmood it might even let its Trainer have a lookat its hoard of treasures.,Meowth
s_68101ada,1.0,,22,9.0,7.0,8.0,4,255,50,0,20,0,2,0,0.0,0.0,58.0,It washes its face regularly to keep the coin onits forehead spotless. It doesnt get along withGalarian Meowth.,Meowth
s_a306d5b6,3.0,id-433,184,1.0,4.0,3.0,4,45,70,0,25,0,3,0,0.0,1.0,53.0,Its cries echo inside its hollowbody to emerge as beautiful notesfor startling and repelling foes.,Chimecho
s_3ea7cc56,1.0,id-17,6,1.0,13.0,2.0,4,45,70,0,15,0,4,1,0.0,0.0,,By flapping its wings with all itsmight PIDGEOT can make a gust ofwind capable of bending tall trees.,Pidgeot
s_358c55fb,8.0,,164,1.0,14.0,4.0,4,255,70,0,20,0,3,0,0.0,0.0,,Using its tail like a spring it keepsits heart beating by bouncingconstantly. If it stops it dies.,Spoink
s_f1c673ac,4.0,id-434,223,7.0,7.0,,4,60,50,0,20,0,2,0,0.0,,,In its belly it reserves stinky fluid that it shootsfrom its tail during battle. As this Pokémons dietvaries so does the stench of its fluid.,Skuntank
s_f1c673ac,4.0,id-434,223,7.0,7.0,,4,60,50,0,20,0,2,0,0.0,,,It digs holes in the ground to make its nest.The stench of the fluid it lets fly from the tipof its tail is extremely potent.,Skuntank
s_80d71819,3.0,id-374,192,2.0,14.0,6.0,-1,3,35,0,40,0,1,0,0.0,1.0,83.0,Two Beldum have become stuck together viatheir own magnetic forces. With two brains theresulting Metang has doubled psychic powers.,Metang
s_80d71819,3.0,id-374,192,2.0,14.0,6.0,-1,3,35,0,40,0,1,0,0.0,1.0,83.0,Using magnetic forces to stay aloft this Pokémonflies at high speeds weaving through harshmountain terrain in pursuit of prey.,Metang
s_e07a7f77,1.0,,3,1.0,12.0,9.0,1,45,50,0,20,0,4,0,0.0,0.0,,When it retracts its long neck into its shell itsquirts out water with vigorous force.,Squirtle
s_e07a7f77,1.0,,3,1.0,12.0,9.0,1,45,50,0,20,0,4,0,0.0,0.0,,When it feels threatened it draws its limbs insideits shell and sprays water from its mouth.,Squirtle
s_8d6c5baa,7.0,,256,2.0,6.0,,1,45,70,0,20,0,4,0,0.0,0.0,118.0,Being exposed to sunlight makes its movementsswifter. It uses vines more adeptly than its hands.,Snivy
s_420fdf6d,3.0,,201,9.0,12.0,1.0,-1,3,100,0,120,0,1,0,0.0,1.0,,Its believed that when this Pokémon wakes fromits 1000-year slumber it will grant any wisheswritten on the notes attached to its head.,Jirachi
s_420fdf6d,3.0,,201,9.0,12.0,1.0,-1,3,100,0,120,0,1,0,0.0,1.0,,Once every 1000 years the singing of a purevoice will rouse this Pokémon from its near-perpetual slumber. It wakes for only seven days.,Jirachi
s_af8fdac5,2.0,id-170,86,4.0,3.0,7.0,4,75,50,0,20,0,1,0,1.0,0.0,,This Pokémon flashes a bright light that blindsits prey. This creates an opening for it to deliveran electrical attack.,Lanturn
s_af8fdac5,2.0,id-170,86,4.0,3.0,7.0,4,75,50,0,20,0,1,0,1.0,0.0,,The light it emits is so bright that it can illuminatethe seas surface from a depth of over three miles.,Lanturn
s_6a151158,3.0,id-504,259,1.0,6.0,,4,255,70,0,20,0,2,0,0.0,0.0,,When they see an enemy their tailsstand high and they spit the seeds ofberries stored in their cheek pouches.,Watchog
s_a7b2ef26,4.0,rec-723-dup-0,374,4.0,9.0,,1,45,50,0,15,0,4,0,0.0,0.0,,In a tenth of a second it can nock and fire anarrow quill piercing an opponents weak pointbefore they notice whats happening.,Decidueye
s_a7b2ef26,4.0,rec-723-dup-0,374,4.0,9.0,,1,45,50,0,15,0,4,0,0.0,0.0,,As if wielding a bow it launches the arrow quillshidden among the feathers of its wings.Decidueyes shots never miss.,Decidueye
