move,generation,type,power,pp,accuracy,priority,target,damage_class,effect,effect_chance,contest_type,contest_effect,super_contest_effect,flavor_text,name
m_7f209d06,3.0,id-10,,10.0,100.0,0.0,10,2,292,,,,,The user slams its target with its flame-coveredbody. The more the user outweighs the target thegreater the moves power.,Heat Crash
m_e924f055,6.0,id-3,120.0,,100.0,0.0,10,2,230,100.0,,,,After soaring upward the user attacks its target bydropping out of the sky at high speeds. But it lowersits own Defense and Sp. Def stats in the process.,Dragon Ascent
m_a912cd9c,1.0,id-1,50.0,1.0,,,8,2,255,,1.0,1.0,5.0,This attack is used in desperation only if the userhas no PP. It also damages the user a little.,Struggle
m_baca596b,3.0,id-10002,75.0,,100.0,0.0,10,3,6,10.0,,,,,Shadow Chill
m_d07198ab,,id-10002,75.0,,100.0,0.0,10,3,6,10.0,,,,,Shadow Chill
m_b29a7e9c,2.0,id-16,120.0,10.0,100.0,0.0,8,2,28,,1.0,6.0,7.0,The user rampages and attacks for two to threeturns. The user then becomes confused.,Outrage
m_c8e2cffe,5.0,id-15,65.0,10.0,95.0,0.0,11,3,331,100.0,,,,The user attacks by blowing freezing cold air atopposing Pokémon. This lowers their Speed stats.,Glaciate
m_74d4a9ee,8.0,id-12,80.0,10.0,100.0,0.0,10,2,71,100.0,,,,The user plays its drum controlling the drums rootsto attack the target. This also lowers the targetsSpeed stat.,Drum Beating
m_c0a308a8,1.0,id-5,,15.0,100.0,0.0,10,1,24,,3.0,10.0,19.0,Sand is hurled in the targets face reducing thetargets accuracy.,Sand Attack
m_0a133794,5.0,id-2,85.0,10.0,100.0,0.0,10,3,283,,,,,The user cuts with its long horn. The odd powercontained in the horn does physical damage tothe target.,Secret Sword
m_0dfb1559,4.0,id-1,140.0,5.0,100.0,0.0,10,2,247,,3.0,,21.0,This move can be used only after the user has usedall the other moves it knows in the battle.,Last Resort
m_81567467,7.0,id-7,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Savage Spin-Out
m_1810f452,4.0,id-7,,,,0.0,7,1,33,,4.0,,8.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Heal Order
m_d9ac5e52,4.0,id-4,,20.0,,0.0,6,1,250,,4.0,,13.0,The user lays a trap of poison spikes at the feet ofthe opposing team. The spikes will poison opposingPokémon that switch into battle.,Toxic Spikes
m_d39d50b3,8.0,id-11,85.0,10.0,,0.0,10,2,431,,,,,The user rends the target with its hard gills.If the user attacks before the target the power of thismove is doubled.,Fishious Rend
m_3f91b796,7.0,id-7,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Savage Spin-Out
m_04e3fa7f,6.0,id-5,90.0,10.0,,0.0,11,2,1,,,,,The user gathers the energy of the land and focusesthat power on opposing Pokémon to damage them.,Lands Wrath
m_12090e6e,6.0,id-5,90.0,10.0,100.0,0.0,11,2,1,,,,,The user gathers the energy of the land and focusesthat power on opposing Pokémon to damage them.,Lands Wrath
m_22e2dd99,4.0,id-14,,10.0,,0.0,10,1,251,,1.0,,16.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Heart Swap
m_5d949ac9,7.0,id-7,,1.0,,,10,3,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Savage Spin-Out
m_fc0afa34,7.0,id-8,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Never-Ending Nightmare
m_ff978c8d,2.0,id-16,120.0,10.0,100.0,0.0,8,2,28,,1.0,6.0,7.0,The user rampages and attacks for two to threeturns. The user then becomes confused.,Outrage
m_7aa2b02f,8.0,id-2,,10.0,,,13,1,1,100.0,,,,The user properly coaches its ally Pokémonboosting their Attack and Defense stats.,Coaching
m_c2e444fe,7.0,id-8,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Never-Ending Nightmare
m_7d4bd896,2.0,id-1,,20.0,100.0,,11,1,25,,3.0,5.0,19.0,A sweet scent that harshly lowers opposingPokémons evasiveness.,Sweet Scent
m_f6543013,7.0,id-5,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Tectonic Rage
m_8763f80f,2.0,id-8,,10.0,,0.0,1,1,110,,5.0,31.0,21.0,A move that works differently for the Ghost typethan for all other types.,Curse
m_3e79c4d7,7.0,id-5,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Tectonic Rage
m_8f8f5060,7.0,id-6,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Continental Crush
m_e32315ce,5.0,id-10,100.0,5.0,50.0,0.0,10,3,5,100.0,,,,The user attacks by engulfing the target in anintense fire. This leaves the target with a burn.,Inferno
m_e5c33c98,5.0,id-10,100.0,5.0,50.0,0.0,10,3,5,100.0,,,,The user attacks by engulfing the target in anintense fire. This leaves the target with a burn.,Inferno
m_996d94c8,7.0,id-6,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Continental Crush
m_7bb993df,4.0,id-4,80.0,20.0,100.0,0.0,10,2,3,30.0,4.0,,4.0,"The target is stabbed with a tentacle, arm, or the likesteeped in poison. This may also poison the target.",Poison Jab
m_ee52c63a,4.0,id-17,80.0,15.0,100.0,0.0,10,3,32,20.0,1.0,,17.0,The user releases a horrible aura imbued with darkthoughts. This may also make the target flinch.,Dark Pulse
m_e3992118,3.0,id-3,60.0,20.0,,,10,2,18,,1.0,27.0,17.0,The user confounds the target with speed thenslashes. This attack never misses.,Aerial Ace
m_192a3554,4.0,id-2,70.0,10.0,100.0,0.0,10,2,218,,4.0,,16.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Wake-Up Slap
m_b1a19033,5.0,id-11,80.0,10.0,100.0,0.0,10,3,325,,,,,"A column of water hits the target. When used withits fire equivalent, its power increases and arainbow appears.",Water Pledge
m_9134976b,5.0,id-10,80.0,10.0,100.0,0.0,10,3,326,,,,,"A column of fire hits the target. When used with itsgrass equivalent, its power increases and a vast seaof fire appears.",Fire Pledge
m_97a5aa90,5.0,id-1,70.0,5.0,100.0,0.0,10,2,320,,,,,"The user gets revenge for a fainted ally. If an allyfainted in the previous turn, this move’s poweris increased.",Retaliate
m_bbeee16c,5.0,id-2,,5.0,100.0,0.0,10,3,321,,,,,The user risks everything to attack its target. Theuser faints but does damage equal to its HP.,Final Gambit
m_13ffac10,5.0,id-1,,15.0,,0.0,10,1,324,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Bestow
m_983afb8a,5.0,id-10,100.0,5.0,50.0,0.0,10,3,5,100.0,,,,The user attacks by engulfing the target in anintense fire. This leaves the target with a burn.,Inferno
m_adb4e49c,5.0,id-10,60.0,15.0,100.0,0.0,11,3,315,,,,,"The user attacks opposing Pokémon with fire.If a Pokémon is holding a certain item, such as aBerry, the item becomes burned up and unusable.",Incinerate
m_31fc2624,5.0,id-17,,15.0,100.0,0.0,10,1,316,,,,,The user suppresses the target and makes its movego last.,Quash
m_866431cc,5.0,id-3,55.0,15.0,100.0,0.0,10,2,318,,,,,"The user nimbly strikes the target. If the user is notholding an item, this attack inflicts massive damage.",Acrobatics
m_5eaf2458,5.0,id-1,,15.0,,0.0,10,1,319,,,,,"The user reflects the target’s type, making the user thesame type as the target.",Reflect Type
m_af006577,2.0,id-17,60.0,20.0,,,10,2,18,,4.0,27.0,18.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Feint Attack
m_414a4fe0,8.0,id-17,80.0,10.0,100.0,0.0,10,2,423,,,,,This move prevents the user and the target fromswitching out until either of them faints. The effect goesaway if either of the Pokémon leaves the field.,Jaw Lock
m_c4ce55a5,4.0,id-6,80.0,20.0,100.0,0.0,10,3,1,,2.0,,5.0,The user attacks with a ray of light that sparkles asif it were made of gemstones.,Power Gem
m_d7951f82,4.0,id-6,80.0,20.0,100.0,0.0,10,3,1,,2.0,,5.0,The user attacks with a ray of light that sparkles asif it were made of gemstones.,Power Gem
m_346c27c7,4.0,id-17,,10.0,100.0,0.0,10,2,234,,5.0,,23.0,The user flings its held item at the target to attack.This moves power and effects depend on the item.,Fling
m_b16c7319,7.0,id-6,,1.0,,0.0,10,2,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Continental Crush
m_1544c89c,2.0,id-1,,25.0,,0.0,4,1,125,,2.0,15.0,13.0,The user creates a protective field that preventsstatus conditions for five turns.,Safeguard
m_d63c767f,1.0,id-1,80.0,10.0,100.0,0.0,11,3,40,,1.0,2.0,6.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Razor Wind
m_8886224f,2.0,id-1,,,,0.0,4,1,125,,2.0,15.0,13.0,The user creates a protective field that preventsstatus conditions for five turns.,Safeguard
m_09cc8553,1.0,id-10,35.0,15.0,85.0,0.0,10,3,43,100.0,2.0,24.0,21.0,The target becomes trapped within a fierce vortexof fire that rages for four to five turns.,Fire Spin
m_10d7179f,4.0,id-1,,10.0,100.0,0.0,10,3,269,,4.0,,14.0,The user releases countless shots of light at thetarget. This moves type varies depending on thekind of Plate the user is holding.,Judgment
m_9acaa6e9,5.0,id-2,85.0,10.0,100.0,0.0,10,3,283,,,,,The user cuts with its long horn. The odd powercontained in the horn does physical damage tothe target.,Secret Sword
m_ad35339b,8.0,id-15,10.0,10.0,,0.0,2,2,1,,,,,This is an Ice-type attack Dynamax Pokémon use.The user summons a hailstorm lasting five turns.,Max Hailstorm
m_5d1ca685,3.0,id-10002,70.0,,100.0,0.0,6,3,1,,,,,,Shadow Rave
m_27e5576d,2.0,id-1,,10.0,,,10,1,144,,4.0,12.0,11.0,The user hypnotizes itself into copying any statchange made by the target.,Psych Up
m_aa09a94b,5.0,id-14,,10.0,,,10,1,280,,,,,The user employs its psychic power to average itsDefense and Sp. Def stats with those of the target.,Guard Split
m_07fc82bf,5.0,id-14,,10.0,,0.0,10,1,280,,,,,The user employs its psychic power to average itsDefense and Sp. Def stats with those of the target.,Guard Split
m_63cc441a,3.0,id-14,,20.0,100.0,0.0,10,3,32,10.0,1.0,4.0,17.0,The user attacks with an odd unseeable power.This may also make the target flinch.,Extrasensory
m_5e007fdb,6.0,id-14,80.0,20.0,100.0,0.0,10,3,32,10.0,1.0,4.0,17.0,The user attacks with an odd unseeable power.This may also make the target flinch.,Extrasensory
m_f2f42ed4,7.0,id-4,,1.0,,0.0,10,2,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Acid Downpour
m_1a0784e2,5.0,id-16,,15.0,90.0,0.0,10,2,45,,,,,The user attacks its target by hitting it with brutalstrikes. The target is hit twice in a row.,Dual Chop
m_5cfc118c,5.0,id-16,40.0,15.0,90.0,0.0,10,2,45,,,,,The user attacks its target by hitting it with brutalstrikes. The target is hit twice in a row.,Dual Chop
m_4ff7e250,3.0,id-5,55.0,15.0,95.0,0.0,10,3,71,100.0,5.0,5.0,2.0,The user attacks by hurling a blob of mud at thetarget. This also lowers the target’s Speed stat.,Mud Shot
m_8308c342,2.0,id-1,,15.0,100.0,0.0,10,1,121,,3.0,18.0,19.0,"If it is the opposite gender of the user, the targetbecomes infatuated and less likely to attack.",Attract
m_57ce9d2b,3.0,id-1,60.0,25.0,100.0,0.0,10,2,106,,3.0,20.0,12.0,"The user endearingly approaches the target, thensteals the target’s held item.",Covet
m_69acab8c,3.0,id-4,50.0,25.0,100.0,0.0,10,2,210,10.0,4.0,33.0,4.0,The user hits the target with its tail. This may alsopoison the target. Critical hits land more easily.,Poison Tail
m_acca53f6,3.0,id-12,60.0,20.0,,0.0,10,3,18,,2.0,27.0,17.0,The user scatters curious leaves that chase thetarget. This attack never misses.,Magical Leaf
m_210b168c,3.0,id-13,120.0,15.0,100.0,0.0,10,2,263,10.0,1.0,3.0,22.0,The user electrifies itself and charges the target.This also damages the user quite a lot. This attackmay leave the target with paralysis.,Volt Tackle
m_ccff1c32,3.0,id-14,,20.0,,0.0,7,1,212,,4.0,16.0,11.0,The user quietly focuses its mind and calms itsspirit to raise its Sp. Atk and Sp. Def stats.,Calm Mind
m_423e6eef,2.0,id-1,,5.0,,0.0,10,1,107,,2.0,18.0,10.0,"The user pins the target with a dark, arresting look.The target becomes unable to flee.",Mean Look
m_5b278ddb,3.0,id-16,,20.0,,0.0,7,1,213,,1.0,32.0,11.0,"The user vigorously performs a mystic, powerfuldance that raises its Attack and Speed stats.",Dragon Dance
m_0168f222,3.0,id-12,90.0,15.0,100.0,0.0,10,2,44,,1.0,2.0,17.0,The user handles a sharp leaf like a sword andattacks by cutting its target. Critical hits landmore easily.,Leaf Blade
m_8fb4b118,3.0,id-10002,50.0,,100.0,0.0,6,3,1,,,,,,Shadow Wave
m_d16b5581,7.0,id-12,,10.0,100.0,0.0,10,1,388,100.0,,,,The user restores its HP by the same amount as thetarget’s Attack stat. It also lowers the target’sAttack stat.,Strength Sap
m_690e4acc,4.0,id-1,,15.0,100.0,,10,2,223,,1.0,,18.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Natural Gift
m_4040ad11,5.0,id-17,,15.0,,0.0,7,1,278,,,,,The user sharpens its claws to boost its Attack statand accuracy.,Hone Claws
m_b6fd3a69,5.0,id-6,,10.0,,3.0,4,1,279,,,,,The user and its allies are protected fromwide-ranging attacks for one turn.,Wide Guard
m_d02ca318,6.0,id-18,,10.0,,0.0,12,1,353,,,,,This protects Pokémon on the ground from statusconditions and halves damage from Dragon-typemoves for five turns.,Misty Terrain
m_b60c6760,6.0,id-12,,10.0,,0.0,12,1,352,,,,,The user turns the ground to grass for five turns.This restores the HP of Pokémon on the ground alittle every turn and powers up Grass-type moves.,Grassy Terrain
m_bbfee442,6.0,id-18,,10.0,,0.0,12,1,355,,,,,"By locking down the battlefield, the user keeps allPokémon from fleeing during the next turn.",Fairy Lock
m_396f2fc8,6.0,id-1,140.0,10.0,100.0,0.0,9,3,379,,,,,"The user attacks everything around it with thedestructive power of a terrible, explosive sound.",Boomburst
m_684f0c9c,6.0,id-18,95.0,15.0,100.0,0.0,10,3,72,30.0,,,,"Borrowing the power of the moon, the user attacksthe target. This may also lower the target’sSp. Atk stat.",Moonblast
m_3b161f03,6.0,id-18,40.0,30.0,100.0,0.0,10,3,1,,,,,The user stirs up a fairy wind and strikes the targetwith it.,Fairy Wind
m_caabd00b,4.0,id-16,100.0,5.0,95.0,0.0,10,3,44,,5.0,,4.0,The user tears the target along with the spacearound it. Critical hits land more easily.,Spacial Rend
m_cc468a3b,4.0,id-14,,10.0,,0.0,7,1,271,,2.0,,8.0,"The user faints. In return, the Pokémon taking itsplace will have its status and HP fully restored.",Lunar Dance
m_c06e3b8e,4.0,id-1,,5.0,100.0,0.0,10,2,238,,5.0,,15.0,"The target is crushed with great force. The more HPthe target has left, the greater this move’s power.",Crush Grip
m_127ac1a7,4.0,id-10,100.0,5.0,75.0,0.0,10,3,43,100.0,5.0,,7.0,The target becomes trapped within a maelstrom offire that rages for four to five turns.,Magma Storm
m_5d12caf6,4.0,id-17,,10.0,50.0,0.0,11,1,2,,4.0,,19.0,Opposing Pokémon are dragged into a world of totaldarkness that makes them sleep.,Dark Void
m_98cea7b3,4.0,id-12,120.0,5.0,85.0,0.0,10,3,272,40.0,1.0,,22.0,The user emits a shock wave from its body to attackits target. This may also harshly lower the target’sSp. Def stat.,Seed Flare
m_3f2fbc36,4.0,id-8,60.0,5.0,100.0,0.0,10,3,141,10.0,4.0,,11.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Ominous Wind
m_23d7f51f,4.0,id-8,120.0,5.0,100.0,0.0,10,2,273,,4.0,,22.0,"The user disappears, then strikes the target on thenext turn. This move hits even if the targetprotects itself.",Shadow Force
m_1c358581,2.0,id-7,,10.0,,0.0,10,1,107,,4.0,18.0,13.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Spider Web
m_91a4038a,2.0,id-10,,5.0,,0.0,12,1,138,,2.0,11.0,13.0,"The user intensifies the sun for five turns, poweringup Fire-type moves. It lowers the power ofWater-type moves.",Sunny Day
m_53ad3a60,2.0,id-17,80.0,15.0,100.0,0.0,10,2,70,20.0,5.0,4.0,18.0,The user crunches up the target with sharp fangs.This may also lower the target’s Defense stat.,Crunch
m_7302c07c,2.0,id-14,,20.0,100.0,-5.0,1,3,145,,2.0,16.0,15.0,"A retaliation move that counters any special attack,inflicting double the damage taken.",Mirror Coat
m_55464f1a,2.0,id-1,,10.0,,0.0,10,1,144,,4.0,12.0,11.0,The user hypnotizes itself into copying any statchange made by the target.,Psych Up
m_f14390e0,2.0,id-1,80.0,5.0,100.0,2.0,10,2,104,,1.0,30.0,1.0,The user charges the target at blinding speed.This move always goes first.,Extreme Speed
m_acdf380e,2.0,id-6,60.0,5.0,100.0,0.0,10,3,141,10.0,5.0,32.0,18.0,The user attacks with a prehistoric power.This may also raise all the user’s stats at once.,Ancient Power
m_760cc4f2,2.0,id-8,80.0,15.0,100.0,0.0,10,3,73,20.0,4.0,22.0,17.0,The user hurls a shadowy blob at the target.This may also lower the target’s Sp. Def stat.,Shadow Ball
m_89372b3c,2.0,id-14,120.0,10.0,100.0,0.0,10,3,149,,4.0,24.0,17.0,"Two turns after this move is used, a hunk of psychicenergy attacks the target.",Future Sight
m_9271a206,2.0,id-2,40.0,15.0,100.0,0.0,10,2,70,50.0,5.0,29.0,18.0,The user attacks with a punch. This may also lowerthe target’s Defense stat.,Rock Smash
m_4cce71d2,1.0,id-1,70.0,20.0,100.0,0.0,10,2,44,,1.0,2.0,5.0,The target is attacked with a slash of claws orblades. Critical hits land more easily.,Slash
m_9220316b,1.0,id-1,,10.0,90.0,0.0,10,2,41,,5.0,14.0,5.0,The user chomps hard on the target with its sharpfront fangs. This cuts the target’s HP in half.,Super Fang
m_98135f8e,1.0,id-1,50.0,1.0,,0.0,8,2,255,,1.0,1.0,5.0,This attack is used in desperation only if the userhas no PP. It also damages the user a little.,Struggle
m_b19993e6,1.0,id-1,,10.0,,0.0,7,1,80,,4.0,16.0,23.0,The user creates a substitute for itself using some ofits HP. The substitute serves as the user’s decoy.,Substitute
m_a4c7a169,2.0,id-2,10.0,10.0,90.0,0.0,10,2,105,,1.0,1.0,7.0,A consecutive three-kick attack that becomes morepowerful with each successful hit.,Triple Kick
m_84d666d1,2.0,id-1,,1.0,,0.0,10,1,96,,4.0,19.0,23.0,"It enables the user to permanently learn the movelast used by the target. Once used,Sketch disappears.",Sketch
m_b5135d36,7.0,id-8,80.0,10.0,100.0,0.0,10,2,385,,,,,The user attacks while simultaneously stitching thetarget’s shadow to the ground to prevent the targetfrom escaping.,Spirit Shackle
m_ba0e52ee,3.0,id-17,,20.0,100.0,0.0,10,1,347,100.0,,,,With a parting threat the user lowers the targetsAttack and Sp. Atk stats. Then it switches with aparty Pokémon.,Parting Shot
m_0f9376d5,4.0,id-10,,1.0,,0.0,10,2,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Inferno Overdrive
m_6e75edb9,7.0,id-17,85.0,10.0,100.0,0.0,10,2,304,,,,,The user swings both arms and hits the target.The target’s stat changes don’t affect thisattack’s damage.,Darkest Lariat
m_bfd3767c,3.0,id-13,120.0,15.0,100.0,0.0,10,2,263,10.0,1.0,3.0,22.0,The user electrifies itself and charges the target.This also damages the user quite a lot. This attackmay leave the target with paralysis.,Volt Tackle
m_a39a2da7,2.0,id-1,,25.0,,0.0,4,1,125,,2.0,15.0,13.0,The user creates a protective field that preventsstatus conditions for five turns.,Safeguard
m_e59ffcad,7.0,id-12,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Bloom Doom
m_b94e256a,7.0,id-12,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Bloom Doom
m_48835fe9,7.0,id-13,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Gigavolt Havoc
m_872d27b5,2.0,id-1,,20.0,100.0,0.0,10,2,124,,3.0,13.0,18.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Frustration
m_faac8211,7.0,id-10,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Inferno Overdrive
m_c232b8a4,7.0,id-10,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Inferno Overdrive
m_17386e80,7.0,id-11,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Hydro Vortex
m_4c3d1206,7.0,id-11,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Hydro Vortex
m_d2bd7475,1.0,id-15,65.0,20.0,100.0,0.0,10,3,69,10.0,2.0,23.0,17.0,The target is hit with a rainbow-colored beam.This may also lower the targets Attack stat.,Aurora Beam
m_8f1b8790,7.0,id-18,,10.0,,0.0,10,1,387,,,,,The user restores the target’s HP by up to half of itsmax HP. It restores more HP when the terrainis grass.,Floral Healing
m_6ce02b52,7.0,id-17,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Black Hole Eclipse
m_c36d222b,7.0,id-14,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Shattered Psyche
m_decfea2f,7.0,id-14,,1.0,,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Shattered Psyche
m_d13ebc47,3.0,id-12,150.0,,90.0,0.0,10,3,81,,1.0,6.0,22.0,The user slams the target with the roots of anenormous tree. The user cant move on the next turn.,Frenzy Plant
m_01d532e7,7.0,id-5,95.0,10.0,95.0,0.0,10,2,1,,,,,The user fiercely attacks the target using itsentire body.,High Horsepower
m_f9339504,5.0,id-1,,30.0,,0.0,7,1,328,,,,,The user is roused and its Attack and Sp. Atkstats increase.,Work Up
m_1aae8145,8.0,id-11,60.0,20.0,100.0,0.0,10,2,1,,,,,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting.",Flip Turn
m_f264532c,7.0,id-11,90.0,10.0,100.0,0.0,9,3,386,,,,,"The user bursts into song, emitting many bubbles.Any Pokémon suffering from a burn will be healedby the touch of these bubbles.",Sparkling Aria
m_b62de5c3,8.0,id-14,10.0,10.0,,0.0,2,2,1,,,,,This is a Psychic-type attack Dynamax Pokémon use.The user turns the ground into Psychic Terrain forfive turns.,Max Mindstorm
m_5e9ecc6c,8.0,id-16,10.0,10.0,,0.0,2,2,1,,,,,This is a Dragon-type attack Dynamax Pokémon use.This lowers the target’s Attack stat.,Max Wyrmwind
m_22e871c1,8.0,id-18,10.0,10.0,,0.0,2,2,1,,,,,This is a Fairy-type attack Dynamax Pokémon use.The user turns the ground into Misty Terrain forfive turns.,Max Starfall
m_afc6aa17,8.0,id-3,10.0,10.0,,0.0,2,2,1,,,,,This is a Flying-type attack Dynamax Pokémon use.This raises ally Pokémon’s Speed stats.,Max Airstream
m_d45eab67,8.0,id-11,10.0,10.0,,0.0,2,2,1,,,,,This is a Water-type attack Dynamax Pokémon use.The user summons a heavy rain that falls forfive turns.,Max Geyser
m_b6314537,7.0,id-15,100.0,10.0,90.0,0.0,10,2,219,100.0,,,,"The user swings and hits with its strong, heavy fist.It lowers the user’s Speed, however.",Ice Hammer
m_431511ad,8.0,id-15,10.0,10.0,,0.0,2,2,1,,,,,This is an Ice-type attack Dynamax Pokémon use.The user summons a hailstorm lasting five turns.,Max Hailstorm
m_c4e5c2d3,8.0,id-8,10.0,10.0,,0.0,2,2,1,,,,,This is a Ghost-type attack Dynamax Pokémon use.This lowers the target’s Defense stat.,Max Phantasm
m_02f8a5ae,8.0,id-2,10.0,10.0,,0.0,2,2,1,,,,,This is a Fighting-type attack Dynamax Pokémon use.This raises ally Pokémon’s Attack stats.,Max Knuckle
m_e93edf59,8.0,id-1,10.0,10.0,,0.0,2,2,1,,,,,This is a Normal-type attack Dynamax Pokémon use.This lowers the target’s Speed stat.,Max Strike
m_f9ea19de,3.0,id-10002,,,,0.0,6,1,107,,,,,,Shadow Hold
m_c93378d1,6.0,id-2,100.0,10.0,90.0,0.0,10,2,219,100.0,1.0,,2.0,The user swings and hits with its strong heavy fist.It lowers the users Speed however.,Hammer Arm
m_799e8087,7.0,id-13,60.0,20.0,100.0,0.0,10,3,1,100.0,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Buzzy Buzz
m_68512e1d,4.0,id-9,80.0,,100.0,0.0,10,2,32,30.0,5.0,,18.0,The user slams the target with its steel-hard head.This may also make the target flinch.,Iron Head
m_51eeadd1,8.0,id-7,10.0,10.0,,0.0,2,2,1,,,,,This is a Bug-type attack Dynamax Pokémon use.This lowers the target’s Sp. Atk stat.,Max Flutterby
m_5607a250,8.0,id-5,10.0,10.0,,0.0,2,2,1,,,,,This is a Ground-type attack Dynamax Pokémon use.This raises ally Pokémon’s Sp. Def stats.,Max Quake
m_d7c09c92,1.0,id-1,,20.0,,0.0,10,1,24,,4.0,22.0,10.0,The user releases an obscuring cloud of smoke orink. This lowers the targets accuracy.,Smokescreen
m_b9ecfbe6,4.0,id-9,80.0,15.0,100.0,0.0,10,2,32,30.0,5.0,,18.0,The user slams the target with its steel-hard head.This may also make the target flinch.,Iron Head
m_753f6589,1.0,id-1,120.0,15.0,100.0,0.0,10,2,199,,5.0,3.0,9.0,"A reckless, life-risking tackle in which the user rushesthe target. This also damages the user quite a lot.",Double-Edge
m_0722e7fc,1.0,id-1,,30.0,100.0,0.0,11,1,20,,3.0,28.0,19.0,"The user wags its tail cutely, making opposingPokémon less wary and lowering their Defense stats.",Tail Whip
m_88d671d7,7.0,id-15,,1.0,,0.0,10,2,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Subzero Slammer
m_a2098a6b,3.0,id-10002,75.0,,100.0,0.0,10,3,5,10.0,,,,,Shadow Fire
m_e204bc7f,1.0,id-1,85.0,15.0,100.0,0.0,10,2,7,30.0,5.0,4.0,5.0,The user drops onto the target with its full bodyweight. This may also leave the target with paralysis.,Body Slam
m_361d0549,1.0,id-1,15.0,20.0,90.0,0.0,10,2,43,100.0,5.0,24.0,21.0,"A long body, vines, or the like are used to wrap andsqueeze the target for four to five turns.",Wrap
m_926411a3,1.0,id-1,90.0,20.0,85.0,0.0,10,2,49,,5.0,3.0,5.0,"A reckless, full-body charge attack for slamming intothe target. This also damages the user a little.",Take Down
m_333d582c,1.0,id-1,120.0,10.0,100.0,0.0,8,2,28,,5.0,6.0,7.0,The user rampages and attacks for two to threeturns. The user then becomes confused.,Thrash
m_53664961,1.0,id-1,65.0,25.0,100.0,0.0,10,2,1,,1.0,1.0,5.0,The target is jabbed with a sharply pointed horn toinflict damage.,Horn Attack
