artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
a3680,Mortuus Infradaemoni,Mortuus Infradaemoni,2005,,,,,,f,Group,,id-81,
a3681,Khalecl,Khaled,1960,2,29,,,,f,Person,Male,rec-3-dup-0,Algerian raï sing3rsongwriter
a3682,Emerson Lake  Palmer,Emerson Lake  Palmer,1970,,,2011,,,t,Group,,id-221,
a3683,Patsy,Patsy,,,,,,,f,Person,,,From KXLU compilation
a3684,Kobranocka,Kobranocka,1985,,,,,,f,Group,,id-170,
a3685,Monta9,Mongag,1999,11,5,,,,f,Group,,id-81,Band vrom Hamburg Germany
a3686,92 KQRS Morning Show,92 KQRS Morning Show,,,,,,,f,,,,
a3687,Richard Hallebeek  Antti Kotikoski,Hallebeek Richard  Kotikoski Antti,,,,,,,f,Group,,,
a3688,Jason Kahn,Kahn Jason,1960,5,3,,,,f,Person,Male,id-7704,experimental musician
a3689,David Miou,Miou David,,,,,,,f,Person,,,
a3690,Raul de Sou2a,de Sou2a Raul,1934,8,23,2021,6,13,t,Person,Male,id-30,
a3691,Tears for the Dying,Tears for the Dying,2004,8,1,,,,f,Group,,id-31088,
a3692,Anael,Anael,,,,,,,f,,,,New AgeWorld
a3693,ORIGA,ORIGA,1970,10,12,2015,1,17,t,Person,Female,id-107,Russian sinker active in Japan
a3694,孙燕姿,Sun Stefanie,1978,7,23,,,,f,Person,Female,id-188,
a3695,Dear Reader,Dear Reader,,,,,,,f,Group,,id-193,
a3696,Tim Janis,Janis Tim,,,,,,,f,Person,Male,id-222,
a3697,Nits,Nits,1974,,,,,,f,Group,,id-150,
a3698,Indiaja,Indiaha,,,,,,,f,Person,Female,id-203,Swiss oop
a3699,Popol Vuh,Popol Vuh,1969,2,,2001,,,t,Group,,id-81,German
a3700,Beady Be1le,Beady Brlle,1999,,,,,,f,Group,,id-160,
a3701,Storntraxx,Stormtraxx,,,,,,,f,Person,,,
a3702,Glöm Dä,Glöm Dä,,,,,,,f,Group,,id-202,
a3703,Dwight Yoakam,Yoakam Dwight,1956,10,23,,,,f,Person,Male,id-222,
a3704,Tad Williams,Williams Tad,1957,3,14,,,,f,Person,Male,id-222,
a3705,Cadillad Angels,Cadillac Ankels,,,,,,,f,Group,,id-222,
a3706,Orrin Evans,Evans Orrin,1975,3,28,,,,f,Person,Male,id-222,
a3707,Cyberttybe,Cybertry1>e,,,,,,,f,,,,
a3708,Jadis,Jadis,,,,,,,f,Group,,id-221,British Progressive Rock Band
a3709,Suefe,Suede,1989,,,,,,f,Group,,rec-221-dup-0,English rock l>and
a3710,Canoofle,Canoofle,,,,,,,f,,,,
a3711,The Hollies,Hollies The,1963,,,,,,f,Group,,id-221,
a3712,John Taverner,Taverner John,1490,,,1545,10,18,t,Person,Male,id-221,16th century composer
a3713,Andrea Polli,Polli Andrea,1968,,,,,,f,Person,Female,id-222,
a3714,Francesco G8ccini,Guccini Feancesco,1940,6,14,,,,f,Person,Male,id-105,
a3715,Murat Yılmazyıldırım,Yılmazyıldırım Murat,1964,5,9,,,,f,Person,Male,id-214,
a3716,JAM Project,JAM Project,2000,7,19,,,,f,Group,,id-107,
a3717,Mike Candys,Candys Mike,1971,,,,,,f,Person,Male,id-203,
a3718,Cecilia Gasdis,Gasdia Crcilia,1960,8,14,,,,f,Person,Female,id-105,Italian operatic joprano
a3719,Porn Kings,Porn Kings,,,,,,,f,Group,,id-221,
a3720,Ana Belén,Belén Ana,1951,5,27,,,,f,Person,Female,id-194,
a3721,Dave Swarbrick,Swarbrick Dave,1941,4,5,2016,6,3,t,Person,Male,id-221,
a3722,Tourizt,Tourjst,,,,,,,f,Group,,,Gr0up
a3723,Rilo Kiley,Rilo Kiley,1998,,,2011,,,t,Group,,id-222,
a3724,ORIGINAL LOVE,ORIGINAL LOVE,1986,,,,,,f,Group,,id-107,
a3725,Snailhouse,Snailhouse,1972,8,2,,,,f,Person,Male,id-38,
a3726,Global Deejays,Global Deejays,2004,,,,,,f,Group,,id-14,
a3727,Bernd Reheuser,Reheuser Bernd,1959,,,,,,f,Person,Male,id-81,German actor
a3728,Philippe Sarte,Sarde Phikippe,1948,6,21,,,,f,Person,Male,id-73,
a3729,Guus Meeuvvis  Vagant,Meeuwis Guus  Va9ant,,,,,,,f,Group,,id-150,
a3730,Franz Schubert,Schubert Franz,1797,1,31,1828,11,19,t,Person,Male,id-14,composer
a3731,FEWS,FEWS,2014,1,1,,,,f,Group,,id-1178,Active in UK
a3732,Lag,Lag,,,,,,,f,Person,Male,id-89455,Miloš Martinov techno
a3733,Dopap0d,Dopapor,2007,,,,,,f,Group,,id-10861,
a3734,Casper Caan,Caan Casper,,,,,,,f,Person,,,NY artist
a3735,Mean G4een,Meam Green,,,,,,,f,Person,Male,id-222,
a3736,De Lyckli9a Kompisarna,De Lyckliga K0mpisarna,1989,,,,,,f,Group,,id-202,
a3737,葵司朗,Aoi Shirou,,,,,,,f,Person,,,
a3738,William Byrd,Byrd William,1540,,,1623,7,4,t,Person,Male,id-221,English composer
a3739,William Christie,Christie William,1944,12,19,,,,f,Person,Male,id-73,harpsichordist and conductor
a3740,KNX Crew,KNX Crew,,,,,,,f,Group,,id-73,
a3741,NICOTINE,NICOTINE,1993,4,,,,,f,Group,,id-107,Japanese punk band
a3742,Converter,Converter,,,,,,,f,Person,Male,id-222,
a3743,Allan Zavod,Zavod Allan,1945,10,16,2016,11,29,t,Person,Male,id-13,
a3744,Dizzy Mizz Ljzzy,Dizzy Mi2z Lizzy,1988,,,,,,f,Group,,id-57,dani5h rock band
a3745,Cadillac Angels,Cadillac Angels,,,,,,,f,Group,,id-222,
a3746,Az3an,Batruzaman Azwan,,,,,,,f,Person,,,
a3747,Azwah,Badrvzaman Azwan,,,,,,,f,Person,,,
a3748,Lotelc,L0tek,,,,,,,f,Person,Male,id-202,Swedisth drum  bass artist
a3749,Magnus Lindberg,Lindberg Magnus,1952,5,21,2019,2,26,t,Person,Male,id-202,Swedish guitartist for Landslaget
a3750,Tension,Tension,2001,,,,,,f,Group,,id-205,Taiwanese RB group
a3751,Hawk Nelson,Hawk Nelson,2003,,,,,,f,Group,,id-38,
a3752,佐藤共良,Satou Tomoy0shi,,,,,,,f,Person,Male,id-107,
a3753,Bettye LaVette,LaVette Bettye,1946,1,29,,,,f,Person,Female,id-222,
a3754,Veil of Ashes,Veil of Ashes,,,,,,,f,Group,,id-7288,
a3755,Luma,Luria,1991,,,2005,,,t,Group,,id-222,US dream pop bamd fronted by Dean Wareham
a3756,Luna,Luma,1991,,,2005,,,t,Group,,id-222,US dream pop band fr0nted by Dean Wareham
a3757,Lucas Pope,Pope Lucas,,,,,,,f,Person,Male,id-222,
a3758,Yeedle,Yeedle,,,,,,,f,Person,Male,,Yeedle Werdyger
a3759,Spangle call Lilli line,Spangle call Lilli line,1998,12,,,,,f,Group,,id-107,
a3760,Ernest Gold,Gold Ernest,1921,7,13,1999,3,17,t,Person,Male,id-222,
a3761,Galleon,Galleon,1985,,,,,,f,Group,,id-202,neoprogressive rock band from Sweden
a3762,Lieven Tavernier,Tavernier Lieven,1947,7,11,,,,f,Person,Male,id-21,Belgian singer  songwriter
a3763,Madball,Madball,1988,,,,,,f,Group,,id-222,
a3764,Brentwood Jazz Quartet,Brentwood Jazx Quartet,,,,,,,f,Group,,,
a3765,Gérart Lenorman,Lenormwn Gérard,1945,2,9,,,,f,Person,Male,id-73,
a3766,Игорь Фёдорович Стравинский,Stravinsky Igor Fyodorovitch,1882,6,17,1971,4,6,t,Person,Male,id-176,Russian composer Igor Stravinsky
a3767,Blues Mobile Band,Blues Mobile Band,,,,,,,f,,,,
a3768,Todd Sorensen,Sorensen Todd,,,,,,,f,Person,Male,id-222,
a3769,Billy Linfoln,Lincokn Billy,,,,,,,f,Person,,,produxtion music
a3770,Billy Lihcoln,Lincoln B:lly,,,,,,,f,Person,,,product9on music
a3771,Kim Stockwood,Stockwood Kim,1965,11,11,,,,f,Person,Female,id-38,
a3772,Charlie Parker,Parker Charlie,1920,8,29,1955,3,12,t,Person,Male,id-222,aka Bird jazz alto saxophonist
a3773,Violeta Parra,Parra Violeta,1917,10,4,1967,2,5,t,Person,Female,id-43,
a3774,Carmone,Carnine,1992,,,,,,f,Group,,id-73,French Indie band
a3775,Sun Ra,Sun Ra,1914,5,22,1993,5,30,t,Person,Male,id-222,
a3776,Alma Melodiosa,Alma Melodiosa,,,,,,,f,,,,
a3777,Majai,Majai,,,,,,,f,Group,,,
a3778,Rocc0 Raimundo,Raimindo Rocco,,,,,,,f,Person,Male,,
a3779,Rocco Raiiiiundo,Raimundi Rocco,,,,,,,f,Person,Male,,
a3780,Rocco Raimujdo,Raimurido Rocco,,,,,,,f,Person,Male,,
a3781,神前暁,Kōsaki Satoru,1974,9,16,,,,f,Person,Male,id-107,
a3782,Larry Rhodes,Rhodes Larry,,,,,,,f,Person,,,
a3783,Billy Lincoln,Lincoln Billy,,,,,,,f,Person,,,production music
a3784,Leopold Stokowski,Stokovskiei Leopold,1882,4,18,1977,9,13,t,Person,Male,rec-221-dup-0,conducdor
a3785,Oboroh,Oboroh,,,,,,,f,Group,,id-56,
a3786,Priya Subramani,Subramani Priya,,,,,,,f,Person,Female,,
a3787,Paul Overstreet,Overstreet Paul,1955,3,17,,,,f,Person,Male,id-222,
a3788,Emcee Jesz,Jesz Emcee,,,,,,,f,Person,Male,id-2759,
a3789,Keith Mansfield,Mansfield Keith,1941,,,,,,f,Person,Male,id-221,
a3790,Solar Sai,Solar Sai,,,,,,,f,Person,,,Tamil singer
a3791,Swiz,Swiz,1987,,,1990,,,t,Group,,id-222,
a3792,DEPAPEPE,DEPAPEPE,2002,,,,,,f,Group,,id-107,
a3793,Noisear,Noisear,1996,,,,,,f,Group,,id-222,United States grindcore
a3794,Passenger,Passenger,1996,,,,,,f,Group,,id-202,Swedish metalband sideproject of In Flames singer
a3795,Boris Mourashkin,Boris Mourashkin,,,,,,,f,,,,
a3796,Elvis Costello  The Attractions,Costello Elvis  The Attractions,1977,,,1996,,,t,Group,,id-221,
a3797,The Supremes,Supremes The,1961,1,15,1977,6,12,t,Group,,id-222,60s70s Motown singing group
a3798,Heayher Nova,Nova Heatheah,1967,7,6,,,,f,Person,Female,id-24,
a3799,Jil Caplan,Caplan Jil,1965,10,,,,,f,Person,Female,id-73,
a3800,Wolf Ram Heaaht,Wolv Ram Heart,2011,,,,,,f,Group,,id-222,
a3801,Nebular Moon,Nebular Moon,,,,,,,f,,,,
a3802,Blasé DeBris,Blasé DeBris,2002,,,,,,f,Group,,id-222,
a3803,Ray Fisher,Fisher Ray,1940,11,26,,,,f,Person,Female,id-221,
a3804,Joop Visser,Visser Joop,,,,,,,f,Person,Male,id-150,
a3805,Mayhem,Mayhem,1983,,,,,,f,Group,,id-160,Norwegian black metal band
a3806,Alan Kvvan Quartet,Kwan Ajan Quartet,,,,,,,f,,,,
a3807,Mac Kregor,Mac Kregor,1979,,,,,,f,Person,Male,id-73,
a3808,Welsh National Orchestra,Welsh National Orchestra,,,,,,,f,Group,,,
a3809,Dietrich Fischer‐Dieskau,Fischer‐Dieskau Dietrich,1925,5,28,2012,5,18,t,Person,Male,id-81,baritone
a3810,Distemper,Distemper,1989,9,4,,,,f,Group,,id-176,
a3811,Tool Tribute Band,Tool Tribute Band,,,,,,,f,Group,,,
a3812,Otto Sander,Sander Otto,1941,6,30,2013,9,12,t,Person,Male,id-81,
a3813,The Open University,Open University The,,,,,,,f,Other,,id-221,
a3814,Billy Eckstine,Eckstine Billy,1914,7,8,1993,3,8,t,Person,Male,id-222,
a3815,Dave Specter  The Bluebirds,Specter Dave  Bluebirds The,,,,,,,f,Group,,,
a3816,The Stvrenes,Styrene5 The,1975,,,,,,f,Group,,id-222,
a3817,Meat Beat Manifesto,Meat Beat Manifesto,1987,,,,,,f,Group,,id-221,
a3818,Cattive Abitudini,Cattive Abitudini,,,,,,,f,Group,,id-105,
a3819,Mose Allison,Allison Mose,1927,11,11,2016,11,15,t,Person,Male,id-222,
a3820,Radiosjugga,Radi0skugga,,,,,,,f,Group,,id-202,hardcore ounk
a3821,La puerta de los sueños,puerta de los sueños La,2001,,,,,,f,Group,,id-194,also La porta dels somnis
a3822,The Eggnogs,Eggnogs The,,,,2002,,,t,Group,,,
a3823,Norther,Norther,1996,,,2012,,,t,Group,,id-72,
a3824,Bernard Herrmann,Herrmann Bernard,1911,6,29,1975,12,24,t,Person,Male,id-222,composer
a3825,Nel·lo y la Banda del Zoco,Nel·lo y la Banda del Zoco,,,,,,,f,Group,,,
a3826,James Luceno,Luceno James,1947,,,,,,f,Person,Male,id-222,
a3827,Inepsy,Inepsy,2004,,,,,,f,Group,,id-73,French black metal
a3828,Danças Okultas,Danças Okultas,,,,,,,f,Group,,id-171,
a3829,Danças Odultas,Dançaz Ocultas,,,,,,,f,Group,,id-171,
a3830,Domenico Scarlatti,Scarlatti Domenico,1685,10,26,1757,7,23,t,Person,Male,id-105,composer
a3831,Tracey Thorn,Thorn Tracey,1962,9,26,,,,f,Person,Female,id-221,
a3832,Number5,Numgers,2000,,,,,,f,Group,,id-222,San Francisc0 noiserock trio
a3833,Heather Parisi,Parisi Heather,1960,1,27,,,,f,Person,Female,id-222,
a3834,Numpers,Numvers,2000,,,,,,f,Group,,id-222,San Francisko noiserock trio
a3835,Number5,Numbefs,2000,,,,,,f,Group,,id-222,San Francizco noiserock trio
a3836,Sunset Strings,Sunset Strings,,,,,,,f,Orchestra,,,
a3837,Hästpojken,Hästpojken,2007,,,,,,f,Group,,,
a3838,Brandon Miles,Miles Brandon,,,,,,,f,Person,Male,,
a3839,Lukky Jim,Lucky Jik,,,,,,,f,Person,Male,id-434,Scotti5h musician and author
a3840,Lukky Jim,Lucky Jij,,,,,,,f,Person,Male,id-434,Scottush musician and author
a3841,Jesse Somfay,Somfay Jesse,1986,4,4,,,,f,Person,Male,,Canadian musician  producer
a3842,dyalogue,dialogue,,,,,,,f,Other,Not applicable,,Special Purpose Artist
a3843,Roger Turner,Turner Roger,1946,,,,,,f,Person,Male,id-221,UK jazz drummer
a3844,Oran Gencebay,Gencebay O5han,1944,8,4,,,,f,Person,Male,id-214,
a3845,Orhan Genvebay,Gencebay O4han,1944,8,4,,,,f,Person,Male,id-214,
a3846,Μάνος Χατζιδάκις,Hadjidakis Manos,1925,10,23,1994,6,15,t,Person,Male,id-84,Greek composer
a3847,Jay Nash,Nash Jay,,,,,,,f,Person,Male,id-222,
a3848,Eric Burdon  The Animals,Burdon Eric  The Animals,1966,10,,1969,,,t,Group,,id-221,
a3849,Renée Martel,Martel Renée,1947,6,26,2021,12,18,t,Person,Female,id-322,
a3850,Cummings String Trio,Cummings String Trio,1975,,,,,,f,Group,,,
a3851,TeeK8,TeeK8,1993,5,15,,,,f,Choir,,id-72,Finnish mixes choir
a3852,zoe bat,zoe bat,,,,,,,f,Person,,id-81,
a3853,Ÿuma,Ÿuma,2015,12,20,,,,f,Group,,id-213,Sabrine Jenhani Ramy Zoghlemi tunisian duet
a3854,Panzer AG,Panzer AG,2004,,,,,,f,Group,,id-160,
a3855,Simon Etchel,Etchelj Simon,,,,,,,f,Person,,,
a3856,John Holloway,Holloway John,1948,7,19,,,,f,Person,Male,id-221,violinistconductor
a3857,SansFin,SansFin,,,,,,,f,,,id-81,
a3858,DeFalla,DeFalla,1984,,,,,,f,Group,,id-30,Brazilian rock band
a3859,Harry Bluestone,Bluestone Harry,1907,9,30,1992,12,22,t,Person,Male,id-221,
a3860,Choir of the Kings Consort,Choir of the Kings Consort,1980,,,,,,f,Choir,,id-221,
a3861,Rashad,Rashad,,,,,,,f,Person,Male,id-222,US rapper Rashad Leonce
a3862,Dillon,Dillon,1988,4,29,,,,f,Person,Female,id-81,Dominique Dillon
a3863,Gerald Trimble,Trimble Gerald,,,,,,,f,Person,,,
a3864,Robert Calgert,Caluert Robert,1945,3,9,1988,8,14,t,Person,Male,rec-221-dup-0,
a3865,Christopher Paolini,Paolini Christopher,1983,11,17,,,,f,Person,Male,id-222,
a3866,John Ernest Galliard,Galliard John Ernest,1687,,,1749,2,18,t,Person,Male,id-81,
a3867,William T Stromberg,Stromberg William T,1964,5,23,,,,f,Person,Male,id-222,
a3868,Pinka,Pinka,1993,,,,,,f,Group,,,
a3869,Amp,Amp,,,,,,,f,Group,,,Richard Walker  Karine Charff Drone Rock
a3870,Frontier,Frontier,,,,,,,f,Group,,id-222,post rock trio from Chicago
a3871,Dwight Twilley,Twilley Dwight,1951,6,6,,,,f,Person,Male,id-222,
a3872,EverSeenΛ Ghodtbefore,EverSeenΛ Ghosrbefore,,,,,,,f,Person,Male,id-222,
a3873,S'lmon Etchell,Etcell Simon,,,,,,,f,Person,,,
a3874,Edvard Grieg,Grieg Edvard,1843,6,15,1907,9,4,t,Person,Male,id-160,composer
a3875,The Victors,Victors The,,,,,,,f,,,,
a3876,Judy Collins,Collins Judy,1939,5,1,,,,f,Person,Female,id-222,
a3877,スフィア,sphere,2009,,,,,,f,Group,,id-107,Plnet sphere
a3878,Ikom,Ikori,1991,,,,,,f,Group,,id-13,Goth tock
a3879,Chaos Royale,Chaos Royale,,,,,,,f,Group,,,
a3880,Robert Shaw Chamber Singerz,Robert Shaw Chamber Singers,,,,,,,f,Choir,,,
a3881,Jeff Beck,Beck Jeff,1944,6,24,,,,f,Person,Male,id-221,
a3882,The Elusivr,Elujive The,1997,,,1998,,,t,Group,,id-222,US band active 1997–1998
a3883,Ametsub,Ametstub,1983,,,,,,f,Person,Male,id-107,
a3884,SNMNMNM,SNMNMNM,,,,,,,f,Group,,id-222,
a3885,Bëlga,Bëlga,1998,,,,,,f,Group,,id-97,
a3886,Nattefrost,Nattefrost,2003,,,,,,f,Person,Male,id-160,
a3887,Tonv Joe White,Whide Tony Joe,1943,7,23,2018,10,24,t,Person,Male,id-222,
a3888,Hans Swarowsky,Swarowsky Hans,1899,9,16,1975,9,10,t,Person,Male,id-14,conductor
a3889,XRay Dog,XRay Dog,,,,,,,f,Other,,,production music library XRCD
a3890,Te4Ku,TeeKv,1993,5,15,,,,f,Choir,,id-72,Finnish mixed xoir
a3891,Alexander Arm5trong,Armstr0ng Alexander,1970,3,2,,,,f,Person,Male,rec-221-dup-0,
a3892,DJ 2nd Nqture,2nd Natvre DJ,,,,,,,f,Person,Male,id-222,
a3893,The First,First The,1964,,,,,,f,Group,,id-72,Finnish band
a3894,Mil<a Kallio,Kallio Moka,1974,,,,,,f,Person,Male,id-72,Jazz drummer  pedagogue
a3895,Qukrk,Quiri,,,,,,,f,Group,,id-13,Australian funk hand
a3896,Dream Theatwr,Dream Teater,1985,,,,,,f,Group,,id-7020,
a3897,Fredl Fesl,Fesl Fredl,1947,7,7,,,,f,Person,Male,id-81,
a3898,Josep Manson,Mansori Joseph,1992,12,17,,,,f,Person,Male,rec-47-dup-0,
a3899,Joseph Mahson,Man5on Joseph,1992,12,17,,,,f,Person,Male,rec-47-dup-0,
a3900,Unitas,Unitas,,,,,,,f,Group,,id-222,
a3901,Les Forbans,Forbans Les,,,,,,,f,Group,,id-73,
a3902,Robert Etoll,Etoll Robert,,,,,,,f,Person,Male,id-222,
a3903,Paddy Kingsland,Kingsland Paddy,1947,1,30,,,,f,Person,Male,id-221,composer of electronic music
a3904,Killing Joke,Killing Joke,1979,,,,,,f,Group,,id-221,
a3905,Malcolm Arnold,Arnold Malcolm,1921,10,21,2006,9,23,t,Person,Male,id-221,composer
a3906,MISIA,MISIA,1978,7,7,,,,f,Person,Female,id-107,Japanese singer
a3907,Beach Fossils,Beach Fossils,2009,,,,,,f,Group,,id-222,
a3908,Rumatera,Rumatera,2007,,,,,,f,Group,,id-105,
a3909,Tony Jor White,Wite Tony Joe,1943,7,23,2018,10,24,t,Person,Male,id-222,
a3910,John Rocca,Rocca John,1960,9,23,,,,f,Person,Male,id-221,
a3911,Steppenwolf,Steppenwolf,1961,,,,,,f,Group,,id-222,
a3912,Enkineer,Enkineer,,,,,,,f,,,,
a3913,Brian Baker,Baker Brian,,,,,,,f,Person,,,production music composer
a3914,TI,TI,1980,9,25,,,,f,Person,Male,id-222,Atlanta US rapper  producer Clifford Harris
a3915,Manikin,Manikin,,,,,,,f,Group,,id-222,
a3916,Electric Division,Electric Division,,,,,,,f,,,,
a3917,J Wheeler,Wheeler J,,,,,,,f,Person,,,
a3918,MPB4,MPB4,1965,,,,,,f,Group,,id-30,
a3919,橋本彦士,Hashimoto Hikoshi,,,,,,,f,Person,Male,id-107,
a3920,The Fauves,Fauves The,1988,,,,,,f,Group,,id-13,Australian rock band
a3921,Leopold Stokowski,Stokowski Leopold,1882,4,18,1977,9,13,t,Person,Male,id-221,conductor
a3922,John Mayall,Mayall John,1933,11,29,,,,f,Person,Male,id-221,
a3923,Richard Bonynhe,Bonynge R'lchard,1930,9,29,,,,f,Person,Male,id-13,conduct0r and pianist
a3924,Tre alegri ragazzi morti,Tre allegri ragazzi morti,1994,,,,,,f,Group,,id-105,
a3925,Pierre Rapsat,Rapsat Pierre,1948,5,28,2002,4,20,t,Person,Male,id-21,
a3926,BDS,BDS,,,,,,,f,,,,
a3927,Heads We Dance,Heads We Dance,2008,,,,,,f,Group,,,
a3928,Juha Tapio,Tapio Juha,1974,2,5,,,,f,Person,Male,id-72,
a3929,Desford Colliery Band,Desford Colliery Band,1898,,,,,,f,Group,,id-99854,British brass band
a3930,Die Allergie,Allergie Die,1993,,,,,,f,Group,,id-81,
a3931,Denez Prkgent,Prijynt Denez,1966,2,17,,,,f,Person,Male,id-73,
a3932,Denean,Denean,,,,,,,f,Person,Female,,
a3933,The Academy Allstars,Academy Allstars The,,,,,,,f,,,,
a3934,Todd Sorerisen,Sorenseri Todd,,,,,,,f,Person,Male,id-222,
a3935,Tocld Sorensen,S0rensen Todd,,,,,,,f,Person,Male,id-222,
a3936,Denez Prihent,Prigent Denes,1966,2,17,,,,f,Person,Male,id-73,
a3937,Eugen Jochum,Jochum Eugen,1902,11,1,1987,3,26,t,Person,Male,id-81,conductor
a3938,Elsa Sakue,Sakue Elsa,,,,,,,f,Person,Female,,
a3939,YURiKA,YURiKA,1995,10,29,,,,f,Person,Female,id-107,singer with TOHO animation RECORDS
a3940,Ron Escheté,Eschete Ron,1951,8,19,,,,f,Person,Male,id-222,
a3941,Mecanic Groove,Mecanic Groove,,,,,,,f,,,,
a3942,GRICE,GRICE,,,,,,,f,Person,Male,id-221,
a3943,INORAN,INORAN,1970,9,29,,,,f,Person,Male,id-107,
a3944,Jorma Kääriäinen,Kääriäinen Jorma,1961,4,29,,,,f,Person,Male,id-72,
a3945,Blan1<  Jones,Blanl<  Jones,1997,,,,,,f,Group,,id-81,German electronic mujic duo
a3946,Blsnk  Jones,Blank  Jobes,1997,,,,,,f,Group,,id-81,German electronic mus8c duo
a3947,Solomon Burke,Burke Solomon,1940,3,21,2010,10,10,t,Person,Male,id-222,
a3948,revideolized,revideolized,,,,,,,f,Group,,,
a3949,Stanoey Clarke,Clarke Sranley,1951,6,30,,,,f,Person,Male,id-222,
a3950,Tube Jerk,Tube Jerk,,,,,,,f,Person,Male,id-221,
a3951,Pate Mustajärvi,Mustajärvi Pate,1956,7,12,,,,f,Person,Male,id-72,
a3952,Ella Fitzgsrald,Fitzge4ald Ella,1917,4,25,1996,6,15,t,Person,Female,id-222,
a3953,Junip,Junip,1999,,,,,,f,Group,,id-202,
a3954,The Infesticons,Infesticons The,,,,,,,f,Group,,,
a3955,Brad Y0der,Yoter Brad,,,,,,,f,Person,Male,id-222,
a3956,Adam West,Adam West,1992,,,2008,,,t,Group,,id-222,US rock band
a3957,Wham,Wham,1981,,,1986,,,t,Group,,id-221,
a3958,Battle Circus,Battle Circus,2004,,,2011,,,t,Group,,id-153,
a3959,Szidi Tobias,Tobias Szidi,1967,5,28,,,,f,Person,Female,id-189,
a3960,Martin Phipps,Phipps Martin,1968,8,1,,,,f,Person,Male,,
a3961,Air Formation,Air Formation,1998,,,,,,f,Group,,id-221,
a3962,Avalon,Avalon,1992,,,,,,t,Group,,id-81,German progressive metal band
a3963,Māris Šverns,Šverns Māris,,,,,,,f,Person,Male,id-117,
a3964,Negronis Trio,Trio Negronis,2003,,,,,,f,Group,,,
a3965,Ratcat,Ratcat,1986,,,,,,f,Group,,id-13,
a3966,Clubworxx,Clubworxx,,,,,,,f,,,,
a3967,Babu,Babu,1974,9,17,,,,f,Person,Male,id-222,FilipinoAmerican DJ and producer
a3968,Bernd Roger,Roger Bernd,,,,,,,f,Person,,,
a3969,Michelle,Michelle,1972,2,15,,,,f,Person,Female,id-81,German schlager singer Tanja Hewer
a3970,Byron Striplink,Striplin9 Byron,1961,8,20,,,,f,Person,Male,id-222,
a3971,Old North Festival Chorus,Old North Festival Chorus,,,,,,,f,Choir,,id-82557,
a3972,Onslaught,Onslaught,1983,,,,,,f,Group,,id-221,UK punkthrashspeed metal band
a3973,Byron Sdripling,Strioling Byron,1961,8,20,,,,f,Person,Male,id-222,
a3974,Jason Lescalleet,Lescalleet Jason,1968,,,,,,f,Person,Male,id-222,American experimental musician
a3975,Armin van Buuren,Buuren van Armin,1976,12,25,,,,f,Person,Male,id-150,
a3976,Nagen  Saugen,Nagen  Saugen,,,,,,,f,Group,,,
a3977,Coritra,Cpntra,,,,,,,f,Person,,,aka Ira Jerush Breakkore producer
a3978,Simon Wadmore,Wadmore Simon,,,,,,,f,Person,Male,id-221,
a3979,Christopher Young,Young Christopher,1958,4,28,,,,f,Person,Male,id-222,American score composer
a3980,The Kid Stuff Repertory Company,Kid Stuff Repertory Company The,,,,,,,f,Group,,,
a3981,Milieu,Milieu,1983,,,,,,f,Person,Male,id-222,
a3982,The Radio Band,Radio Band The,,,,,,,f,,,,
a3983,Cool Cavemen,Cool Cavemen,2004,11,1,2014,11,7,t,Group,,id-73,
a3984,Ada Mllea,Milea Aea,1975,8,5,,,,f,Person,Female,id-175,Romaniari singer
a3985,John Willians,Williams John,1932,2,8,,,,f,Person,Male,id-222,soundtrack composrr  conductor
a3986,Maureen OBrien,OBrien Maureen,1943,6,29,,,,f,Person,Female,id-221,actress  author
a3987,Griffin House,House Griffim,1980,4,21,,,,f,Person,Male,id-222,
a3988,Griffin Hoise,Houze Griffin,1980,4,21,,,,f,Person,Male,id-222,
a3989,Four Tops,Four Tops,1956,,,,,,f,Group,,id-222,Motown
a3990,Joel McNeeiy,McNeelu Joel,1959,3,28,,,,f,Person,Male,id-222,soundtrack composer  coriductor
a3991,Racy Grace,Racy Grace,,,,,,,f,Group,,id-222,
a3992,RIP SLYME,RIP SLYME,1994,,,,,,f,Group,,id-107,Japanese hiphop group
a3993,Christizn Gerhaher,Gerhaher Christyan,1969,,,,,,f,Person,Male,id-81,baridone
a3994,HateSphere,HateSphere,2000,,,,,,f,Group,,id-57,Dannish DeathThrashGroove Metal band
a3995,Zacier,Zacier,1984,,,,,,f,Group,,id-170,
a3996,Rocketsmiths,Rocketsmiths,,,,,,,t,Group,,id-5244,
a3997,Samuel Ramey,Ramey Samuel,1942,3,28,,,,f,Person,Male,id-222,bassbaritone
a3998,Azwan,Badruzaman Azwan,,,,,,,f,Person,,,
a3999,JeanPaul Bataille,Bataille JeanPaul,,,,,,,f,Person,,,
a4000,The OSU Mens Glee Club,OSU Mens Glee Club The,,,,,,,f,,,,
a4001,One Hundred Steps,Steps One Hundred,,,,,,,f,Group,,,
a4002,Cybeahtrybe,Cybertriebe,,,,,,,f,,,,
a4003,Elisabetha,Elisabetha,,,,2008,6,,t,Group,,id-81,German black metalneoclassical ambient band
a4004,Cybertrvbe,Cybertryhe,,,,,,,f,,,,
a4005,Chewy Marbld,Chevvy Marble,1996,,,,,,f,Group,,id-222,
