track,recording,medium,position,number,name,length,is_data_track
id-11818217,id-13231078,id-1134464,2,2,Distance,142000.0,f
id-5194745,id-6349218,id-308534,3,3,Damnesia,268226.0,f
id-24399150,id-21940569,id-2242384,15,15,Kaffeekantate BWV 211 Rezitativ B S Wenn du mir nicht den Kaffee läßt  Arie B Mädchen die von harten Sinnen,244533.0,f
id-34277515,id-29114006,id-3259628,9,9,I Heard It Through the Grapevine,293400.0,f
rec-1404367-dup-2,rec-1658187-dup-0,id-893019,5,5,Audiv: vocem de caelo,255667.0,f
rec-10363509-dup-2,id-11935184,id-785400,1,1,Ich atme ein ich atme aust,254000.0,f
id-13308457,id-14026640,id-1227413,5,5,Little Guys,,f
rec-10363509-dup-0,id-11935184,id-785400,1,1,Ich atme in ich atme aus,254000.0,f
id-2398377,id-2868531,id-13139,3,3,Boccia remixed by Pyrolator,362666.0,f
rec-7857162-dup-0,id-9222652,id-525327,7,7,Bel Dem Slags,179946.0,f
rec-9366519-dup-0,id-10844020,id-682594,9,9,Spase Media,206000.0,f
id-32671973,id-27950291,id-3084225,11,11,Giraffe Hunt,694736.0,f
rec-9366519-dup-2,id-10844020,id-682594,9,9,Spake Media,206000.0,f
rec-14329745-dup-0,rec-14664710-dup-0,id-1297921,4,4,Psalm 3 O Seigneur q7e de gents SwWV 31,169000.0,f
id-7664538,id-9017782,id-502540,10,10,Unholy Sky,160000.0,f
id-24481427,id-21999317,id-2250439,10,10,The Bishops Handkerchief 5,136000.0,f
id-3892785,id-4740185,id-964868,2,2,Private Meeting,127093.0,f
rec-8514586-dup-0,id-9937078,rec-602579-dup-0,2,2,Hardcore Like Bob Sdorer,258000.0,f
rec-9227718-dup-0,id-10698143,rec-672196-dup-0,7,7,Chytila jsem na pasece notýlka,,f
rec-7892965-dup-1,id-9261100,id-529505,2,2,A SmoOOth Oje,199000.0,f
rec-7892965-dup-0,id-9261100,id-529505,2,2,A SnoOOth One,199000.0,f
id-10221535,id-11777918,id-769587,2,2,Come Home,259000.0,f
id-6092071,id-7324110,id-865005,30,30,Bill  Teds Excellent Adventure Austria 1805,509000.0,f
id-9601667,id-11091692,id-839370,3,3,Outcast,229880.0,f
id-10743794,id-12355208,id-827925,5,5,Scissors Paper Stone,429000.0,f
id-27526074,id-24220030,id-2552504,6,6,I Can Feel It,146000.0,f
id-12841814,id-9018405,id-883970,10,10,Good Mornin Little Schoolgirl,208133.0,f
id-12647442,id-8165904,id-407639,7,B1,The Very Thought of You,162000.0,f
rec-34293215-dup-0,rec-29126261-dup-0,id-3261558,13,13,Big Boy Bluez,,f
rec-7750594-dup-0,id-9110775,id-512746,12,12,Putle of Sex,279000.0,f
id-6874357,id-8167173,id-407763,8,8,Finn,137000.0,f
rec-1725136-dup-1,rec-2049071-dup-0,id-36504,19,19,jilence,8946.0,f
id-6999663,id-8302904,id-424209,7,7,Alright,272000.0,f
id-9683201,id-11180297,id-706566,13,13,Tastbaar strijkersversie,203000.0,f
id-4646696,id-5733016,id-138059,6,6,Looking East,278893.0,f
rec-8391654-dup-1,id-9803182,id-588222,11,11,Therapv Room,318000.0,f
rec-8391654-dup-0,id-9803182,id-588222,11,11,Terapy Room,318000.0,f
rec-9475106-dup-2,id-10957859,id-690675,32,32,Satvh,29000.0,f
id-7688928,id-9043535,id-609601,1,1,Longa Riad,174240.0,f
rec-4297790-dup-0,id-5291267,id-99440,13,13,Empire lf Crime,121000.0,f
id-12528359,id-13642316,id-1184208,12,12,Mille Anni Passi Sunt,404000.0,f
id-13166303,id-13945822,id-1218182,9,9,Meanwhile in Afghanistan,231000.0,f
id-34302167,id-11391563,id-3262564,6,K6,Never Again,,f
id-5898925,id-7113236,id-687326,12,12,Quand un homme devient fou,370000.0,f
id-18006,id-28377,id-805777,7,7,Calm Me Down Second Single,145000.0,f
id-4053590,id-4950841,id-970587,5,5,Ornithology A,267666.0,f
id-10384202,id-11957296,id-65571,25,25,Midnight on a Full Moon,114000.0,f
id-6179852,id-7418159,id-871186,54,54,Macešky,129000.0,f
id-4820797,id-5931070,id-161587,4,4,No Other Girl,157920.0,f
id-28917528,id-25252646,id-2692126,38,38,Logan Closes His Eyes,39000.0,f
id-27538846,id-24229709,id-2553801,6,6,No 7,338483.0,f
id-10024920,id-11560906,id-748844,2,2,Concerto for Soprano Saxophone and Orchestra,1108000.0,f
id-38120538,id-31868119,id-3704201,9,9,Boys wish,67000.0,f
id-12695722,id-13569467,id-1174275,18,18,Beautiful Day Ced Tecknoboy Bootleg mix edit,210000.0,f
id-12131845,id-13431437,id-1157905,3,3,茶の湯,1626520.0,f
id-1569956,id-1854390,id-5079,2,2,Soldier of Love live,174160.0,f
rec-11372138-dup-2,id-12929388,rec-1100275-dup-0,10,10,The Beautiful Peop|e,,f
rec-4120248-dup-0,id-5043761,id-84581,2,2,F0ur,350320.0,f
id-35851541,id-30259604,id-3437382,4,4,Natural Brilliance Produced by Primate,228980.0,f
id-4406235,id-5429711,id-1121546,2,2,rise,329066.0,f
rec-8011500-dup-0,rec-9388499-dup-0,rec-542998-dup-0,8,8,Zillertaler Hochze8tsmarsch,199000.0,f
rec-8011500-dup-1,rec-9388499-dup-0,rec-542998-dup-0,8,8,Zillertaler Hochtseitsmarsch,199000.0,f
id-5098192,id-6244400,id-841128,2,2,The Dead Flag Blues,,f
rec-30705524-dup-1,rec-26562314-dup-0,id-2871059,11,11,Pale Hirse,,f
id-10526391,id-12112715,id-859767,7,7,Track 07,182000.0,f
id-9212302,id-10682136,id-670493,2,2,Air,163000.0,f
rec-30708722-dup-0,id-26564302,id-2871381,11,11,3AM in a klosed bar,567000.0,f
id-2706308,id-3249900,id-970185,11,11,Do the Dog,183880.0,f
id-15310823,id-15236858,id-1368229,5,5,Gemini Concerto V Vienna Polytonal Polka and Wiener Wein Waltz,389000.0,f
rec-3333139-dup-0,id-4028364,rec-267847-dup-0,14,14,Gettin9 Light,64306.0,f
id-9020709,id-10475136,id-647918,13,13,Abenteuer Schnitzeljagd 06,62213.0,f
id-5890059,id-7104111,id-287660,4,4,Un garçon ordinaire,,f
id-7828709,id-9192409,id-713116,11,11,Youve Got to Have Freedom Patchworks remix,350000.0,f
id-37752213,id-31608662,id-3660172,8,B4,Supper Time,,f
id-9540657,id-11026605,id-694739,57,57,Lovers Dub b,60000.0,f
id-15896180,id-15681347,id-1423182,1,A,NATO,223000.0,f
id-317127,id-590230,id-622523,6,6,Pieces of Ten Chandru mix,319800.0,f
id-1035574,id-1206068,id-172257,2,2,Olmasa Mektubun,214466.0,f
id-2054606,id-2450161,id-910667,2,2,Tell Me Tell Me,238226.0,f
id-14325976,id-14662674,id-1297638,3,3,CMon CMon,195000.0,f
id-9569108,id-11056533,id-695573,79,79,Entity,5000.0,f
id-25394571,id-1228563,id-2341157,8,8,Vickie and Mr Valves,149066.0,f
rec-9352922-dup-0,rec-10829698-dup-1,rec-868838-dup-0,7,7,Rzuć są Johny,92000.0,f
id-34293215,id-29126261,id-3261558,13,13,Big Boy Blues,,f
id-8662883,id-10093079,id-611857,1,1,Mother Earth a,195000.0,f
id-23105227,id-21004326,id-2113960,4,4,Mute City FZero,228712.0,f
rec-3030435-dup-1,id-3650587,id-70454,4,4,Universal Fumeral,164200.0,f
id-2324783,id-2778708,id-384948,5,5,Беги за солнцем,371840.0,f
rec-10848443-dup-0,rec-12471405-dup-0,id-1047997,7,7,Titi Rose au cœvr,218000.0,f
id-13876462,id-14368317,id-1265623,6,6,Avocja,391826.0,f
rec-5696175-dup-1,id-7209558,rec-263551-dup-0,5,5,It Wasnt Said to Awk,257000.0,f
rec-2756063-dup-2,rec-3310818-dup-0,id-634782,11,11,New Tenptation,204760.0,f
id-15905093,id-15688510,id-1424043,17,17,We Close Our Eyes,221066.0,f
rec-2756063-dup-0,rec-3310818-dup-0,id-634782,11,11,New Tempdation,204760.0,f
id-11372138,id-12929388,id-1100275,10,10,The Beautiful People,,f
rec-12127125-dup-0,id-13428722,id-1157593,10,10,Solang da drobn dle Sonne lacht,175000.0,f
id-5470407,id-6653804,id-682653,4,4,Haul Away,208960.0,f
id-14070219,id-2495591,id-10309,34,34,Apple Glazed Vase II,81760.0,f
rec-1292648-dup-2,id-1526514,id-890609,4,4,Backyarcl Jam,267786.0,f
id-709018,id-794924,id-234,6,6,Floating City,307400.0,f
id-3539177,id-4292254,id-51062,4,4,Dada Da Ching,337733.0,f
rec-7912360-dup-1,id-9282116,id-531712,1,1,Homegrowm,405000.0,f
id-4553178,id-5626322,id-127097,3,3,Za ideałem niedoścignionym,,f
id-6895900,id-8191559,id-410609,16,16,Understandable Smooth,248000.0,f
id-2402064,id-2873000,id-641855,5,5,Nikolaus und Weihnachtsmann,172866.0,f
rec-10848443-dup-1,rec-12471405-dup-0,id-1047997,7,7,Titi Roxe au cœur,218000.0,f
id-4654570,id-5741516,id-718716,1,A1,Introduction,55000.0,f
id-6043284,id-7271714,id-305725,15,15,Sing Sing Sing With a Swing,720040.0,f
id-25386172,id-22641945,id-2340221,10,10,Papertown,189027.0,f
rec-38698369-dup-0,id-32287528,id-3770211,19,19,Saint Louis Biues,247000.0,f
rec-4105208-dup-1,id-5022911,id-83383,16,16,Lullaby of thr Leaves,120626.0,f
rec-950745-dup-0,id-1109806,rec-395564-dup-0,3,3,Fai5h,86293.0,f
rec-393576-dup-1,id-342468,id-34023,9,9,Word5,355840.0,f
rec-393576-dup-0,id-342468,id-34023,9,9,Wores,355840.0,f
id-1587830,id-1874943,id-162464,3,3,District 6,310573.0,f
id-9311463,id-10786498,id-678169,2,2,うつし絵,323000.0,f
rec-8020861-dup-0,rec-9398314-dup-0,rec-544213-dup-0,1,1,New Yoahk Airport original mix,537000.0,f
rec-4205260-dup-0,rec-5169373-dup-2,id-94400,9,9,Lizarf Point,239173.0,f
id-10746234,id-12357843,id-828328,12,12,silence,6000.0,f
id-436654,id-501570,id-197168,9,9,Misery and Harmony,140240.0,f
rec-2591042-dup-0,id-3109332,rec-257533-dup-0,7,7,Dead Eye5,248706.0,f
rec-2591042-dup-1,id-3109332,rec-257533-dup-0,7,7,Dead Eues,248706.0,f
id-27609191,id-24284018,id-2560989,8,8,Liebe Liebe,181986.0,f
id-1237796,id-1463724,id-889783,10,10,Tarde Em Itapoã,222026.0,f
id-8971550,id-10421982,id-643749,12,12,Rose of the Rio Grande LeslieWarrenGorman,145906.0,f
rec-9176540-dup-0,id-10643493,id-696148,4,4,La Vieiole Femme et la Chandel,763000.0,f
id-5401844,id-6578968,id-229426,1,1,Mindware,362000.0,f
id-9251669,id-10722873,id-673805,2,2,The Witchs Dance,481466.0,f
id-8662649,id-10092833,id-611837,37,37,Electric Logo 8,15000.0,f
id-5987976,id-7211945,id-299338,11,11,Marathon,334026.0,f
id-2947137,id-3546356,id-28179,10,10,Farewell,237306.0,f
id-7085082,id-8395062,id-434299,4,4,Aria of Chinese Tea,740000.0,f
id-32718974,id-1720844,id-3089314,1,1,Take Me Down,189626.0,f
id-6995556,id-8298697,id-423736,1,1,data track,2101000.0,f
id-7978894,id-9353739,id-1039814,10,10,Miranda,251600.0,f
id-8317819,id-9724114,id-580174,1,1,Yöjuttu akustinen live 2005,274626.0,f
id-12711651,id-12388186,id-848059,2,2,no title,203000.0,f
id-1038499,id-1213638,id-312428,5,5,Verkündigung,482933.0,f
rec-6659011-dup-0,id-7936564,id-378572,7,7,Ce qui trouble les hommes ce ne s0nt pas les choses mais,46546.0,f
id-12401399,id-2867892,id-159263,2,2,Rytsari Vremeni,309986.0,f
id-12950411,id-13819359,id-1205625,5,5,In the Name of Love Cheese mix,306000.0,f
id-3936262,id-4795343,id-69819,19,19,Always on my mind,,f
id-27618056,id-24291298,id-2561921,13,13,Last Communication,256000.0,f
id-5138381,id-6288504,id-994064,16,16,Blast Up 3rd Ave,87000.0,f
rec-4789055-dup-0,id-5893993,id-156991,3,3,Unujual Calls,143666.0,f
id-10044027,id-11581261,id-750130,12,12,La det aldri skje igjen,230880.0,f
id-10998573,id-10417094,id-1064009,2,2,Bring It On Rusko remix,,f
id-1644211,id-1940768,id-935073,5,5,Vioolconcert in D Op 35 III Finale Allegro vivacissimo,615493.0,f
id-10190114,id-11742573,id-765668,9,9,Idomeneo K 366 Zeffiretti lusinghieri Ei stesso vien oh Dei Ilia,362666.0,f
rec-7958313-dup-2,rec-9331480-dup-0,id-536653,16,16,Firigers,252373.0,f
id-4219221,id-5188178,id-93195,13,13,Finale,266146.0,f
id-13893209,id-14374287,id-1266303,6,6,Le Canon des sourds,171000.0,f
rec-5222806-dup-2,id-6381733,id-210552,1,1,Under the Capricorn Smy Part I,440000.0,f
id-8077202,id-9457875,id-550123,11,11,Zbawienie,321266.0,f
rec-3059093-dup-0,rec-3686357-dup-0,id-937097,6,6,untitked,122974.0,f
id-12874527,id-13786948,id-1201527,7,7,Strácanie,231000.0,f
id-10990931,id-12598190,id-1063536,8,8,Just One More Day,243000.0,f
id-184363,id-224170,id-261573,9,9,Im Not Afraid to Love You,193640.0,f
id-9733929,id-11235861,id-713019,6,6,Tsukubai Part VI,254000.0,f
id-12727301,id-11273323,id-717665,1,A,Fuse,468000.0,f
id-6178247,id-7416476,id-319609,3,3,SO LONGLive Version,,f
rec-3394963-dup-0,id-4107217,id-160075,2,2,Ynklinga Saga To Odin We Call,432266.0,f
rec-8365729-dup-1,rec-9775514-dup-0,id-1027176,2,2,Yong Devil,225000.0,f
id-6494499,id-7760190,id-359215,2,2,Returning,402000.0,f
id-6314515,id-7563571,id-339150,22,22,Biblical Sonata No 4 Hezekiah Dying and Restored to Health 2 Kings 20 II His Confidence in God,94066.0,f
id-10859528,id-12481333,id-1049250,17,17,20010817,,f
id-18779345,id-17863890,id-1700329,1,1,Come On People,395266.0,f
id-34983,id-47615,id-51070,7,7,Più delle valchirie,141000.0,f
id-13753640,id-14286597,id-1257406,5,5,Cruzando fronteras,,f
id-30704967,id-16396417,id-2871015,13,B7,Heaven,73000.0,f
rec-2125216-dup-1,id-2534640,id-913450,4,4,La Fiesya,445200.0,f
id-2790603,id-3352553,id-63472,4,4,Goodbye For Now,368826.0,f
id-8641629,id-10070971,id-610748,85,85,Golden Days a 10,10000.0,f
rec-32695041-dup-0,id-27965988,id-3086694,3,3,Contact Hi9h,149000.0,f
id-16589032,id-16208157,id-1488838,5,5,Dance Dance Dance vocal overdub,137000.0,f
id-6943531,id-8242414,id-417130,13,13,Bring Me Back Morels club mix,387000.0,f
rec-8279753-dup-2,id-9682426,id-880633,9,9,Rojalia,168000.0,f
id-15923282,id-6009204,id-1425684,3,3,Nemoj,228946.0,f
id-5828770,id-7039731,id-953389,8,8,Dear John,244000.0,f
id-13230965,id-13981634,id-1222340,7,B4,Saturday Night Sweet in Movements Garretts Theme Part 2,184000.0,f
id-1763413,id-2097260,id-307861,8,8,Praying in Fire,428440.0,f
id-8754927,id-10189331,id-619704,9,9,Scream  Scream Again,126000.0,f
id-38672820,id-32269124,id-3767096,16,B8,Le Temps du tango,185000.0,f
rec-9775234-dup-0,id-11281031,id-718670,8,8,Pod oplakom,253000.0,f
id-11741666,id-9074456,id-1037298,16,16,Henrique Oswald Pierrot Op 33 n 3,114933.0,f
id-30680380,id-26542686,id-2868496,5,5,Something In The Way She Moves,180966.0,f
id-4662788,id-5750841,id-1041638,13,13,Youve Gotta Have Love in Your Soul,169000.0,f
rec-22401078-dup-0,id-12611146,id-2045752,15,15,Settkngs,199575.0,f
id-2939613,id-3537111,id-661802,3,3,He Will Come,,f
id-1044783,id-1221323,id-576854,8,8,The Devils Legion Part 2,109333.0,f
rec-12127125-dup-1,id-13428722,id-1157593,10,10,Solarig da drobn die Sonne lacht,175000.0,f
rec-38671455-dup-0,id-32268238,id-3766899,1,A,Im Waiting Ju5t for You,160000.0,f
rec-1142305-dup-0,id-1349449,id-907959,1,1,Medlet Echoes  Signs of Life,1437493.0,f
rec-8279753-dup-0,id-9682426,id-880633,9,9,Ro5alia,168000.0,f
id-10360206,id-11931740,id-785084,5,5,Kissing You,232880.0,f
id-14187859,id-14578256,id-1287185,8,8,Non Non Rien a Changé,167000.0,f
id-1745570,id-2074736,id-412853,7,7,Tapeunderlaget på ball by x y z,93933.0,f
rec-9683538-dup-2,id-11180705,id-706625,2,2,Laeyhawke,141000.0,f
rec-11259204-dup-0,id-4400558,rec-711599-dup-0,14,14,Gnälpipan,71533.0,f
rec-3344000-dup-0,id-4041873,id-947553,1,1,Good Sigm album version,183666.0,f
rec-8797157-dup-0,rec-2965355-dup-0,id-742583,11,11,Our Day Wiil Come,150333.0,f
id-5962094,id-7182687,id-296299,7,7,Hör besser hin,256000.0,f
id-5832036,id-7043071,id-280830,7,7,Sin perdón,306000.0,f
rec-600299-dup-2,rec-674525-dup-2,id-879445,10,10,Tamk,248600.0,f
id-9022719,id-10477176,id-648148,15,15,23 версия 2,,f
rec-600299-dup-1,rec-674525-dup-1,id-879445,10,10,Tamk,248600.0,f
rec-7864075-dup-2,rec-9230055-dup-0,id-526085,5,5,Winte5song,255333.0,f
rec-7864075-dup-0,rec-9230055-dup-0,id-526085,5,5,Wintersonf,255333.0,f
id-7954853,id-9327668,id-536381,12,12,Wenn sich die Reihen lichten,237000.0,f
rec-7275819-dup-2,id-8596059,rec-456640-dup-0,8,8,Ni Una Sola Ves,188960.0,f
id-1084720,id-1271600,id-976709,9,9,Davy Crockett,307173.0,f
rec-38669844-dup-1,id-26537969,id-3766687,6,6,Entertaun,176933.0,f
id-6235118,id-7477490,id-341327,10,10,The Eighteenth of June,275986.0,f
rec-23104092-dup-1,id-21003329,rec-2113851-dup-0,8,8,Miamj,247404.0,f
rec-23104092-dup-0,id-21003329,rec-2113851-dup-0,8,8,Myami,247404.0,f
id-6600707,id-7873903,id-835106,5,5,untitled,333293.0,f
id-4578643,id-5655715,id-129690,5,5,Over the Rainbow,165973.0,f
rec-7233255-dup-1,rec-8550946-dup-0,rec-451332-dup-0,12,12,Buy Me Back From dhe Dead,95000.0,f
rec-14153913-dup-1,id-11273870,rec-717739-dup-0,2,2,Beggar Siricere,164000.0,f
id-7452359,id-8787690,id-477856,6,6,Simple Dimple,328640.0,f
rec-6700529-dup-0,id-7980625,id-383792,2,2,De Overtochr,369000.0,f
id-5000017,id-6135460,id-183959,16,16,Stupidity,127213.0,f
id-9856154,id-11369151,id-729073,12,12,Halloween,378146.0,f
id-30667340,id-26567295,id-2867054,10,10,CHEYENNE,205000.0,f
rec-6944856-dup-0,id-8243928,id-902583,12,12,Up Against te Wind,269000.0,f
rec-393576-dup-2,id-342468,id-34023,9,9,Worda,355840.0,f
id-14507526,id-14773723,id-1310635,4,4,Sleepless,237000.0,f
rec-13456292-dup-0,id-14099215,rec-1235846-dup-0,4,4,Kevin Youre Such a Diwease,221544.0,f
id-10277633,id-11839654,id-775336,2,2,Imps in Eager Caucus,266000.0,f
id-15137173,id-15103746,id-1351970,8,8,ハートフェルトファンシー,260000.0,f
id-8161226,id-9551454,id-560446,12,12,Tracking,238000.0,f
id-5415151,id-6593752,id-441686,15,15,Logbuch Pausenklingeln,281000.0,f
id-15313175,id-15238851,id-1368468,17,17,Stormy Weather,209000.0,f
id-7212136,id-8528156,id-601531,12,12,Always Christmas,271880.0,f
rec-6932693-dup-0,rec-8230946-dup-0,id-537221,1,1,Intr0,30000.0,f
rec-9278908-dup-0,id-10750652,id-674875,3,3,Seawons,358000.0,f
rec-27622670-dup-0,rec-24294770-dup-0,id-2562433,4,4,Boss Battle Luf:a II,206186.0,f
rec-27622670-dup-1,rec-24294770-dup-1,id-2562433,4,4,Bojs Battle Lufia II,206186.0,f
rec-12663901-dup-2,id-7254783,id-961293,3,3,Il guerr:ero,218000.0,f
id-35858927,id-30265347,id-3438307,15,15,Old Norwegian Melody with Variations Op 51  9 Andante molto tranquillo,117560.0,f
id-6164802,id-7401997,id-317966,9,9,Carpe diem,273000.0,f
id-7265046,id-8584393,id-455144,3,3,More or Less,257000.0,f
id-13169968,id-13947548,id-1218419,4,4,Mais ou est le chat Pattes de velours  Petit cri petit cra  Je fais ma toile,124386.0,f
rec-2408691-dup-0,id-2881128,id-124361,5,5,The Antlers of the Mitnight Sun,246386.0,f
id-27620240,id-24292977,id-2562157,2,2,KDR,69481.0,f
id-3997325,id-4872768,id-968700,4,4,Lets Go to Bed Early,211173.0,f
id-12276636,id-10162483,id-1167319,19,19,Sind otsides,189000.0,f
id-5184180,id-6337870,id-603739,1,1,Front Lines,391000.0,f
id-4150730,id-5086952,id-987892,18,18,Al calor de la cumbia,211666.0,f
rec-24426678-dup-0,id-1313020,id-2245091,3,A3,Kosindki,232000.0,f
id-2843080,id-9350,id-1008312,1,1,Candle in the Wind,229000.0,f
id-23076391,id-20982808,id-2111231,11,11,Like a Rolling Stone,731000.0,f
rec-2953729-dup-1,rec-3554723-dup-0,id-239533,12,12,Åt ssmma håll,,f
rec-18774741-dup-0,rec-17860406-dup-0,id-1699902,2,2,Ive Seen All Gud People a Your Move b All Good People,456000.0,f
id-353784,id-409913,id-186468,9,9,In the Hills of Shiloh,220440.0,f
id-9559634,id-11046795,id-695231,29,29,Underhand,120000.0,f
id-11167774,id-12745227,id-1079566,4,4,Jelly Inside,165000.0,f
id-9255616,id-10726958,id-674111,28,28,Guitar Lick,16000.0,f
id-2195682,id-2622092,id-903128,2,2,Enjoy Yourself remix,399280.0,f
rec-32660205-dup-0,rec-27942497-dup-0,id-3082921,5,5,Cloyds,196000.0,f
id-10577533,id-12170304,id-807492,10,10,Perjantai,,f
id-32697059,id-27967248,id-3086952,3,3,Along Third Street,528300.0,f
id-672138,id-752101,id-93242,11,11,Kingdom in the Sky,223666.0,f
id-12663901,id-7254783,id-961293,3,3,Il guerriero,218000.0,f
id-6930194,id-8228239,id-415461,1,1,Parakeet,142000.0,f
id-14222342,id-11704998,id-1289840,13,13,Empty Smile,97000.0,f
id-9625423,id-11118211,id-823470,11,11,Falling Hard and Going Soft,56000.0,f
id-8787689,id-10222585,id-621263,5,5,Maydahmaydah,174280.0,f
rec-2667584-dup-1,id-3201415,id-460593,5,5,The Namest,225320.0,f
rec-2667584-dup-0,id-3201415,id-460593,5,5,The Names,225320.0,f
rec-8186011-dup-1,id-9578061,id-563485,1,1,Auf Widersehen,271000.0,f
id-28948300,id-8353372,id-2695102,10,10,Dreamland Crescendo,292000.0,f
id-27579490,id-24261719,id-2558019,6,6,F2S,388000.0,f
id-11687848,id-13152663,id-1125367,2,2,Brand New,268000.0,f
id-2932318,id-3528167,id-758506,6,6,Its Not Unusual,163426.0,f
id-11011171,id-12612400,id-1065200,46,46,The Little Diamond Polka,35000.0,f
rec-13344973-dup-0,id-13321434,id-1144580,5,5,Seni İjtiyorum,283640.0,f
id-4098713,id-5014045,id-82815,21,21,Paus Spiegel hat einmal einen Witz erzählt,117786.0,f
id-12353931,id-1467521,id-1172452,2,2,Cartas sin marcar,264866.0,f
id-4167565,id-4959830,id-883819,11,11,Over the Rainbow,176240.0,f
id-4065077,id-4966449,id-80250,4,4,Haderian Hadera,221666.0,f
id-11398629,id-12953423,id-1103045,13,13,Keep It Simple,259000.0,f
id-3351533,id-4051208,id-915945,6,6,Sweet Sensation Funk Force ChonAHolic dub,264800.0,f
id-6443806,id-7705289,id-358013,9,9,Even Though,113000.0,f
id-27536237,id-24227744,id-2553568,19,19,Unforgettable live,256000.0,f
id-3492371,id-4232381,id-183485,8,8,Hes My Guy,253226.0,f
id-3955177,id-4819667,id-71526,3,3,Nothing at All,341133.0,f
id-8044482,id-9423712,id-546769,2,A2,Schleifstein,327000.0,f
id-2319576,id-2772529,id-399337,2,AA,Eurotrash,426000.0,f
id-3823052,id-4650097,id-961846,18,18,You Cant Touch Sue,185306.0,f
id-18779988,id-17864413,id-1700411,4,4,These Memories,,f
rec-23013654-dup-0,id-20937239,id-2105273,8,8,Rivai,319000.0,f
id-767599,id-871069,id-886878,7,7,Hunger Strike,78493.0,f
id-24410276,id-21948039,id-2243516,5,5,LIT,214000.0,f
rec-11107159-dup-2,id-12692194,rec-1073929-dup-0,13,13,Borderl:ne Tribal Deibel Mix,524000.0,f
id-9946510,id-11471745,id-740639,7,7,Am Rand der himmlischen Steppe,270826.0,f
id-8291332,id-9695073,id-576881,7,7,Make Me High,205000.0,f
id-378985,id-436223,id-380716,4,4,Misconceptions,213320.0,f
id-39743767,id-33027638,id-3900410,7,7,Bridge of Spirits,341747.0,f
id-10176884,id-11727859,id-764026,5,5,モーニング チャイム オリジナルカラオケ,,f
id-3349995,id-4049295,id-43440,1,1,Start Again,193026.0,f
id-12130435,id-13430459,id-1157809,10,10,Hey Girl Youve Won My Heart,192013.0,f
id-5762044,id-6967986,id-1005142,7,7,Sence of Storm,,f
id-3850134,id-4683354,id-65453,8,8,I Ran,331946.0,f
id-6307472,id-7556146,id-335397,5,5,Mir,497000.0,f
id-39764992,id-33043001,id-3903293,2,B,My Melancholy Baby,,f
id-1202337,id-1422821,id-968909,8,8,Kind Of A Drag,131640.0,f
id-5297550,id-6463144,id-997298,3,3,Bridge Street Set,239040.0,f
id-9472996,id-10955726,id-690619,45,45,Funky Soul,40000.0,f
id-2270154,id-2713204,id-821139,1,1,Introduzione,77973.0,f
id-3885805,id-4730581,id-223014,4,4,Intermission,124880.0,f
id-7587143,id-8933387,id-493121,2,2,Hi Line,465000.0,f
id-9227718,id-10698143,id-672196,7,7,Chytila jsem na pasece motýlka,,f
id-6675764,id-7954272,id-658865,11,11,Сладкая N,183000.0,f
rec-7442862-dup-2,id-8777375,id-476780,12,12,Nostso Sonho,304386.0,f
id-10377987,id-11950503,id-786896,1,1,Você já foi à Bahia,183400.0,f
rec-7442862-dup-0,id-8777375,id-476780,12,12,Nosso Sono,304386.0,f
id-4502516,id-5564603,id-120086,8,8,Eklektisch Spiegeln,262000.0,f
id-9923508,id-11445701,id-737502,15,15,OoLee OoLee Papa OoLee,127000.0,f
id-7442862,id-8777375,id-476780,12,12,Nosso Sonho,304386.0,f
id-7094288,id-8404626,id-435317,6,6,Morgen Schüchternste Dämmerung,963000.0,f
rec-6990272-dup-0,rec-8293127-dup-0,id-423169,6,6,Za k0runami stromov,38000.0,f
rec-6990272-dup-1,rec-8293127-dup-0,id-423169,6,6,Za korunami str9mov,38000.0,f
id-6119823,id-7353653,id-312974,16,16,Wasteland,308346.0,f
id-8210249,id-9605786,id-566459,29,29,嫋嫋,80000.0,f
id-13694297,id-14250085,id-1253303,9,B3,Kuinka tietää voin,219000.0,f
rec-14396940-dup-0,rec-14707118-dup-0,rec-1302920-dup-0,4,B4,Temptation  Theme From a Suiiimer Place,183000.0,f
id-14468159,id-14749513,id-1307944,2,2,O Jogo Não Valeu,257000.0,f
rec-10116316-dup-1,rec-11661328-dup-0,id-756662,7,7,Die Meistersinger von Nürnberg Akt III Szene V Sankt Krisoin lobet ihn Schuster Schneider Bäcker Lehrbuben,249466.0,f
rec-10116316-dup-0,rec-11661328-dup-0,id-756662,7,7,Die Meistersinger von Nürnberg Akt III Szene V Sankt Krispin lohet ihn Schuster Schneider Bäcker Lehrbuben,249466.0,f
id-17835937,id-17184900,id-1611302,4,4,Sleep Paralysis,167000.0,f
id-9525189,id-11010402,id-694520,153,153,Chasing Strings,14000.0,f
id-2035932,id-2427199,id-957956,3,3,This Used to Be My Playground,310826.0,f
id-13378411,id-10661067,id-668173,10,10,Ill Be Here,251000.0,f
id-14232422,id-14605978,id-1290639,5,5,Partir y renunciar,,f
id-2230935,id-2665759,id-920667,14,14,Seems as If,224066.0,f
id-15277909,id-15212324,id-1365035,1,1,Intro,57000.0,f
id-35113353,id-7606314,id-3355688,6,6,1000 Wives,190000.0,f
id-60712,id-75717,id-875608,1,1,Oh Christmas Tree,203000.0,f
id-30660524,id-12341310,id-2866196,4,4,Mury 87 Podwórko,188000.0,f
