id,title,venue,year
2050,"irisnet : an architecture for internet-scale sensing services s nath , a deshpande , y ke , p gibbons , b karp , s seshan vldb 2003",,
2051,"large-scale , standards-based earth observation imagery and web mapping services p baumann vldb",,2003.0
2052,"quiet : continuous query-driven index tuning k sattler , i geist , e schallehn vldb 2003",,
2053,"chip-secured data access : reconciling access rights with data encryption l bouganim , f ngoc , p pucheral , l wu vldb",,2003.0
2054,"an interpolated volume data model t wang , s santini , a gupta",vldb,2003.0
2055,efficacious data cube exploration by semantic summarization and compression,vldb,2003.0
2056,"atlas : a small but complete sql extension for data mining and data streams h wang , c zaniolo , c luo",vldb,2003.0
2057,business modelling using sql spreadsheets,vldb,2003.0
2058,from focused crawling to expert information : an application framework for web exploration and portal generation vldb 2003,,
2059,cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications vldb 2003,,
2060,"bibfinder/statminer : effectively mining and using coverage and overlap statistics in data integration z nie , s kambhampati , t hernandez vldb 2003",,
2061,"s-topss : semantic toronto publish/subscribe system m petrovic , i burcea , h jacobsen 2003",vldb,
2062,"nexusscout : an advanced location-based application on a distributed , open mediation platform vldb 2003",,
2063,"schema-driven customization of web services s abiteboul , b amann , j baumgarten , o benjelloun , f ngoc , t milo",vldb,2003.0
2064,integrating information for on demand computing n mattos vldb,,2003.0
2065,"a nanotechnology-based approach to data storage e eleftheriou , p bфchtold , g cherubini , a dholakia , c hagleitner , t loeliger , a pantazi , h pozidis , t albrecht , g binnig , m despont , u drechsler , u dќrig , b gotsmann , d jubin , w hфberle , m lantz , h rothuizen , r stutz , p vettiger , d wiesmann",vldb,2003.0
2066,the history of histograms ( abridged ) y ioannidis vldb 2003,,
2067,the data-centric revolution in networking,vldb,2003.0
2068,"xsearch : a semantic search engine for xml s cohen , j mamou , y kanza , y sagiv",vldb,2003.0
2069,complex queries over web repositories vldb 2003,,
2070,efficient mining of xml query patterns for caching,vldb,2003.0
2071,an efficient and resilient approach to filtering and disseminating streaming data vldb 2003,,
2072,phrase matching in xml vldb,,2003.0
2073,rrxf : redundancy reducing xml storage in relations vldb,,2003.0
2074,"mars : a system for publishing xml from mixed and redundant storage a deutsch , v tannen vldb 2003",,
2075,projecting xml documents 2003,vldb,
2076,mixed mode xml query processing vldb,,2003.0
2077,from tree patterns to generalized tree patterns : on efficient evaluation of xquery vldb 2003,,
2078,efficient processing of expressive node-selecting queries on xml data in secondary storage : a tree automata-based approach c koch vldb 2003,,
2079,query processing for high-volume xml message brokering 2003,vldb,
2080,"a framework for clustering evolving data streams c aggarwal , j han , j wang , p yu vldb 2003",,
2081,"a regression-based temporal pattern mining scheme for data streams w teng , m chen , p yu 2003",vldb,
2082,on the costs of multilingualism in database systems 2003,vldb,
2083,distributed top-n query processing with possibly uncooperative local systems vldb 2003,,
2084,"optimized query execution in large search engines with global page ordering x long , t suel",vldb,2003.0
2085,"path queries on compressed xml p buneman , m grohe , c koch 2003",vldb,
2086,"on the minimization of xpath queries s flesca , f furfaro , e masciari 2003",vldb,
2087,covering indexes for xml queries : bisimulation - simulation = negation p ramanan,vldb,2003.0
2088,"buffering accesses to memory-resident index structures j zhou , k ross",vldb,2003.0
2089,balancing performance and data freshness in web database servers,vldb,2003.0
2090,vipas : virtual link powered authority search in the web vldb,,2003.0
2091,sash : a self-adaptive histogram set for dynamically changing workloads,vldb,2003.0
2092,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,vldb,2003.0
2093,a shrinking-based approach for multi-dimensional data analysis vldb,,2003.0
2094,combi-operator : database support for data mining applications vldb 2003,,
2095,"data morphing : an adaptive , cache-conscious storage technique r hankins , j patel",vldb,2003.0
2096,load shedding in a data stream manager,vldb,2003.0
2097,"scheduling for shared window joins over data streams m hammad , m franklin , w aref , a elmagarmid 2003",vldb,
2098,"maximizing the output rate of multi-way join queries over streaming information sources s viglas , j naughton , j burger",vldb,2003.0
2099,"holistic twig joins on indexed xml documents h jiang , w wang , h lu , j yu 2003",vldb,
2100,"wise-integrator : an automatic integrator of web search interfaces for e-commerce h he , w meng , c yu , z wu",vldb,2003.0
2101,"aquery : query language for ordered data , optimization techniques , and experiments 2003",vldb,
2102,tuple routing strategies for distributed eddies vldb 2003,,
2103,querying the internet with pier,vldb,2003.0
2104,"mapping adaptation under evolving schemas y velegrakis , r miller , l popa vldb",,2003.0
2105,locking protocols for materialized aggregate join views vldb 2003,,
2106,"adaptive , hands-off stream mining vldb 2003",,
2107,"composing mappings among data sources j madhavan , a halevy vldb 2003",,
2108,temporal slicing in the evaluation of xml queries vldb,,2003.0
2109,"the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies a tsois , t sellis vldb",,2003.0
2110,"supporting frequent updates in r-trees : a bottom-up approach m lee , w hsu , c jensen , b cui , k teo",vldb,2003.0
2111,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces 2003,vldb,
2112,"coarse-grained optimization : techniques for rewriting sql statement sequences t kraft , h schwarz , r rantzau , b mitschang 2003",vldb,
2113,"processing sliding window multi-joins in continuous queries over data streams l golab , m жzsu",vldb,2003.0
2114,"finding hierarchical heavy hitters in data streams g cormode , f korn , s muthukrishnan , d srivastava vldb 2003",,
2115,"star-cubing : computing iceberg cubes by top-down and bottom-up integration d xin , j han , x li , b wah vldb 2003",,
2116,checks and balances : monitoring data quality problems in network traffic databases,vldb,2003.0
2117,"systematic development of data mining-based data quality tools d lќbbers , u grimmer , m jarke vldb 2003",,
2118,"continuous k-nearest neighbor queries for continuously moving points with updates g iwerks , h samet , k smith",vldb,2003.0
2119,"staircase join : teach a relational dbms to watch its ( axis ) steps t grust , m keulen , j teubner vldb",,2003.0
2120,an almost-serial protocol for transaction execution in main-memory database systems 2002,vldb,
2121,lightweight flexible isolation for language-based extensible systems 2002,vldb,
2122,processing star queries on hierarchically-clustered fact tables vldb,,2002.0
2123,exploiting versions for on-line data warehouse maintenance in molap servers vldb 2002,,
2124,protdb : probabilistic data in xml vldb 2002,,
2125,discover : keyword search in relational databases 2002,vldb,
2126,"maintaining data privacy in association rule mining s rizvi , j haritsa vldb",,2002.0
2127,"a logical framework for scheduling workflows under resource allocation constraints p senkul , m kifer , i toroslu vldb",,2002.0
2128,incremental maintenance for non-distributive aggregate functions vldb 2002,,
2129,reverse nearest neighbor aggregates over data streams 2002,vldb,
2130,tree pattern aggregation for scalable xml data dissemination 2002,vldb,
2131,dtd-directed publishing with attribute translation grammars vldb,,2002.0
2132,fas - a freshness-sensitive coordination middleware for a cluster of olap components vldb 2002,,
2133,"the generalized mdl approach for summarization l lakshmanan , r ng , c wang , x zhou , t johnson",vldb,2002.0
2134,quotient cube : how to summarize the semantics of a data cube vldb 2002,,
2135,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap vldb,,2002.0
2136,experience report : exploiting advanced database optimization features for large-scale sap r/3 installations vldb,,2002.0
2137,"gnatdb : a small-footprint , secure database system r vingralek 2002",vldb,
2138,"a new passenger support system for public transport using mobile database access k goto , y kambayashi vldb",,2002.0
2139,information integration and xml in ibm 's db2 p selinger vldb,,2002.0
2140,toward recovery-oriented computing a fox vldb 2002,,
2141,a multi-version cache replacement and prefetching policy for hybrid data delivery environments vldb 2002,,
2142,"business process cockpit m sayal , f casati , u dayal , m shan 2002",vldb,
2143,"smart : making db2 ( more ) autonomic g lohman , s lightstone 2002",vldb,
2144,"xmark : a benchmark for xml data management a schmidt , f waas , m kersten , m carey , i manolescu , r busse vldb 2002",,
2145,"sql memory management in oracle9i b dageville , m zaяt 2002",vldb,
2146,"preference sql - design , implementation , experiences vldb",,2002.0
2147,"the denodo data integration platform a pan , j raposo , m сlvarez , p montoto , v orjales , j hidalgo , l ardao , a molano , с viёa vldb 2002",,
2148,"the grna : a highly programmable infrastructure for prototyping , developing and deploying genomics-centric applications a laud , s bhowmick , p cruz , d singh , g rajesh vldb 2002",,
2149,obk - an online high energy physics ' meta-data repository,vldb,2002.0
2150,"joining ranked inputs in practice i ilyas , w aref , a elmagarmid 2002",vldb,
2151,an efficient method for performing record deletions and updates using index scans vldb,,2002.0
2152,"serviceglobe : distributing e-services across the internet m keidl , s seltzsam , k stocker , a kemper",vldb,2002.0
2153,"self-serv : a platform for rapid composition of web services in a peer-to-peer environment q sheng , b benatallah , m dumas , e mak 2002",vldb,
2154,an automated system for web portal personalization,vldb,2002.0
2155,"eos : exactly-once e-service middleware g shegalov , g weikum , r barga , d lomet 2002",vldb,
2156,"experiments on query expansion for internet yellow page services using web log mining y ohura , k takahashi , i pramudiono , m kitsuregawa 2002",vldb,
2157,"issues and evaluations of caching solutions for web application acceleration w li , w hsiung , d kalashnikov , r sion , o po , d agrawal , k candan vldb 2002",,
2158,the rubicon of smart data r king,vldb,2002.0
2159,information management challenges from the aerospace industry s sripada vldb 2002,,
2160,"extending an ordbms : the statemachine module w mahnke , c mathis , h steiert vldb",,2002.0
2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",,2002.0
2162,"profiling and internet connectivity in automotive environments m cilia , p hasselmayer , a buchmann vldb 2002",,
2163,"gembase : a geometric mediator for brain analysis with surface ensembles s santini , a gupta 2002",vldb,
2164,rtmonitor : real-time data monitoring using mobile agent technologies 2002,vldb,
2165,"viator - a tool family for graphical networking and data view creation s heymann , k tham , a kilian , g wegner , p rieger , d merkel , j freytag vldb",,2002.0
2166,"database technologies for electronic commerce r agrawal , r srikant , y xu 2002",vldb,
2167,"advanced database technologies in a diabetic healthcare system w hsu , m lee , b ooi , p mohanty , k teo , c xia vldb 2002",,
2168,caching technologies for web applications 2001,vldb,
2169,"approximate query processing : taming the terabytes m garofalakis , p gibbons vldb",,2001.0
2170,a-topss - a publish/subscribe system supporting approximate matching 2002,vldb,
2171,alias : an active learning led interactive deduplication system,vldb,2002.0
2172,champagne : data change propagation for heterogeneous information systems,vldb,2002.0
2173,entrans : a system for flexible consistency maintenance in directory applications,vldb,2002.0
2174,"legodb : customizing relational storage for xml documents p bohannon , j freire , j haritsa , m ramanath , p roy , j simщon vldb",,2002.0
2175,active xml : peer-to-peer data and web services integration vldb 2002,,
2176,"crawling the hidden web s raghavan , h garcia-molina",vldb,2001.0
2177,"discovery of influence sets in frequently updated databases i stanoi , m riedewald , d agrawal , a abbadi 2001",vldb,
2178,analyzing quantitative databases : image is everything vldb 2001,,
2179,a formal perspective on the view selection problem vldb 2001,,
2180,"generic schema matching with cupid j madhavan , p bernstein , e rahm",vldb,2001.0
2181,"et tu , xml ? the downfall of the relational empire ( abstract ) vldb",,2001.0
2182,"business process coordination : state of the art , trends , and open issues u dayal , m hsu , r ladin",vldb,2001.0
2183,"data management for pervasive computing m cherniack , m franklin , s zdonik vldb",,2001.0
2184,data stream query processing : a tutorial,,2003.0
2185,grid data management systems & services,,2003.0
2186,"constructing and integrating data-centric web applications : methods , tools , and techniques 2003",,
2187,"database tuning : principles , experiments , and troubleshooting techniques d shasha , p bonnet vldb 2002",,
2188,efficient algorithms for processing xpath queries 2002,vldb,
2189,"comparing data streams using hamming norms ( how to zero in ) g cormode , m datar , p indyk , s muthukrishnan",vldb,2002.0
2190,a case for fractured mirrors vldb 2002,,
2191,"fast and accurate text classification via multiple linear discriminant projections s chakrabarti , s roy , m soundalgekar",vldb,2002.0
2192,ebusiness standards and architectures,,2002.0
2193,querying and mining data streams : you only get one look 2002,,
2194,application servers and associated technologies,,2002.0
2195,automation in information extraction and data integration 2002,,
2196,searching and mining fine-grained semi-structured data 2002,,
2197,sensor data mining : similarity search and pattern analysis 2002,,
2198,"wireless graffiti - data , data everywhere matters t imielinski , b badrinath vldb",,2002.0
2199,"self-tuning database technology and information services : from wishful thinking to viable engineering g weikum , a mіnkeberg , c hasse , p zabback vldb",,2002.0
2200,"adaptable similarity search using non-relevant information t ashwin , r gupta , s ghosal",vldb,2002.0
2201,referee : an open framework for practical testing of recommender systems using researchindex,vldb,2002.0
2202,"database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment j conrad , x guo , p jackson , m meziou vldb 2002",,
2203,sideway value algebra for object-relational databases 2002,vldb,
2204,incorporating xsl processing into database engines g moerkotte 2002,vldb,
2205,structural function inlining technique for structurally recursive xml queries 2002,vldb,
2206,chip-secured data access : confidential data on untrusted servers,vldb,2002.0
2207,optimizing view queries in rolex to support navigable result trees,vldb,2002.0
2208,"watermarking relational databases r agrawal , j kiernan",vldb,2002.0
2209,"hippocratic databases r agrawal , j kiernan , r srikant , y xu",vldb,2002.0
2210,"plan selection based on query clustering a ghosh , j parikh , v sengar , j haritsa 2002",vldb,
2211,"parametric query optimization for linear and piecewise linear cost functions a hulgeri , s sudarshan",vldb,2002.0
2212,streaming queries over streaming data 2002,vldb,
2213,generic database cost models for hierarchical memory systems,vldb,2002.0
2214,a transducer-based xml query processor,vldb,2002.0
2215,monitoring streams - a new class of data management applications 2002,vldb,
2216,re-tree : an efficient index structure for regular expressions,vldb,2002.0
2217,"shooting stars in the sky : an online algorithm for skyline queries d kossmann , f ramsak , s rost vldb 2002",,
2218,updates for structure indexes,vldb,2002.0
2219,"efficient structural joins on indexed xml documents s chien , z vagena , d zhang , v tsotras , c zaniolo 2002",vldb,
2220,foundations of preferences in database systems w kieпling 2002,vldb,
2221,multi-dimensional regression analysis of time-series data streams vldb 2002,,
2222,continuous nearest neighbor search 2002,vldb,
2223,"progressive merge join : a generic and non-blocking sort-based join algorithm j dittrich , b seeger , d taylor , p widmayer vldb",,2002.0
2224,"optimizing result prefetching in web search engines with segmented indices r lempel , s moran vldb",,2002.0
2225,"i/o-conscious data preparation for large-scale web search engines m lifantsev , t chiueh vldb 2002",,
2226,"approximate frequency counts over data streams g manku , r motwani vldb",,2002.0
2227,"statstream : statistical monitoring of thousands of data streams in real time y zhu , d shasha",vldb,2002.0
2228,adaptive index structures 2002,vldb,
2229,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation vldb,,2002.0
2230,"distributed search over the hidden web : hierarchical database sampling and selection p ipeirotis , l gravano vldb",,2002.0
2231,exact indexing of dynamic time warping e keogh vldb 2002,,
2232,"optimizing the secure evaluation of twig queries s cho , s amer-yahia , l lakshmanan , d srivastava",vldb,2002.0
2233,"compressed accessibility map : efficient access control for xml t yu , d srivastava , l lakshmanan , h jagadish 2002",vldb,
2234,"structure and value synopses for xml data graphs n polyzotis , m garofalakis",vldb,2002.0
2235,how to summarize the universe : dynamic maintenance of quantiles vldb 2002,,
2236,a bandwidth model for internet search vldb 2002,,
2237,maintaining coherency of dynamic data in cooperating repositories vldb,,2002.0
2238,"effective change detection using sampling j cho , a ntoulas vldb 2002",,
2239,"provisions and obligations in policy management and security applications c bettini , s jajodia , x wang , d wijesekera vldb",,2002.0
2240,eliminating fuzzy duplicates in data warehouses,vldb,2002.0
2241,improving data access of j2ee applications by exploiting asynchronous messaging and caching services,vldb,2002.0
2242,"view invalidation for dynamic content caching in multitiered architectures k candan , d agrawal , w li , o po , w hsiung",vldb,2002.0
2243,"using latency-recency profiles for data delivery on the web l bright , l raschid vldb",,2002.0
2244,"searching on the secondary structure of protein sequences l hammel , j patel",vldb,2002.0
2245,efficient exploration of large scientific databases 2002,vldb,
2246,coma - a system for flexible combination of schema matching approaches vldb,,2002.0
2247,translating web data vldb 2002,,
2248,"static analysis techniques for predicting the behavior of active database rules a aiken , j hellerstein , j widom 1995",acm trans . database syst .,
2249,declarative updates of relational databases w chen acm trans . database syst .,,1995.0
2250,the incinerate data model acm trans . database syst .,,1995.0
2251,quorum consensus in nested transaction systems acm trans . database syst .,,1994.0
2252,"\ addendum to \ '' \ `` automatic generation of production rules for integrity maintenance \ '' \ '' \ '' '' s ceri , p fraternali , s paraboschi , l tanca acm trans . database syst .",,1995.0
2253,"incremental computation of nested relational query expressions l bцkgaard , l mark 1995",acm trans . database syst .,
2254,efficient checking of temporal integrity constraints using bounded history encoding 1995,acm trans . database syst .,
2255,"fast algorithms for universal quantification in large databases g graefe , r cole acm trans . database syst .",,1995.0
2256,"space optimization in deductive databases d srivastava , s sudarshan , r ramakrishnan , j naughton 1995",acm trans . database syst .,
2257,query evaluation in deductive databases with alternating fixpoint semantics,acm trans . database syst .,1995.0
2258,"containment of conjunctive queries : beyond relations as sets y ioannidis , r ramakrishnan",acm trans . database syst .,1995.0
2259,"transaction chopping : algorithms and performance studies d shasha , f llirbat , e simon , p valduriez acm trans . database syst .",,1995.0
2260,a normal form for precisely characterizing redundancy in nested relations 1996,acm trans . database syst .,
2261,magic conditions acm trans . database syst . 1996,,
2262,"an execution model for limited ambiguity rules and its application to derived data update i chen , r hull , d mcleod 1995",acm trans . database syst .,
2263,"a structured approach for the definition of the semantics of active databases p fraternali , l tanca acm trans . database syst . 1995",,
2264,"solving satisfiability and implication problems in database systems s guo , w sun , m weiss 1996",acm trans . database syst .,
2265,"implementing deductive databases by mixed integer programming c bell , a nerode , r ng , v subrahmanian",acm trans . database syst .,1996.0
2266,polymorphism and type inference in database programming acm trans . database syst . 1996,,
2267,"modularization techniques for active rules design e baralis , s ceri , s paraboschi acm trans . database syst . 1996",,
2268,"heraclitus : elevating deltas to be first-class citizens in a database programming language s ghandeharizadeh , r hull , d jacobs 1996",acm trans . database syst .,
2269,"a probabilistic relational model and algebra d dey , s sarkar 1996",acm trans . database syst .,
2270,tail recursion elimination in deductive databases acm trans . database syst . 1996,,
2271,"the building blocks for specifying communication behavior of complex objects : an activity-driven approach l liu , r meersman",acm trans . database syst .,1996.0
2272,"semantics for update rule programs and implementations in a relational database management system l raschid , j lobo 1996",acm trans . database syst .,
2273,model and verification of a data manager based on aries,acm trans . database syst .,1996.0
2274,"declustering of key-based partitioned signature files p ciaccia , p tiberio , p zezula",acm trans . database syst .,1996.0
2275,"lh * - a scalable , distributed data structure w litwin , m neimat , d schneider acm trans . database syst .",,1996.0
2276,"outerjoin simplification and reordering for query optimization c galindo-legaria , a rosenthal",acm trans . database syst .,1997.0
2277,on the semantics of `` now '' in databases,acm trans . database syst .,1997.0
2278,"extended ehemeral logging : log storage management for applications with long lived transactions j keen , w dally",acm trans . database syst .,1997.0
2279,an axiomatic model of dynamic schema evolution in objectbase systems acm trans . database syst .,,1997.0
2280,guest editorial 2003,,
2281,re-tree : an efficient index structure for regular expressions,vldb j.,2003.0
2282,"aurora : a new model and architecture for data stream management d abadi , d carney , u чetintemel , m cherniack , c convey , s lee , m stonebraker , n tatbul , s zdonik vldb j.",,2003.0
2283,fast and accurate text classification via multiple linear discriminant projections pp vldb j.,,2003.0
2284,incremental computation and maintenance of temporal aggregates vldb j. 2003,,
2285,"a case for fractured mirrors r ramamurthy , d dewitt , q su",vldb j.,2003.0
2286,a performance study of four index structures for set-valued attributes of low cardinality,vldb j.,2003.0
2287,"instance-based attribute identification in database integration c cecil , r chiang , e lim vldb j.",,2003.0
2288,cost-driven vertical class partitioning for methods in object oriented databases vldb j.,,2003.0
2289,computing complete answers to queries in the presence of limited access patterns c li vldb j.,,2003.0
2290,thesus : organizing web document collections based on link semantics,vldb j.,2003.0
2291,poesia : an ontological workflow approach for composing web services in agriculture vldb j.,,2003.0
2292,"managing multiple and distributed ontologies on the semantic web a maedche , b motik , l stojanovic",vldb j.,2003.0
2293,"learning to match ontologies on the semantic web a doan , j madhavan , r dhamankar , p domingos , a halevy vldb j. 2003",,
2294,composing web services on the semantic web vldb j.,,2003.0
2295,guest editorial,,2003.0
2296,charter and scope w kim acm trans . database syst . 1994,,
2297,"altruistic locking k salem , h garcia-molina , j shands",acm trans . database syst .,1994.0
2298,"on completeness of historical relational query languages j clifford , a croker , a tuzhilin",acm trans . database syst .,1994.0
2299,"a modified random perturbation method for database security p tendick , n matloff",acm trans . database syst .,1994.0
2300,"a taxonomy for secure object-oriented databases m olivier , s solms 1994",acm trans . database syst .,
2301,"using semantic values to falilitate interoperability among heterogeneous information systems e sciore , m siegel , a rosenthal 1994",acm trans . database syst .,
2302,index structures for selective dissemination of information under the boolean model acm trans . database syst . 1994,,
2303,amalgamating knowledge bases acm trans . database syst . 1994,,
2304,automated resolution of semantic heterogeneity in multidatabases acm trans . database syst . 1994,,
2305,tools and transformations - rigorous and otherwise - for practical database design acm trans . database syst .,,1994.0
2306,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model acm trans . database syst . 1994,,
2307,synthesis of extended transaction models using acta 1994,acm trans . database syst .,
2308,"evaluation of remote backup algorithms for transaction-processing systems c polyzois , h garcia-molina 1994",acm trans . database syst .,
2309,"automatic generation of production rules for integrity maintenance s ceri , p fraternali , s paraboschi , l tanca",acm trans . database syst .,1994.0
2310,formal query languages for secure relational databases acm trans . database syst .,,1994.0
2311,"bounded ignorance : a technique for increasing concurrency in a replicated system n krishnakumar , a bernstein 1994",acm trans . database syst .,
2312,"tracing the lineage of view data in a warehousing environment y cui , j widom , j wiener acm trans . database syst . 2000",,
2313,emancipating instances from the tyranny of classes in information modeling 2000,acm trans . database syst .,
2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,acm trans . database syst .,
2315,"iterative dynamic programming : a new class of query optimization algorithms d kossmann , k stocker acm trans . database syst . 2000",,
2316,a model for compound type changes encountered in schema evolution acm trans . database syst . 2000,,
2317,a foundation for representing and quering moving objects acm trans . database syst .,,2000.0
2318,improving database design through the analysis of relationships acm trans . database syst .,,1999.0
2319,security of random data perturbation methods 1999,acm trans . database syst .,
2320,"probabilistic temporal databases , i : algebra acm trans . database syst .",,2001.0
2321,"i/o reference behavior of production database workloads and the tpc benchmarks - an analysis at the logical level w hsu , a smith , h young acm trans . database syst . 2001",,
2322,temporal statement modifiers acm trans . database syst . 2000,,
2323,optimizing object queries using an effective calculus acm trans . database syst .,,2000.0
2324,"cache investment : integrating query optimization and distributed data placement d kossmann , m franklin , g drasch 2000",acm trans . database syst .,
2325,"a new approach to developing and implementing eager database replication protocols b kemme , g alonso acm trans . database syst . 2000",,
2326,theory of dependence values r meo,acm trans . database syst .,2000.0
2327,an algebraic approach to static analysis of active database rules acm trans . database syst . 2000,,
2328,answering queries with useful bindings,acm trans . database syst .,2001.0
2329,probabilistic object bases acm trans . database syst .,,2001.0
2330,editorial 2001,,
2331,an extension of the relational data model to incorporate ordered domains acm trans . database syst . 2001,,
2332,"data mining with optimized two-dimensional association rules t fukuda , y morimoto , s morishita , t tokuyama acm trans . database syst . 2001",,
2333,"querying atsql databases with temporal logic j chomicki , d toman , m bіhlen",acm trans . database syst .,2001.0
2334,"applying an update method to a set of receivers m andries , l cabibbo , j paredaens , j bussche 2001",acm trans . database syst .,
2335,flexible support for multiple access control policies acm trans . database syst .,,2001.0
2336,distributed query evaluation on semistructured data d suciu acm trans . database syst . 2002,,
2337,top-k selection queries over relational databases : mapping strategies and performance evaluation acm trans . database syst . 2002,,
2338,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,
2339,atomicity and isolation for transactional processes acm trans . database syst . 2002,,
2340,"multiway spatial joins n mamoulis , d papadias",acm trans . database syst .,2001.0
2341,"a case for dynamic view management y kotidis , n roussopoulos acm trans . database syst . 2001",,
2342,editorial 2001,,
2343,"schemasql : an extension to sql for multidatabase interoperability l lakshmanan , f sadri , s subramanian",acm trans . database syst .,2001.0
2344,transactional client-server cache consistency : alternatives and performance acm trans . database syst . 1997,,
2345,"disjunctive datalog t eiter , g gottlob , h mannila 1997",acm trans . database syst .,
2346,object normal forms and dependency constraints for object-oriented schemata acm trans . database syst .,,1997.0
2347,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach acm trans . database syst . 1997",,
2348,"applying formal methods to semantic-based decomposition of transactions p ammann , s jajodia , i ray",acm trans . database syst .,1997.0
2349,an adaptive data replication algorithm,acm trans . database syst .,1997.0
2350,probview : a flexible probabilistic database system acm trans . database syst .,,1997.0
2351,"logical design for temporal databases with multiple granularities x wang , c bettini , a brodsky , s jajodia acm trans . database syst . 1997",,
2352,"multiview access protocols for large-scale replication x liu , a helal , w du acm trans . database syst .",,1998.0
2353,ensuring consistency in multidatabases by preserving two-level serializability 1998,acm trans . database syst .,
2354,an efficient method for checking object-oriented database schema correctness acm trans . database syst .,,1998.0
2355,optimization techniques for queries with expensive methods acm trans . database syst . 1998,,
2356,safe stratified datalog with integer order does not have syntax acm trans . database syst . 1998,,
2357,"database design with common sense business reasoning and learning v storey , r chiang , d dey , r goldstein , s sundaresan",acm trans . database syst .,1997.0
2358,"supporting valid-time indeterminacy c dyreson , r snodgrass",acm trans . database syst .,1998.0
2359,safe query languages for constraint databases,acm trans . database syst .,1998.0
2360,information gathering in the world-wide web : the w3ql query language and the w3qs system,acm trans . database syst .,1998.0
2361,database design for incomplete relations,acm trans . database syst .,1999.0
2362,temporal fds on complex objects j wijsen,acm trans . database syst .,1999.0
2363,broadcast protocols to support efficient retrieval from databases by mobile users acm trans . database syst . 1999,,
2364,"conceptual schema analysis : techniques and applications s castano , v antonellis , m fugini , b pernici 1998",acm trans . database syst .,
2365,an access control model supporting periodicity constraints and temporal reasoning acm trans . database syst . 1998,,
2366,inverted files versus signature files for text indexing acm trans . database syst .,,1998.0
2367,towards a theory of cost management for digital libraries and electronic commerce,acm trans . database syst .,1998.0
2368,indexing large metric spaces for similarity search queries acm trans . database syst . 1999,,
2369,type-checking oql queries in the odmg type systems,acm trans . database syst .,1999.0
2370,the sift information dissemination system acm trans . database syst .,,1999.0
2371,"an ontological analysis of the relationship construct in conceptual modeling y wand , v storey , r weber acm trans . database syst .",,1999.0
2372,distance browsing in spatial databases acm trans . database syst .,,1999.0
2373,gloss : text-source discovery over the internet acm trans . database syst .,,1999.0
2374,"optimization of queries with user-defined predicates s chaudhuri , k shim acm trans . database syst .",,1999.0
2375,"specification and implementation of exceptions in workflow management systems f casati , s ceri , s paraboschi , g pozzi acm trans . database syst . 1999",,
2376,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution vldb j.,,1999.0
2377,mil primitives for querying a fragmented world vldb j. 1999,,
2378,"the intrinsic problems of structural heterogeneity and an approach to their solution t hфrder , g sauter , j thomas vldb j. 1999",,
2379,"fast joins using join indices z li , k ross",vldb j.,1999.0
2380,"optimizing multiple dimensional queries simultaneously in multidimensional databases w liang , m orlowska , j yu",vldb j.,2000.0
2381,update propagation strategies to improve freshness in lazy master replicated databases 2000,vldb j.,
2382,efficient support for interactive service in multi-resolution vod systems vldb j. 1999,,
2383,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",vldb j.,1999.0
2384,"on periodic resource scheduling for continuous-media databases m garofalakis , b жzden , a silberschatz",vldb j.,1998.0
2385,introduction ( special issue on multimedia databases ) 1998,vldb j.,
2386,"optimal clip ordering for multi-clip queries r ng , p shum 1998",vldb j.,
2387,spatial and temporal content-based access to hypervideo databases vldb j.,,1998.0
2388,opt + + : an object-oriented implementation for extensible database query optimization 1999,vldb j.,
2389,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data vldb j.,,1999.0
2390,delivering presentations from multimedia servers 1998,vldb j.,
2391,approximate similarity retrieval with m-trees vldb j. 1998,,
2392,"semantic caching of web queries b chidlovskii , u borghoff vldb j. 2000",,
2393,"learning response time for websources using query feedback and application in query optimization j gruser , l raschid , v zadorozhny , t zhan 2000",vldb j.,
2394,"unql : a query language and algebra for semistructured data based on structural recursion p buneman , m fernandez , d suciu vldb j. 2000",,
2395,"functional-join processing r braumandl , j clauпen , a kemper , d kossmann",vldb j.,2000.0
2396,"view management in multimedia databases k candan , e lemar , v subrahmanian 2000",vldb j.,
2397,"declarative specification of web sites with strudel m fernandez , d florescu , a levy , d suciu 2000",vldb j.,
2398,"analysis of navigation behaviour in web sites integrating multiple information systems b berendt , m spiliopoulou 2000",vldb j.,
2399,guest editorial : databases and the web,,2000.0
