pub_id,author_list
1119,"['83dccb1f-7bf8-45c0-9925-f1a75c6757db', '2891f25c-2f89-4706-8c07-3938c9299524', '4bacee94-3c20-4e97-a1be-18339ac11eee', 'b7716e4e-8365-4628-9030-41655f0e4df4', '34538491-a564-41c9-bf34-fe7f393e4284', '8f579bd6-38b7-43f8-9a2e-0510947a33c3']"
1123,"['06f5e426-952e-425b-a9c3-c28410c324b2', 'c671ab4f-c9e5-4df2-9ab4-2985f3cbb7ea', 'f470a52f-5561-40c7-9f8a-702e1837f9cc', '631bd0c8-04fb-45e7-80fa-8069047cac53', '4ca8f274-5bdf-4eaf-b237-dcdda4d6be26', '79712e9c-5694-44a0-bae9-fd5079ef1d2f', 'db4c80c5-5747-4f4a-a7bf-7aba25200d89']"
1125,"['a9c722e9-d470-4aa9-a741-ff189be4f188', 'b0682f67-b030-4ba3-adc3-fd1047de4799', '719fde5b-fe0b-43e6-baef-3bff71cdd747', 'c2f06acd-8b8e-4004-a219-de328bc1a42d']"
1126,"['6f7975e7-9819-4e6c-a706-febdaf32308d', 'd4ca72fe-fb15-4641-b505-b46a29a2d58c', 'fcb4b7de-52a7-45a3-a5a2-61f3db4255e9', '4101a2a0-95d6-4ce7-bf1f-c97a3c8f3799']"
1130,"['e9117063-4557-4f19-8b73-da84b8043438', '2305e684-8d07-4005-bda5-e07634cb5990']"
1131,['47db3fd9-ee51-42a8-b04a-3ab8aae7445f']
1134,"['d981f853-6a0a-4b9b-9da2-f6f5138420ac', '444dd070-1ea0-4618-b9dd-4d0eb73ec6c6', 'ba28714b-2d27-47cb-a28b-d23f3337f400']"
1135,"['0437e336-cb07-4fea-ba23-7020a4e00e0d', '7282da0d-ce8c-4067-9673-4cded81ccf6c']"
1137,['0839ad43-f68f-499b-be94-e9051398fc30']
1139,"['152af4b6-ce61-4691-a47b-d45af6e9620b', '47a0ad3a-1626-4b5a-8175-fd7064d0aa07']"
1140,"['902ea366-e028-4881-8b4d-289983ea8ae2', '2398f7ed-9def-4cef-bb43-6c9e675fabac', '48c58bca-2496-4fb2-af83-aae95ccfd9de', '64fe7286-a7a7-4ed8-8a63-8dc4b6b66df7', '4b09db9c-0079-43de-8a96-26a18797ca53', '02c18df6-0675-4e68-9c97-49b2778381ea']"
1141,"['06427a6e-91f1-48f5-b4d6-3d7d6d1c635f', '22673ef7-74a7-47c9-b885-72ced81ed335', '39c99bac-64c6-4a3e-b045-d138248206ae']"
1142,"['b995724d-39c4-4953-a18d-7de8f5f37896', '8684a994-8d1b-4888-9a64-77b5079cd9db', '3845acbd-d213-429e-9e12-db092af6a074', 'e8688402-4c96-4e76-ac15-160c39a0f98a', 'cb2f47b7-a8b4-4820-a912-438e95ab4d33']"
1145,"['4c40a111-3249-4f81-8dc0-e65c5eab46d2', 'e647cdfc-0996-4c8b-b518-00c95a293218']"
1146,"['277feaaf-43b1-47fc-8ac0-a1ce7a500602', '82c5fe60-d6bc-4f91-8c5f-df1f10a60e5c', '45be3a8c-8b82-4ce2-bc79-41c87b147314', '585c0b26-d69b-4457-bf9d-c19303f58845', 'e9a498b6-eb14-43e2-8d5a-6c56419e28be']"
1147,"['c98b563b-8bac-4e92-9661-f37bed8e26e1', 'a3e2c946-9852-45db-add3-563afb5dc747', 'eae6820c-8c58-4531-9cef-0f6c45dba36a']"
1148,"['d7910b51-bf53-4946-9fc4-dbc30d3e05a6', '68015431-06f9-45ee-b5df-60331a317229', 'cbc3e2e7-6d29-4b93-8831-7207d00c7a5b']"
1150,"['135aa3cb-d168-4bc4-a896-92404bd5db00', '8ef95aca-43aa-4ac2-b2b5-09c5d85f5e99', 'd4aef151-5229-4175-931f-0e80089f79ec', '629caaa0-e084-4208-bb4f-0a145c8c415b']"
1151,"['996a4a5d-0157-4ddd-b437-b7c0c622798c', '60fea293-b8eb-4cbc-aad7-1ef95d45b217', '8013ee87-452c-43b5-9b1c-90c6cead38da']"
1152,"['e8f5914c-bc15-4976-9794-40f99f66ad6d', 'e668aa47-8f05-447b-9889-f40cf66d1e3d', '425b00b4-9b01-4672-ba8f-465e2a9ba5a9']"
1153,"['73b5845a-f87c-4a99-a41b-761ecab8fc12', 'df934e14-0d34-49c2-ac40-f7a117b8e062', '36fa3728-27b3-4cf5-bfa5-c1de9d331541']"
1154,"['94956d9e-d25b-400f-bd03-3dd11f092c7f', '706b8cc4-3d9e-4d8b-8848-813622a9efef']"
1157,"['321afc8e-e881-4c99-a255-590f4003bcf2', '521b8287-64c1-4d72-8c47-08be6c4f3e44', '252619f4-ab70-4d72-a227-f7b5927ee8d2']"
1160,"['2a0130c2-202d-4a22-900e-9637b97b0957', '40823dc4-5488-43cb-9977-77cebb8c440f']"
1161,"['8a355757-7667-4c28-a30c-2be3e202f22b', '9ae8855a-fe81-4814-bf15-0fafaa886c64']"
1162,"['19da040c-52a8-4f84-9944-bb8df8c8a951', 'ac5e8cbb-e211-4d2a-b15b-05daa5d221b3', 'eb79d47c-35bf-496d-a0e5-595d6ba4d922', 'be963064-f427-48e7-8543-857d1ee8ed18']"
1163,"['31d03081-d137-489d-83d5-3e09e5eccd35', '9f02fc41-0865-442d-9d08-c1d1f9b89e78']"
1165,['00150a08-0d05-44f4-a4cb-7cf06268f773']
1166,"['b22bfe61-5cc9-4330-b5cb-45191b36532b', '3eb678d3-e879-43e2-9ba5-807956d40499', '7638dab1-763f-42e5-a7c6-746b96e45228', '0f5b5033-96c6-419b-9f93-9adbe9824cdd', 'bbfeb0ce-31ef-4bae-b8ff-b61afcbabe8b']"
1167,['37b07c6a-3321-44ce-955c-e8e6fb286d0f']
1168,"['22647c7d-8cd3-44f8-881e-2d8a56cb6ae9', '7ff9e132-74d3-4bb3-82ac-731059eeee4b', '1ca38ae0-4ecf-4376-a499-bb747a278d90', '4cac4161-7aa9-4635-9c38-a8b8286bb69a']"
1171,"['703960a9-e13b-47ee-bf0f-58a420c6b464', 'f3b6cbbc-730c-4fee-92f1-1012bd32bb89', '69990f5c-ed7d-4f73-81e7-3093d7960e75']"
1172,"['47a3168a-3bdf-41a9-9e5a-b31beaf1315b', 'f59e5419-7235-46a0-a5c4-11652c91da68', 'b0c4ebd5-b41e-4d2f-a4a3-e440326b30f9']"
1173,"['5747dc7b-d65a-4d32-bbc7-b2e6080b481b', '130e2494-bd97-498b-ade6-8ca2cb1597ba', '4b435c79-6331-498d-9437-c7c0a82f54c6']"
1174,['1f8adf0a-7531-409d-8404-f1492b611fbb']
1175,"['425d7d92-64d3-4a3a-a069-d35e327096f1', 'dabfb86d-b9ef-4ff1-a861-a93ebfa0b117']"
1176,['19b7dd58-11cf-49da-a0e8-12becf087a88']
1178,"['70ed2f87-a523-49a1-9fa3-dc41d653ba3c', 'aa0a148b-b308-4e68-89b8-2f00dac5d86d']"
1179,"['22122d3b-3f40-4340-9654-a1355a315914', '49c44548-7999-4aa2-a95d-c569e5670f08']"
1181,['48d0a2be-4bf4-4805-a988-4d79377401ec']
1183,['d45d00d5-c56f-4fcc-96b0-035d7a9d61f9']
1184,"['64e06218-7437-4c1e-8cde-930765b8e0ea', '7a8d6f1b-0b14-445c-8e21-a98de3674b4c', 'fcbad27a-70d2-4fca-b902-b06e0da03525', '776416aa-4059-4048-9fd0-c14bb1e70d87', '1120e92e-428e-4c98-96cd-18046a6da008', '1b2bc555-6976-41a6-aa67-ae46910814ce', '4137bffd-55be-4621-890d-a68fc9b49582', 'ba28ae03-8069-426a-a206-334976aa80cf']"
1187,"['ced4da91-0355-4c5d-8f79-902e4b136f22', 'abdf021e-1829-44e8-8438-f3581a40df16', '5c55aa1d-5415-448d-b63f-d2fca023b496', '08872e09-8a17-49db-aa4d-d4b5e2d50792', 'c1dee2b7-93e0-4ca7-ad5b-7494b60a1410', 'c2bc9bae-becb-4274-b10a-27ac22ce6348', 'e8f7b897-9436-4841-8b3b-f46d9196088c', '5e95286b-f784-46e7-a1ed-fdea23a30a59', 'a973fdaa-884e-48cc-8f27-f68d52753b6b']"
1191,"['50b35eae-d144-40ab-a5c0-daadc4c1f623', 'f1772363-a95b-4d9f-ac30-05d644b9c97e', '614faa8f-3203-4e8e-a849-b127e4613cea']"
1192,"['79f76463-0900-40ac-9b21-346746e891e4', 'ee6d9056-7fe2-4d15-8064-e19ff8c06e0f', 'd730122f-d968-4a1a-9c21-06c4f2d1d215', '90872b79-dc96-46f3-aad4-3a3dd2647399']"
1193,"['9758425d-4fce-4cc4-a98e-b8a2eecbf39f', 'c6e40184-980a-4912-a655-972ee44fa9b9']"
1194,"['28b391d7-01b7-411f-b9d4-5d8da9ba3667', '3aad59e6-2c99-46e2-8b5b-7fbbf830ec30', 'ec8f605f-1758-4a93-b18e-864d21195cfa']"
1196,"['060b543f-af8c-41f5-a01d-d94e74093512', '2c48d11e-5bd8-4f93-943c-827847fa8194', 'a93f32d6-d6bd-4dab-b642-0b3c3d13bf1b', '0651169a-5e7c-4048-84fd-913273562627', '4edb794f-7108-45c2-94f3-c797bea5b61d', 'eb734593-8774-428b-b7e4-ccc5960357f2', '26fa5da0-7984-48d0-aab6-0e07dcaea304', '610dbddf-c5b6-4c2c-8326-7828c124c0e2']"
1197,"['4eca1a81-f518-4147-978f-a7eccfdadaca', '515055c3-7b50-4e8f-bd90-ad7834886e0c']"
1198,"['f94d0fcb-8583-41cf-8c45-9cc647ad8f9b', 'dec66c42-bb76-4847-8eb4-86574e836015', '709b127b-675a-413e-8817-8ba94f362309', '5b7eab88-f326-4f61-b41d-8a11aadc4436', 'ca310c87-d8c2-4ab9-a36d-950382c3ee16', '58c03a69-568a-4bb3-87eb-033e32492872', '5a4975b1-9b6a-4bdf-ab62-b5cb78174289', '0c16c21e-c0a4-453b-bcd6-b87dc263ecd7', 'd80452b1-d213-4e20-a025-5a606bd5e028']"
1200,['f9e32d42-8a33-404b-a016-f879ee7bc2f1']
1204,"['d49727be-9bbc-4775-a5ce-6e9019f789df', '2604e0c8-f98e-49a1-a8df-c0954ce96f2b', '9fe9f49f-8162-469c-a6b2-dd08ca09d578', '1019a797-fd9d-4c33-add1-ba5016b7c2f9']"
1207,"['9874cf48-3512-4b3d-8c6d-5198dd9ff309', '98e2849f-c804-49c4-b7ab-5de4f7ebd1a2', '700ea943-0c4d-4c60-8007-8d93e3764979']"
1209,"['2a83e295-d2d0-4e79-a0bd-ceb5fa1c6b58', 'ad8ec3b6-3cb2-4a93-80be-f0f87560ea51', 'd45d8da8-d347-441b-8cb7-48cd8fdb1a52', '919cd9fe-90ac-4690-bc95-c58c9118c63f', '626dc514-6aae-425b-ad29-3b91ae7ad4a8', '81975bcb-e838-41ae-95b0-2a1adfa1705e', '1d35cf85-8f11-4701-af7d-333be12019f6']"
1210,"['64506ee0-b5ec-44b5-885f-7653144e02fd', '7856edd2-bc7f-4233-baa4-5eda0167aab6', '7fcab1bf-5b0a-4483-9a26-0f6ea196ff9c']"
1211,"['8c947c1c-315a-45ef-8d0f-5b0416f9f65d', '2b504166-fc54-483c-9bf9-b7fbc41d44cd']"
1213,"['5eddc126-9e88-4d2d-b229-a00f98c2dceb', '8227a898-45f0-4ffe-b768-b91de81f9421']"
1214,"['aa1d3675-e95c-4c67-806b-e3402f1d1da5', '124eeb18-39c7-4526-8bd7-1ed79949286c', '44b7886e-e6ca-4be7-94ef-648dca2e21fa', 'ffa3095f-67c4-4510-9f8e-1c19a6102d55', '2812f82b-03c7-4f1e-bc7c-d7f8c1cca2a1', '328bfe9a-a31e-4231-87fe-1baec3524758', 'cc413ff7-41d9-4aca-bc0f-fd150be6ba4f']"
1218,['a0994902-2ba5-48b6-83aa-8c79365966bd']
1220,"['22c71048-1afe-4f0e-af86-06a1674bfa5c', 'b9cefbaf-be63-4e40-b96d-d1773c84e7f3', 'e7484e0c-2e45-4bbe-a440-fa5784be149e', '115e335d-74f1-45c5-8677-ebe04c4ed6c5', 'dea568e6-9e9b-4c4b-9ca1-ea71457b88bf', '0e976a47-a058-470d-accc-8b5c54a29a1b', '39df07bb-cb19-45f0-9599-1576b9a8f785', '006439ed-98f8-4384-ba70-46aded4276b0', '2711fb9f-8126-44d0-9614-711516e2acf4']"
1221,"['9e62f95a-cbc2-4ba0-b354-8bf3e9a4ec81', 'd00c4f36-fedf-4605-a9de-2cabf2dd0430', '7dcc3713-dbb8-4961-82e9-9e4342fb3051', 'e4bd7a2c-ddc8-46ea-99b6-53b0935d178b', '441fbcc4-5b19-4859-82ee-82cace1321fc']"
1223,"['a8175350-b478-47e4-a21c-d35d702187a8', '2fe96c2c-1052-428e-8a62-929018578e0c', 'c709c5b6-ac6e-49e9-92a7-59f1fcb88131', 'ba634ffe-27f6-40d3-b6b7-30caaeb75f0c', 'e4f0f97e-5387-4d7d-87a9-c68dfc9972cd', '77a31560-7c0b-4a7b-aa67-370ce5374fd7']"
1224,['8a221ee4-002a-4e71-8496-dfae1c90bb26']
1225,['9895b11f-ca92-4c8d-8eda-b3abd7414e4a']
1228,"['8f2350a9-58f3-46d1-8061-9e83c558b814', 'd2b1d972-35ed-44c8-b892-d1be7472839f']"
1229,"['268c6055-dc57-4f29-b537-ae092bcc318b', '48277fd9-349c-4f17-8aed-68040f222092']"
1230,"['b6ae6c88-b89d-4ea4-9f39-6d3ad3bc6fcf', 'a3659327-c6dc-4023-83b6-3f56e834d558', '4f751e3e-eded-4c6c-b548-854031076fe2']"
1233,"['3099e3de-4fbd-46ab-ae2c-c1a7dc910008', '9898bfaa-033d-4058-bebe-95f40ad851fb']"
1234,"['53d918cf-c9f0-4495-bf10-c109ea6eb8b3', '3afe9fd0-10d3-47dd-b3ab-e957ed31e1fa', '4b068a29-2b2c-47e6-b3ae-ce0c63f7e621', 'dbabe1af-7d9e-4d71-9e80-451ff91819ef', '291d6531-a31b-41c3-8500-4c7ecde7e3d6', '8057d6dd-ea24-492d-a60d-eee1582ad36b']"
1235,"['e2e22e40-7ec3-4c0d-a9b1-c6a2fa6a75b0', 'd8edccf9-1e03-4a2d-b00f-6f348c6faa2f', '747da2aa-c85c-4078-b2af-8645f9439740', 'ffeaeefc-2445-4965-83ea-a2ffcddcd7bb']"
1243,"['7769d319-9a86-4911-9010-4dd49a9c7345', 'ccdd33e8-f4b9-4f3c-b127-8a6d6073b404', '7af21756-4891-453a-85ae-47bf6706ed58']"
1244,"['badb30be-acae-407c-a8a6-c53c5e19ed16', 'df79368e-cf62-49e8-878a-3bafc57d5865', 'e2c0b168-7a39-4945-9f39-c75f73af7df9', 'f009c4b1-b4f1-4250-ab4b-74e1ba181c54', '93cd232c-df67-4f98-b3a2-53c6bd5be4ad', 'fc89c75e-b9bc-4e5d-9823-2675ce335153', '5f513663-e325-4cc8-b975-8c44ab52b91a']"
1245,"['b3735310-fe30-4c0a-b084-a44e4139f031', '421b2c52-2c37-4b39-8f88-135f61fc1b9d', '9c5e7f30-9664-48b8-ad93-6c8b5c3634eb']"
1249,['ec781ac3-39d4-414a-9e0d-50bede985ea7']
1251,['1a670655-dc2c-444e-b3c5-0a741c1b31cf']
1252,"['6248c782-bdf8-4388-b785-bc3dd23625fc', '43786146-094b-4928-9892-91f4ffae2308', '55f79498-f037-420e-9a77-94a37dad7f5d', '8c2d9742-a8c6-444f-bdbd-e5333525531f', '8de792d0-9451-4b99-9f30-d4f4cc9fea2a']"
1259,"['645b6eb6-0908-4149-b1cd-569abc0cc954', '511c725b-dbae-41ee-a20b-730ec356cc62']"
1262,"['b2b7ca7c-88ff-427f-b63e-19bf506879ba', '9c1cbffd-d5a1-4e29-b1e4-de6fa5d8edeb', 'f01c7e25-4b96-4ffe-bdb3-e279bf8c3b02', '0fdba667-5668-4820-a4fc-b0e31765dad0']"
1263,"['5716db79-e374-4e18-aa0c-a06f7f48330b', '877d1ee7-b835-4885-b980-16fb5bda2545']"
1265,['9a30df58-ae5f-4a71-9eaa-61ac96209f1e']
1269,['6499b7c3-eabc-4961-8418-99a10d6c18ef']
1270,"['31939b76-78ef-4459-888b-26f977a3ed18', '5f7d376e-01f5-4ec5-a73b-3dea13d64bfe']"
1273,"['cc60aab2-baec-4c15-a1d7-73789ee2b5cc', '40967863-f4b8-433a-85d6-78b5be1de7f9', 'e0f99b3b-b20c-49b4-ab19-262b85c0b887']"
1274,"['45c39364-6f12-48b4-81fa-ceb0c570ca39', 'c3117f00-e7b0-492a-aca4-b5b7152bad7f', '0f87b079-46e9-4aed-af7a-7ab7bb10a629']"
1276,['5e652025-fde8-47c3-ad08-ba58dad180f3']
1277,"['5c5833ba-4c5f-4f15-997f-a0fe0da39979', '30c54158-79a8-4ac3-acd1-00272cdaf491', '1b25b789-0705-41d9-80b4-a0340986f8fd', '6c44dc47-d3c0-48eb-8d92-47e73bd38cad']"
1279,"['dbdc690c-0686-4460-bff6-266afc35d5dd', '1631fd80-2afa-4726-af27-62dbb936356b']"
1281,"['21dddcaa-f083-487a-9f70-0f8ef6e260d9', 'ab6edad6-9c50-44d2-b941-f33dd0a61d97', '2eabd4fe-ec8a-45d4-a020-530eb185cda7', 'd438cf64-1b94-4215-bb44-2aa3d475ca5d', 'd2340251-182a-4bfa-bd96-80b960c3148b', 'ff5a8868-7d83-4443-ae7c-ce7e0db4e21a', '0d417a20-1e24-4565-be9a-0b7b7cf8b367', 'da5614b5-c3a8-479b-9646-b722c41f34a2', 'ffd651af-27c6-4bdf-bab0-1afc229bee11', '7cec3966-6046-427e-aba2-c4cc1474b948', '8c06ab1c-8893-4d98-b1b1-2c7fc65730e2', '90383ac1-521c-4380-bb9a-18baaf074402', '465f2295-eb84-4bca-9ccf-6d97e7835b4f', 'bc382621-2edf-4734-a072-5459223a3f1b', '90fa600b-829d-417c-bba7-13c224809919', '993b2806-7609-454d-b690-88e2977adb8d']"
1282,"['173a99ec-43e1-4a43-87b0-f6dcb74ab1e5', 'a2b7e20a-185a-4825-aa5d-f7e78c0eb4e6', '53a0d638-2a2a-4390-b431-c5c20969d210', '7da50104-813a-4044-8471-6119a13fb47e']"
1285,"['8e5b8d65-313b-4857-875a-b0c2113255ba', 'c8c9c975-7d29-482a-ab38-abfcff45edc0', '4ee00d5f-7e54-4ab9-b38e-bccfb76069db']"
1290,"['36d9261c-0a98-4f98-9983-a431beea9e19', '9ac8cec5-3f23-4420-805b-254e01be791e', '09cbfcc8-65ee-4ab2-81de-071152b3186d', 'd068efbb-2b2e-4daa-8a36-cb6ce4671639', '17f4d066-cc19-49fd-966e-52661d3d4067']"
1294,"['405bd162-d98c-414a-8c15-062780b0f8f0', 'aabaca57-1f37-49ec-985c-b41e6d55e12d']"
1299,['0bb41758-f951-4dd6-a666-8ab317210ddc']
1304,"['03fa0940-e4c0-4697-b0be-1da0cbd33ec7', '866698ee-c155-4da1-8ef5-42c583d31b92', '8d1f8bd5-6137-496c-8a33-68f266cc4e22', '62d3f923-0bcf-4c98-9d87-3e9f4c54c17f', 'fc035b21-2fe1-40f0-a610-d11afe8b3e60', '783674f3-a34f-4161-a5c2-c2b76c1d988e']"
1307,"['15f7f7c6-8318-4746-963f-4b62feef7844', '600deb6f-d953-460c-ac15-62304b7ba12f', '32820e1d-1466-49ef-97d1-c837cec2c398', 'f14cb4ac-7cc0-4ad4-9d81-10f92a90d76e', '944c9023-f479-45b2-8895-580fa14442a6']"
1308,"['b535a799-9fab-4d23-ba18-09ea39b6755f', '3a0d0c78-039c-4823-a675-1da13f240e85', '1529ad1c-365c-42dd-ab3b-047bc3e8d8c5']"
1309,['d0411f79-6ea6-4846-ba3f-add9050065ab']
1310,"['12d92ea1-23e9-4a69-9a07-d7a98ef6d1e2', '715f33cb-d6cf-4b65-920a-75cd38b5be9c', '06ee2f97-c154-424b-aa33-740a36aa437f', 'a3f7edb1-ebba-48e8-bc84-cfb269d2e27a', 'bb15d55b-7dda-4b00-9016-82b7a58067f8']"
1311,"['05db494a-39ae-4e93-b3e2-d7eacd6469a2', '878d62db-f950-4df8-9f17-53d5a11a2b53', 'b3df3bdb-7a73-4621-883a-64397e3d56f7', '857f6c72-c34f-425e-8992-f1dfc21f92fe', 'aa5bb560-dd8e-42ca-8a08-87d4563a5b83', 'a90ff2f1-d8c6-488f-9938-9ee4f2c55a36', '2f19ff68-8f3b-4e24-ab65-e7f5ce05a561']"
1315,"['30ad4def-ddf2-4400-a903-7c632c9dc99e', '3b242611-27f1-453e-9c0c-9bc78b46bdf8', 'a9324f86-2004-4496-917c-5591592f1f70', '3b7a9932-4572-4dc6-bca1-e3192734db83']"
1316,"['83edf319-7271-4196-920e-5a418b7dc5d4', 'e766aa1f-4d98-4c28-9556-441557f3c963', '7aac5a50-2524-431d-82d2-8b50eb1dd01f']"
1318,"['b0cfc7b8-d267-4503-9743-c25605df82cc', 'c37f01bc-1c95-465a-bc45-a94d0f4d79aa', '8193635c-74b3-420d-93f5-07e2e24702de', 'c11c5d1f-ad7c-4083-bfa8-4771295f0794']"
1319,"['613d1587-f7e2-4f8d-a94f-16926ebaa079', '94593e2a-a016-4e61-bd83-b43d901d9d6d', 'dbecc79a-5cd8-461d-acbe-3d955fcea7ff', 'c88f6102-5483-4888-ae5e-9ae5858e3e69', 'dcf6e390-d070-4e58-93b6-67432ceef113']"
1320,"['f4d4c757-090a-4f1c-a1c9-9997eedfbcab', 'b5dc5995-9603-4261-a271-c4e38facf7f4', '192f43bb-3f53-46bb-a4e3-7c4227b14ddb', '1abea123-dfaf-4d2c-aa89-72191c06b5a5']"
1321,"['0c6dc2d2-a1b2-4b14-9012-d886f6f9cf8f', '49cd2fde-9856-4843-8dd7-36c275bd9f5f', 'a6d1c624-28b7-474b-92d8-ee6aa739e8af', 'cef7c98b-d995-4ede-8751-171968c2e4b0', '8e596c3e-1ac5-468e-adf4-e62fea66c2f3', '34251629-889d-4dae-a81d-3d01d45807b4', 'afbc653c-1243-4b02-9dcc-dfb1d1011042', 'aebb3d35-03ea-48c4-bb28-882a10235bfc']"
1322,"['c0eacd20-80d7-4daf-b15c-2209330d34d9', 'd0062fd2-c8f2-4b99-9ec6-fc6b6c850ee1', 'f3201a51-6167-460f-9cba-293e1a1d99f0', 'aa6c380f-ada2-4928-936f-2361642a1340', 'ebca8208-5e02-43ba-80b9-fd6711aedaeb', '5e69e1bb-478e-46c2-be2b-d4d0b73bad56', '392a2285-2fbb-400a-9b70-87148148722f', '1bca518f-bd4d-4b23-b9de-b9e4a1df5bba']"
1325,"['0dc1ed7e-6dce-4496-9950-20674135d82e', 'c2124503-6621-4b2a-acd4-5b50d1d2fdab', 'c686ca1a-221c-412e-b9f4-8e40ba73fc35', '8e0e177e-fbfe-4898-9158-0b9f4c3aa5b7', 'ce009197-4d1e-4f6a-9f9a-b82d95a109fd']"
1329,"['86913dc6-4074-43c4-8750-6956b57dce39', '6b714d9a-0687-4eab-b6e6-146c28bfa08b', 'fe76f79c-854b-41dd-9dcf-7b9841717ccb']"
1331,"['49338975-2d1c-4be6-852e-d2e6b3888ad8', 'b64261d5-be51-4776-b961-ca0e45c40757', '62e58438-f940-4821-9b93-5e5e2a1ab89e']"
1335,"['56023559-1a58-43bb-b6bb-e69aaa86e88b', '8f537946-3e90-4a18-a13f-a78115a81aca', '4c514f09-d4e9-4fa5-a665-211a5ba76238', 'd71f14b9-b1fc-47b2-809e-6f8d7382fb47', 'eddeb616-9234-4eca-a0cb-016c83c3d45f', '7cfff6fa-3c1f-4d44-ba2a-9d68d7cf68b5', 'd87ed702-2817-4568-8e3a-b1d5524732eb', '93801f3d-833a-40f2-b771-26d5986df469', '22c98331-7fb7-47aa-a051-9291bfe8e7f0', '10f3c057-a9bd-4036-ada2-0b9fdff8e2d0', 'f1983fed-2eaf-4340-a7f6-6a0ec3131b6a', '92cdd3bd-7f67-467f-b5a8-43f55135a2a6', 'aedea004-6cd5-4481-ac3c-e1bc5a02ac27', 'c100f566-7f76-491f-8487-e2b4135bce57']"
1341,"['9326213c-0777-488d-92a7-75cf8b229ffe', '68a4107c-aa23-4644-a8e6-9aa15955c5f7', '1e8fa6d5-43ec-4695-b643-1dfffd376bb7', '492094fe-56fa-4064-b537-d16f63c7a6d4']"
1344,"['abfdaf2c-c184-4d69-b06f-8226067727b4', '90124649-5a29-4f84-9166-7f6b74ce28d0', '0304840a-0326-4ac6-9107-fcc601bc8a32', 'd8e489ac-6d89-436a-9f90-67b36ca39bf2']"
1346,"['5e878ebf-84ee-477d-93ba-8cc3330e27a6', 'd261dd1a-f572-4950-be37-885f6b4d4d23']"
1349,['6be56009-5dbf-4100-8e11-268c2fd57b77']
1351,"['cb8106ac-c520-43a1-828e-421dd44f5171', 'aff2d895-20a1-48d8-908a-f7674f13c40a']"
1352,['b3d0a7a9-cb1b-4787-a7b6-88966c1a5deb']
1356,"['3fd71816-ee75-4f26-bd75-afb5e7f6bf18', 'e5c1c0ef-e53d-4763-93d6-37805d1d0379', 'b091129e-2e72-4def-ac33-4128364a1338', 'edfec73f-674b-479d-87e6-d9ef0fe38f51', 'a7864519-9b87-49b0-9708-7f752f126913', 'a6153438-c3ac-4413-862f-d8c6f395e943', '880a7201-a4db-410d-991a-9f26a112dc19', 'b96243fd-659c-4b99-8dd0-66d27b312b79', '3ce0165e-a1a5-48fc-b8fc-eea9629b7391', '8fe10d14-4743-48b7-8349-348d0d9c17da', 'df5ebf1c-5923-4202-8562-5b1944bc8230', '0698c634-1398-4fb7-b00a-eb3c9761232a']"
1361,"['630422de-1de8-48fc-b1fb-9d00c783cd72', 'c2a0687a-0584-4613-8c67-8a9dc8afc34d']"
1363,"['36bba627-7c21-4b53-8a34-bb60add2b60a', 'd346023d-98c7-4819-8c12-289ed5e3d7d2', '2dbcfee3-d595-4418-a287-eeaba95e97c9', '945a99d9-df73-4404-863c-1f39f5d3c138', '318632cc-58de-427d-afa5-367e7c14c483', '1c249e6c-5b6e-41b2-be67-3d10e6174569', '8b8be9c6-0816-434d-ae64-ae794443b432', '344a8bcf-701d-45c5-939b-e6f44d410392', '2bd9adcc-3748-4c03-ace0-6dae68b62527', '488d1d3a-196f-4edb-b606-d2acf812643e', 'b2ec72f0-39c2-4c91-abd1-14403d4e7e38', '16a92d80-6caf-4910-9377-db8d1720b183', 'c5848134-1a40-488b-a3db-52e3036c8bd5', '2f9c8fcb-3093-4cc7-bca3-f753cc4ed936', '5c0294ef-739c-443c-8f4a-d5eb001475c5', 'a00be0d3-980d-45a1-83a7-a97093c4e9fe']"
1364,['402790ea-e1cd-47e2-b6d6-13af7d26691e']
1366,"['2df01fb4-3c90-4117-a125-63a0cbfa4f50', '885bb825-b763-4df7-bd7e-9574d4f8c2e0', '8ab82aba-2d59-41ab-8c6d-6ed04691236b', '48106bd4-dc4d-4b4a-bc62-bb36915dcf52', '83ddd392-7f67-4186-9d65-cacee5ea9706', 'a4548564-47d9-4ae7-a6d9-8e85b3646404', 'afa3e0d5-059b-4fca-bb73-9e164e91dd13', '611d5e4f-2871-47f4-bcc5-bd1a3d7b7557', '14d640f7-65ef-4872-9f8a-ed7656413547', '7c216c8e-5d9b-464a-94c0-1b6eb11609a2']"
1373,"['255176b8-1c1b-40af-bb86-05499dc53203', '141e51af-6d22-4a30-8a0b-7adf4590af26', '2f0e7c73-c490-4bda-873d-6385fe6cf3f7', '38d16f4f-19a1-4fd2-9c4e-0797e4683467', 'da200389-8c5f-401c-bb1d-d6793cbbabd9', '7b79233c-fa39-4a98-9ede-387cffc0450d']"
1374,"['d70fda79-000b-48fa-a326-5c94f6f9af6e', 'e49e4db1-3d3f-4e5a-a791-94fae23a9e2c']"
1376,"['561224c0-a525-4031-aa04-530685e1df9d', '3e8eb6a6-4645-4866-bad1-7f1d82766848']"
1377,['36800dce-98e9-4e04-8e63-38be70f1672c']
1381,"['0b173848-02c3-4071-86f0-325575455254', '26e1b8ed-a0c0-45b6-b129-0b242d635df1']"
