medium,position,format,track_count
m_1b1f1424,1,1.0,11
m_63355854,1,1.0,3
m_3e9156b9,2,1.0,10
m_bf8f7497,1,1.0,11
m_1d77ea33,1,3.0,12
m_9f2cf5e5,2,,6
m_df9dcffe,1,1.0,12
m_3f89c02d,1,12.0,8
m_4bf213c8,1,31.0,5
m_fcfdceb5,1,1.0,11
m_eb15a2c5,1,,15
m_c776dc0c,1,1.0,15
m_7a1100a2,1,1.0,10
m_b27f94fb,1,36.0,17
m_0526b1ed,1,,18
m_f36de72e,1,1.0,14
m_7f8a070c,2,1.0,9
m_6c6c6039,1,12.0,60
m_f7ecfa15,1,1.0,16
m_2333c596,1,12.0,5
m_ae90d2c7,1,33.0,10
m_33be1872,1,,10
m_12aa416f,1,1.0,18
m_3eb30103,1,,13
m_b11add70,1,1.0,16
m_0e0e43f5,1,33.0,10
m_3a0f0dec,1,,12
m_94fd325d,1,1.0,25
m_6e6be303,1,1.0,12
m_8d5416a5,1,1.0,10
m_16d080b4,2,7.0,11
m_038f508e,1,1.0,12
m_0166937a,1,1.0,7
m_e5ce4a42,2,1.0,11
m_e69e9bf2,1,,11
m_9c5f13e6,1,12.0,79
m_13fa067c,3,1.0,11
m_57992aba,1,1.0,85
m_2b567123,1,1.0,20
m_28b5e534,1,,21
m_06b9cca7,1,,8
m_28bdfe66,1,,8
m_26425e5b,3,1.0,14
m_4e89d838,9,1.0,26
m_e40055be,1,12.0,18
m_c1ffd394,1,,18
m_44c2205b,1,1.0,13
m_bc66f6a8,1,31.0,11
m_529340d8,1,1.0,21
m_6d0af4eb,1,,14
m_e5fcc79b,1,,69
m_1e8edd76,1,,3
m_570548bd,1,31.0,20
m_b04ef957,1,1.0,38
m_a8d56f89,1,,11
m_db1973d0,1,12.0,11
m_5f40edb7,1,,6
m_f1bead0a,1,1.0,10
m_fc9599d1,1,1.0,11
m_3c14d552,1,1.0,8
m_5074fd8d,2,1.0,11
m_91fdf844,1,1.0,4
m_3cd39417,1,33.0,16
m_c425632c,1,1.0,13
m_654f4b6f,4,12.0,9
m_6fac1a0f,1,,11
m_f195f9c4,1,1.0,16
m_9cd5a774,1,,15
m_71f51f55,1,1.0,7
m_847f0fdc,1,1.0,14
m_2e2ab102,1,12.0,4
m_b05d62b8,1,1.0,12
m_44b1002e,3,1.0,9
m_e5f4a13b,1,1.0,15
m_81943472,1,1.0,20
m_9a65b0e0,1,1.0,10
m_35dfcc99,1,1.0,14
m_4e741d09,1,1.0,12
m_50acf58f,1,,12
m_55065324,1,1.0,30
m_31394b2c,1,1.0,14
m_2b8fe71e,1,1.0,12
m_5bc1a509,1,1.0,11
m_bce58f41,1,1.0,17
m_830174fe,1,12.0,12
m_f426eb6e,38,1.0,13
m_48b12f8e,1,1.0,11
m_fe359986,1,12.0,11
m_a62a1803,1,1.0,31
m_265cd70b,1,1.0,18
m_76e7e737,1,1.0,11
m_13e5c0f5,1,,18
m_da9b9fbf,1,12.0,8
m_b8c904cf,1,1.0,13
m_0c213b73,1,34.0,2
m_e98ef702,4,1.0,12
m_e6b9ad2b,1,1.0,11
m_0d920a23,1,1.0,12
m_1f1a9d78,1,1.0,12
m_b20759e5,1,,13
m_df615c97,1,,5
m_90e63ea4,1,1.0,13
m_afffff01,1,1.0,12
m_a9d8744e,1,1.0,10
m_12b3eec5,1,1.0,8
m_40b4c1e7,1,1.0,20
m_67b41bab,1,1.0,23
m_7a8219c9,1,12.0,13
m_7ed39c26,1,1.0,16
m_a23898b6,1,,14
m_ddaeda39,1,,13
m_e51cd958,1,12.0,17
m_a42ae667,1,,4
m_0edbe6d9,1,1.0,11
m_e9ee6b29,1,1.0,16
m_c3032651,1,31.0,9
m_3b56be7d,1,1.0,4
m_e71cf63d,1,1.0,16
m_dfe08dc7,2,,14
m_b37416d3,1,1.0,12
m_98332978,1,1.0,16
m_c014a2b1,1,1.0,8
m_6aa4e670,1,1.0,13
m_fd2ac5b7,1,12.0,89
m_1861a37e,1,34.0,325
m_79ad32b8,1,1.0,13
m_d875dcca,1,12.0,18
m_283cd222,1,1.0,9
m_c93555ae,1,1.0,9
m_d8ce0a9c,1,1.0,8
m_714c467d,2,1.0,10
m_933c1b86,1,,12
m_6229a85f,1,1.0,14
m_11c0b63c,1,1.0,7
m_2efb15e7,1,1.0,27
m_2100b125,2,1.0,12
m_1db9ff81,1,12.0,3
m_5dacb63e,1,1.0,10
m_b1056ced,1,12.0,14
m_2415af1f,1,1.0,5
m_a334672c,1,12.0,16
m_198e22fe,1,,17
m_094d9873,1,12.0,76
m_e6770862,1,1.0,5
m_3a3b2a90,1,1.0,18
m_bbf19017,1,1.0,20
m_a2c54b61,1,,10
m_0e03d3b0,1,1.0,12
m_7e4507bb,1,,26
m_96de52af,1,12.0,17
m_b4a2e8e3,1,31.0,3
m_d29a857d,1,1.0,16
m_faee2445,4,1.0,25
m_56f67c8b,1,1.0,15
m_2c96d31b,1,,29
m_71101a85,1,12.0,16
m_338b674f,1,,12
m_8e546d70,1,1.0,8
m_46879040,1,1.0,9
m_787bf6d9,1,1.0,22
m_6c591579,1,,23
m_013b823c,1,1.0,12
m_2f2659a6,1,,10
m_086c849d,1,1.0,20
m_0b7534fc,1,,11
m_08b42d69,1,12.0,19
m_92de66b9,1,7.0,10
m_a0135471,1,1.0,14
m_753211c8,1,,12
m_dfe09162,1,1.0,8
m_cc8e1ef2,2,1.0,16
m_2f8293e3,1,1.0,11
m_c33bca9d,1,1.0,11
m_9cbeda81,1,1.0,20
m_836f997d,1,12.0,8
m_4c30758f,1,1.0,19
m_e4651656,1,1.0,2
m_107e705c,1,1.0,14
m_7a2f4c57,1,12.0,15
m_b47f480f,1,1.0,12
m_131a4d92,1,1.0,11
m_904849a2,1,12.0,25
m_5052c7d9,1,1.0,16
m_75c5f53d,1,29.0,2
m_b7ee4e5a,1,,12
m_93a3dd15,1,12.0,99
m_edf022d7,1,1.0,12
m_e40006d0,1,,24
m_f4bf0931,1,12.0,38
m_b11b4284,1,1.0,12
m_8306513d,1,12.0,12
m_e014eee7,1,1.0,19
m_6d9a62ad,1,1.0,16
m_79dd7d36,1,7.0,20
m_0eb102ed,1,1.0,34
m_37727f39,4,1.0,14
m_66e314a6,4,1.0,92
m_1b727148,1,1.0,16
m_05279ff1,1,,14
m_fa1793e0,1,12.0,7
m_9aa869fe,1,1.0,13
m_17222eef,1,31.0,10
m_2aba2655,1,1.0,9
m_b63298d1,1,1.0,12
m_6eb8ce4e,1,1.0,16
m_b4960a53,1,,11
m_c940f804,2,1.0,18
m_828029c5,1,,14
m_fb1270a4,1,12.0,118
m_51c1b048,1,,14
m_de967b3c,2,1.0,19
m_25e3635f,3,1.0,24
m_5e919fdd,1,1.0,12
m_eb791f41,1,1.0,10
m_279f1efa,1,1.0,26
m_2d9b0eda,1,1.0,11
m_59a4fb27,1,1.0,10
m_0c33d6e1,1,19.0,3
m_110e51b6,1,1.0,27
m_783f6773,1,,9
m_0ec5e8fc,1,1.0,12
m_a80e4dda,1,1.0,11
m_648573c5,1,1.0,16
m_b4b59b98,1,1.0,20
m_ac1d5ff8,1,1.0,13
m_b39e07a2,1,8.0,14
m_86a2f8ca,1,1.0,15
m_80d2c1d4,1,12.0,15
m_f915a72f,1,12.0,4
m_2140641f,1,29.0,8
m_dfbcbe47,1,1.0,63
m_ec15a285,1,1.0,15
m_c8759a18,1,,8
m_665df52f,1,12.0,1
m_28230aed,1,1.0,12
m_47cba2c7,1,1.0,30
m_fd2a1824,9,1.0,12
m_abf10da6,1,12.0,51
m_eafcfb13,1,12.0,10
m_000aa0c2,1,1.0,12
m_ce9d9a51,1,1.0,14
m_8505b978,1,12.0,7
m_221e5a41,1,1.0,23
m_a76a1e99,1,12.0,7
m_80eab6ae,1,1.0,6
m_f4ed147c,2,1.0,25
m_9c4f1cf3,1,12.0,75
m_b6618d8e,1,1.0,17
m_b441a696,1,,36
m_c244124f,3,1.0,17
m_e424bb12,1,1.0,9
m_f7f1efbf,1,,10
m_5d9ea8fb,1,1.0,7
m_de6b8b30,3,1.0,11
m_feb277dc,1,31.0,2
m_e6b7cbb2,1,12.0,7
m_a2bc95d2,1,1.0,12
m_62da5c86,1,1.0,15
m_06838ff2,2,1.0,14
m_ffc8ea9b,1,12.0,19
m_1364304b,1,12.0,8
m_c058f213,1,7.0,5
m_6a23e25d,1,1.0,11
m_76b3aa9a,1,1.0,20
m_fd6b0895,1,12.0,8
m_c13f4300,1,,9
m_03f4acd4,1,1.0,17
m_115d3c49,1,1.0,16
m_d25ddc1d,1,1.0,11
m_dcaa8b56,1,12.0,97
m_de9516a8,1,12.0,99
m_aec897c9,1,12.0,76
m_2e41d261,1,12.0,9
m_e3ffee56,2,1.0,10
m_41e88b9a,1,1.0,20
m_219fca07,1,,11
m_a71fd12c,1,1.0,25
m_0756400b,1,1.0,16
m_66d81251,2,1.0,26
m_8371a6d4,1,,12
m_ca6b9085,1,1.0,20
m_9eb74aa8,1,1.0,18
m_2a842e65,1,,21
m_fdc357ee,1,,41
m_20506102,1,1.0,15
m_ab61d821,1,1.0,15
m_cc2b88ab,1,1.0,14
m_389faf97,2,1.0,22
m_3825dc5f,1,1.0,15
m_ee00de96,1,31.0,10
m_f6634ed1,1,1.0,30
m_4a3be19d,1,1.0,15
m_c8cdf5f7,1,31.0,2
m_bdfed6e4,1,1.0,17
m_be7305e4,1,,12
m_e6e25182,2,1.0,21
m_e7f38786,1,12.0,11
m_6eff3e58,1,1.0,10
m_acf4ff39,1,1.0,8
m_db465bb4,1,12.0,4
m_6060e993,1,,17
m_e867be8f,2,1.0,15
m_80249c67,2,1.0,47
m_b1f59bd8,1,,14
m_7addd638,1,1.0,5
m_d58353ae,1,,10
m_fd32c476,1,,13
m_73f81641,1,1.0,17
m_1b295fa3,1,1.0,20
m_0e3aa524,1,1.0,20
m_e3e9a46a,9,1.0,12
m_16a105f5,1,1.0,17
m_1edd03c2,1,1.0,10
m_ce97b7f1,1,,14
m_e87dd9f6,1,12.0,92
m_b29aee79,1,12.0,59
m_0bf890ec,1,1.0,23
m_7f38896b,1,1.0,11
m_b438c2c5,1,1.0,16
m_7aa74129,1,1.0,7
m_07dc9d15,1,,11
m_444dab16,1,12.0,7
m_53155db6,1,1.0,6
m_fa14579b,1,1.0,12
m_5799cc90,1,,5
m_2d5713f1,1,1.0,14
m_fce67842,1,12.0,23
m_69368f78,1,,10
m_53032edf,1,12.0,3
m_bfdd33ca,1,,13
m_436a90c2,1,1.0,12
m_3e1e4dd8,1,1.0,11
m_4f2b0326,1,1.0,11
m_8e40cd0b,1,1.0,17
m_05d0c2bb,1,1.0,11
m_ecd8c471,2,1.0,14
m_2f6dd4f5,1,1.0,20
m_043a6a63,1,1.0,13
m_7ce304bd,1,1.0,20
m_e1319b66,1,1.0,9
m_619c2759,1,1.0,2
m_03f61645,1,1.0,19
m_3becd0c6,1,,6
m_a06def25,1,,18
m_4d73deff,1,12.0,26
m_1d49e1cc,1,1.0,20
m_161e0e70,1,,12
m_4fbbf4ab,1,1.0,25
m_7d137633,1,1.0,14
m_3b3eba3d,3,1.0,20
m_af49c453,1,1.0,8
m_c4eb1ebf,1,12.0,57
m_1b66f89d,1,1.0,58
m_bef154ce,1,1.0,16
m_b61c9afe,1,1.0,99
m_76146ff4,1,1.0,18
m_847a5ec4,1,1.0,12
m_b7c843db,1,1.0,13
m_f7a89514,1,,10
m_68a4b5a7,1,1.0,11
m_03c86b08,2,1.0,15
m_c59e57be,1,12.0,12
m_93e9b1f5,1,12.0,12
m_14577639,1,,16
m_692edbf5,1,12.0,36
m_48565d4e,1,12.0,65
m_de01ac4f,1,12.0,11
m_5528e3b3,1,12.0,79
m_91ca080c,1,12.0,12
m_c39b7ab1,1,31.0,6
m_a2d05501,1,1.0,12
m_9df59c19,1,1.0,11
m_c5ba7b32,2,1.0,11
m_5515f53d,2,1.0,22
m_e910395c,1,1.0,18
m_abae311e,2,1.0,21
m_8083365a,2,,16
m_cf9c052f,2,,16
m_cb354104,1,1.0,15
m_a69232e9,1,,10
m_c39bbd64,1,,19
m_4fad4105,3,1.0,15
m_a976b323,1,12.0,10
m_310d7cb0,8,1.0,25
m_49f52c33,1,1.0,4
m_762cbedd,1,,27
m_6b3706ce,1,1.0,13
m_d9c1d8b7,1,1.0,10
m_16be5303,1,1.0,13
m_ee80725f,1,8.0,6
m_27196bf9,1,1.0,17
m_c15d93b5,1,12.0,10
m_c1fd231b,1,1.0,28
m_1d2547a9,1,1.0,25
m_a4ebafc0,2,1.0,22
m_02fa91fa,1,1.0,16
m_ddc87959,1,1.0,8
m_f43617a1,1,1.0,20
m_dae65f20,1,,13
m_43addc04,1,1.0,20
m_b589eb58,1,12.0,53
m_8afaac37,1,,18
m_334a8166,1,,18
m_d362eb51,1,1.0,13
m_a8b2f389,1,31.0,11
m_d4370f58,1,1.0,14
m_db3d1046,1,12.0,11
m_f629b952,2,87.0,24
m_ce6b71a9,1,,9
m_c428983f,1,1.0,10
m_20507133,1,,18
m_45680418,1,1.0,14
m_877efe14,1,12.0,5
m_0ba021b4,2,1.0,7
m_c74f5d2e,1,12.0,37
m_0ebd3a68,1,31.0,4
m_ca5f6456,1,,23
m_bd4e0e7c,1,1.0,12
m_8048839b,1,29.0,3
m_2c1376f0,1,1.0,22
m_85944486,1,12.0,85
m_d9585840,1,,14
m_f32ae676,1,1.0,12
m_3fe70e4f,1,1.0,4
m_5d186170,1,1.0,17
m_b346a4fa,1,1.0,12
m_4dd5a259,1,1.0,10
m_e0710064,1,1.0,11
m_62fc95ce,1,,13
m_ff3a1f96,1,1.0,6
m_f62f80d1,1,12.0,5
m_f22484c5,1,1.0,6
m_c13ff3a3,1,1.0,6
m_babd8d9d,3,1.0,24
m_2073fa12,1,1.0,18
m_97e95415,1,1.0,21
m_6eb6c873,1,1.0,19
m_3a3e8415,1,1.0,14
m_e4ceb88b,1,,6
m_82e1f79d,1,1.0,16
m_18f49031,1,29.0,4
m_f9b4f7a1,1,1.0,10
m_75ecd67a,1,,6
m_5aed0917,1,1.0,7
m_a572a485,1,1.0,21
m_f125cb0e,1,12.0,63
m_acdb98ac,1,1.0,19
m_0bd1189a,1,31.0,20
m_72005f52,1,1.0,10
m_4ae30796,1,,7
m_b7d39baf,1,7.0,12
m_790bb28b,1,1.0,9
m_5d1160be,1,12.0,14
m_c2da8d53,1,1.0,10
m_abf223a5,11,1.0,19
m_ca8e5248,1,7.0,10
m_750c4ac4,1,,21
m_f397942a,1,12.0,18
m_17cb94ff,1,1.0,12
m_0fa9b8f4,1,1.0,13
m_0a4b68d3,1,12.0,22
m_d161be13,1,1.0,4
m_d90c2d11,1,1.0,16
m_f1ecaab1,1,,10
m_0535bb0d,1,1.0,13
m_a47a1034,1,1.0,21
m_8301f579,1,,24
m_17712830,1,31.0,8
m_2ccd52ea,1,1.0,10
m_cff8d241,1,1.0,17
m_39f6f68e,1,12.0,15
m_6e024e02,1,1.0,5
m_1c38b0ef,1,12.0,8
m_44a12f93,1,1.0,20
m_6d140404,1,1.0,11
m_5eb0aabb,1,31.0,4
m_732ffdbb,1,,12
m_05bf698f,1,1.0,13
m_74cb88aa,1,29.0,2
m_45d10d72,1,1.0,12
m_2823fc21,1,1.0,16
m_40fc2693,2,1.0,17
m_22d775d9,1,12.0,7
m_892b0943,2,1.0,21
m_5b7317d1,1,1.0,8
m_be4597c0,3,1.0,99
m_1e1e62da,1,1.0,12
m_ebf8cb89,1,1.0,16
m_22d6028f,1,1.0,14
m_0eef4666,1,1.0,10
m_0abf674c,2,1.0,15
m_7a43df51,1,1.0,20
m_3696fe04,1,7.0,14
m_cc9bd9c5,1,1.0,16
m_16231e3d,1,1.0,15
m_89886622,1,31.0,4
m_130b8e6d,1,,15
m_074dd33c,1,1.0,12
m_a671fdf4,1,,6
m_03843685,1,31.0,3
m_f2a634e3,1,1.0,18
m_eaee999d,1,12.0,396
m_6b3c2bbd,1,12.0,7
m_452fbabd,1,1.0,8
m_2b05a3e5,1,1.0,12
m_5c20af02,1,1.0,17
m_91a7187d,1,1.0,11
m_d8242100,1,1.0,13
m_a7d4fbab,1,1.0,16
m_e02e86d9,1,,7
m_40545a6a,1,,27
m_e87a7743,1,,12
m_9208629d,1,1.0,12
m_6833e129,2,1.0,27
m_0b202462,1,,13
m_4abbe43d,1,,14
m_73f16478,1,1.0,40
m_9d8a1bdb,1,,12
m_67b7abae,1,38.0,12
m_5afeb88d,1,1.0,12
m_f6bac031,1,1.0,12
m_1ac7c6b7,1,1.0,16
m_717a0b6c,1,,12
m_14db25ef,1,12.0,2
m_0543c26d,1,1.0,11
m_3f546535,1,1.0,18
m_e04784d1,1,1.0,6
m_085e1e29,1,1.0,10
m_0ff194f5,1,1.0,10
m_ad28ce02,1,,12
m_0eced348,1,7.0,11
m_a2532d5e,2,,16
m_905f2f1d,1,,30
m_02797a87,1,1.0,26
m_5de48913,1,1.0,24
m_9e8fdd4b,1,1.0,13
m_182cdd50,7,1.0,14
m_94917fb0,1,12.0,19
m_c98fd70a,1,1.0,16
m_006fa8e0,1,,12
m_04e18ad0,1,1.0,19
m_cc1ba1f1,1,7.0,8
m_3e9f824f,1,1.0,28
m_0dcd0381,2,1.0,20
m_bfae488b,1,,77
m_894d45cb,1,8.0,25
m_6d1d5753,1,,13
m_7fb5edba,1,1.0,16
m_3797c1f7,1,8.0,9
m_8cd7d32d,1,,41
m_17cb2379,1,12.0,120
m_9909ffef,1,,25
m_63b1d756,1,12.0,18
m_9e48b26a,1,1.0,21
m_0db9955e,1,7.0,12
m_320bfd78,1,12.0,120
m_f7b76978,1,1.0,12
m_44692f15,1,12.0,12
m_6be57586,1,,6
m_b70bf2be,1,1.0,12
m_6ab9885f,1,1.0,9
m_f8d9ffa4,1,1.0,15
m_b866c9c2,1,1.0,13
m_f45970f0,1,1.0,10
m_b2b413dd,1,1.0,20
m_9c1cfc46,1,1.0,15
m_dada8944,1,1.0,13
m_fe865cfc,1,12.0,12
m_a4d04104,1,1.0,15
m_8c011955,1,,16
m_a6d9a00d,1,1.0,9
m_0c43ec22,1,12.0,16
m_13d8da4d,1,7.0,14
m_3c84e8f3,1,31.0,3
m_c82a9ffc,1,31.0,11
m_4bea0f54,1,1.0,11
m_1b2a95c8,1,31.0,10
m_549fff35,1,,14
m_653b7b63,1,,14
m_66387698,1,1.0,7
m_fc2419e8,1,1.0,12
m_51244571,1,8.0,14
m_d7aca3d0,1,29.0,3
m_e017f974,1,1.0,12
m_8dad74ea,1,1.0,8
m_faa50d40,1,1.0,74
m_bfd05d63,1,12.0,25
m_b7560995,6,1.0,14
m_98b38691,1,7.0,10
m_24b82ac2,1,1.0,11
m_e5667c21,1,1.0,15
m_92257f96,1,1.0,14
m_1fcc7ccd,1,1.0,14
m_f67973ed,1,7.0,35
m_5eb071fc,1,12.0,16
m_b1dc0514,1,31.0,10
m_fe6afa96,1,1.0,14
m_de158c21,1,12.0,4
m_d6cfe046,1,1.0,15
m_282ac180,1,,21
m_b92253f0,1,,9
m_c1e82216,1,31.0,9
m_130fc6be,1,1.0,12
m_c4d13b00,1,1.0,39
m_feec5d88,1,12.0,19
m_2672e5f0,1,1.0,7
m_78fa9f9f,1,1.0,14
m_8187f27d,1,12.0,18
m_6e0f08bd,1,1.0,21
m_b461e2b5,1,,12
m_9107031d,1,1.0,13
m_689c8c1b,1,1.0,11
m_4db311e8,1,1.0,14
m_a4e6f9fb,1,,10
m_41d37654,1,31.0,2
m_b70af862,1,1.0,60
m_ab42b540,1,1.0,60
m_1d61dd4a,1,,12
m_66effc73,1,7.0,9
m_26e89118,1,1.0,16
m_0ee78dbd,1,1.0,16
m_d9d6d206,1,,10
m_475b660e,1,1.0,23
m_4e87e0f9,1,1.0,4
m_841dc956,1,1.0,8
m_169993db,14,1.0,24
m_7ec6469b,1,,13
m_8a397138,1,,13
m_9e16eb2a,1,,13
m_aa44b299,1,1.0,24
m_7e2205dc,1,1.0,18
m_50c61d28,1,,10
m_9e2878e9,1,,25
m_61622e5e,11,1.0,17
m_aff38e79,1,1.0,3
m_03f2f2b4,1,1.0,7
m_a81e2157,1,,10
m_1e6c210c,1,12.0,118
m_56d9c026,1,,22
m_817628a4,1,1.0,15
m_13744edb,1,12.0,60
m_9329038d,1,1.0,19
m_f5f66cdf,1,12.0,10
m_f16ff06c,2,1.0,18
m_d22f634f,2,1.0,47
m_7dd7f738,1,1.0,12
m_baa885d4,1,12.0,22
m_b83eafa8,1,12.0,42
m_3483b7f4,2,1.0,13
m_c039ff49,1,1.0,23
m_39ac103b,1,12.0,12
m_aab359dd,1,31.0,10
m_e3092e27,1,,13
m_0124f57f,1,12.0,287
m_0381aad1,1,31.0,18
m_c186bc3e,1,1.0,69
m_2bc5263e,1,1.0,9
m_5134c205,1,1.0,4
m_f04da714,1,,15
m_4c5f6764,1,1.0,11
m_4ea56982,1,1.0,11
m_d2da544e,1,1.0,30
m_8b51b302,1,1.0,14
m_ce85f575,1,12.0,10
m_0fcacff0,1,1.0,12
m_28a60ad3,1,31.0,11
m_689cad56,2,1.0,12
m_4223707f,1,12.0,36
m_ccccbe45,1,1.0,7
m_97a089ea,1,1.0,29
m_01793360,1,1.0,12
m_6ea7641f,1,12.0,4
m_dd873ccb,1,12.0,99
m_d2c21321,1,1.0,19
m_cf0999e8,1,12.0,25
m_4e37c4a4,1,1.0,51
m_3f6e1fef,1,1.0,14
m_041d08e3,1,1.0,30
m_33be491d,1,12.0,4
m_ba645031,1,,16
m_c26fe2b3,1,1.0,9
m_87968fb7,1,31.0,2
m_db13ce06,1,,2
m_3849b6f9,2,1.0,33
m_ae059bfc,1,1.0,11
m_0f513e66,1,1.0,18
m_ef86fc0a,1,,11
m_f387ea77,1,,12
m_cdaec896,1,1.0,13
m_533cbcd8,1,1.0,12
m_738e975a,2,1.0,10
m_447ec96d,1,12.0,15
m_9e2fdf49,1,1.0,12
m_d0d1a453,1,1.0,20
m_28bedaee,1,1.0,2
m_99d5998a,1,1.0,13
m_4d8a24ee,1,1.0,23
m_8803090b,1,1.0,11
m_2d72ae9a,1,8.0,4
m_a5538f5e,1,8.0,4
m_69bc1afc,1,1.0,12
m_6d88d455,1,,35
m_239caba8,1,1.0,20
m_3a08d856,1,1.0,17
m_256dcda6,1,,10
m_c4b697ba,1,,11
m_55406f3d,1,1.0,21
m_725e48da,1,12.0,34
m_cafbc41d,1,7.0,10
m_59a24861,1,1.0,11
m_6330b84b,1,1.0,16
m_f4cfd145,1,1.0,14
m_3648fd40,1,,11
m_38448db6,1,1.0,13
m_61c08af3,1,1.0,12
m_5ed1c5be,1,1.0,16
m_1ff0f22b,1,1.0,18
m_b0223d0b,1,1.0,7
m_1911df80,4,1.0,20
m_b5fb7c64,1,1.0,21
m_b207fe6a,1,,22
m_6728aff2,1,1.0,16
m_b26b77ea,1,1.0,12
m_ece3e677,1,1.0,8
m_3abb369b,1,12.0,11
m_6a3ef08e,1,12.0,14
m_2ab54ad0,1,1.0,29
m_094dba60,1,,13
m_2f0cd9c6,1,1.0,19
m_3a9e75fb,1,1.0,12
m_c7ef4128,1,8.0,11
m_00fdc6ca,1,1.0,12
m_874c0438,1,1.0,16
m_dd831a1d,1,1.0,6
m_a6fb2aa7,1,1.0,11
m_1d773abf,5,1.0,23
m_e2081acd,1,7.0,12
m_04ec1f21,1,1.0,12
m_1d5c1bf1,1,1.0,13
m_7253bc53,1,1.0,10
m_66ae25b2,1,1.0,14
m_65d8a7f8,1,1.0,15
m_d3ec98e5,1,1.0,18
m_99a63a17,1,1.0,11
m_27fc2c74,1,,3
m_c5ae860f,1,1.0,14
m_03bc5886,1,1.0,12
m_bb3188f3,1,,11
m_55740828,1,12.0,202
m_badf9502,1,,20
m_c6398dad,1,1.0,12
m_17f73272,1,1.0,24
m_b46bda36,1,1.0,20
m_c3b3606a,1,1.0,12
m_e8fae5b1,1,12.0,99
m_9a691c83,1,1.0,12
m_56866c91,1,1.0,12
m_aceb5754,1,29.0,8
m_805a5f79,1,1.0,99
m_31f52b79,1,1.0,12
m_d046a689,1,1.0,12
m_74903de3,1,,13
m_8479047c,1,1.0,24
m_31444701,1,1.0,24
m_80efe1f1,1,1.0,14
m_79fb3769,1,,10
m_a753f103,1,1.0,13
m_9b872d5b,1,1.0,10
m_23dca9c4,1,1.0,56
m_3328e0ab,2,1.0,26
m_3f282b27,1,1.0,12
m_cc2a3029,1,1.0,7
m_9925b01d,2,1.0,19
m_d499a7c6,1,42.0,16
m_4b81c142,1,12.0,14
m_8ec4a96a,1,1.0,6
m_d86902d4,1,1.0,6
m_13957cdc,1,1.0,4
m_fcd171ee,1,1.0,21
m_50a8a2e7,2,1.0,7
m_a48f9a0e,2,1.0,12
m_c7cae600,2,1.0,12
m_bf2e9efa,1,1.0,9
m_7f326cdf,1,31.0,11
m_543bd680,1,1.0,8
m_51c77ecd,1,12.0,44
m_3b28fd53,1,1.0,18
m_e3eecd0d,1,,16
m_0fc1ffd2,1,1.0,18
m_d54e8345,1,1.0,3
m_594f1e71,1,12.0,16
m_f3febb71,1,1.0,4
m_2b1ee6fe,1,31.0,12
m_b806d435,2,1.0,24
m_92e9dde8,1,31.0,12
m_ca782278,1,1.0,23
m_faee1a2e,1,7.0,12
m_643e52a7,1,2.0,20
m_469cc8a7,1,1.0,36
m_b6db8b4d,1,,38
m_d0af4220,1,1.0,18
m_da054460,1,1.0,6
m_0a34b4d6,1,12.0,22
m_a02666bb,1,1.0,10
m_8405f653,1,,4
m_f4410f46,1,12.0,50
m_3650fa0f,1,1.0,15
m_0b5c4dcb,1,,10
m_c60ca828,1,,9
m_aa16b6b7,1,12.0,9
m_636a745d,1,1.0,15
m_62b9bf63,1,1.0,8
m_863cbf4c,1,1.0,12
m_69151dfb,1,1.0,17
m_c3566358,1,1.0,10
m_cc2e5f45,1,1.0,14
m_e6d5f2c2,1,1.0,15
m_ae9993d5,1,12.0,31
m_6f099a41,1,12.0,27
m_6786cecd,1,1.0,10
m_05cde0d3,1,1.0,31
m_bfb194bf,1,1.0,11
m_6219cdde,1,,12
m_fac4393c,1,1.0,10
m_0fe19a9d,1,12.0,40
m_e92cbe22,1,1.0,19
m_abb2072b,1,,12
m_89aeeb68,2,1.0,27
m_ff926155,1,12.0,20
m_90ad0450,1,1.0,15
m_592fd40b,1,1.0,21
m_977defdd,1,1.0,12
m_1103ac24,1,42.0,3
m_fe2fcc3e,1,,14
m_95e8b4bb,1,1.0,21
m_62712154,1,,20
m_9f3b7fff,1,1.0,10
m_84508d78,1,1.0,14
m_fcdf206b,1,1.0,9
m_5c286baf,1,1.0,24
m_0d34ae6b,1,,14
m_2b056772,1,1.0,9
m_132e5474,1,1.0,12
m_d560ab70,1,12.0,13
m_d850af7e,1,1.0,18
m_12373b7c,1,1.0,2
m_d8b3d070,1,12.0,68
m_246a7443,2,31.0,9
m_cd7cc885,1,1.0,30
m_51beccec,1,8.0,11
m_11c07d06,1,,11
m_41700029,1,1.0,16
m_3aaecf96,1,31.0,5
m_b83d6e8c,1,1.0,13
m_9bc40b14,1,1.0,11
m_1bbbef4b,1,1.0,11
m_a6d7274d,1,12.0,4
m_7d282ea3,1,1.0,10
m_e2340f4a,1,1.0,4
m_82c97dc3,1,1.0,16
m_0a194705,1,1.0,12
m_f2fa1296,1,,12
m_f81c4e05,1,1.0,55
m_f5190e8f,1,1.0,19
m_b77e36a5,1,31.0,4
m_a7ee816d,1,31.0,8
m_cb274674,1,1.0,13
m_5f8a9258,1,29.0,4
m_89b3b6c7,1,1.0,12
m_885ff76c,1,12.0,22
m_fcc8ea9b,1,1.0,7
m_c3263f8e,1,1.0,15
m_c16d3fc6,1,1.0,38
m_ea551d5d,1,12.0,45
m_8faa6d2d,1,,12
m_013065f2,1,1.0,9
