release,name,barcode,status,packaging,language,script,quality
rl_f587a10a,Friends and Neighbors,,Official,,English,Latin,1
rl_c35b9883,Wickie und die starken Männer,807297133721.0,Official,Jewel Case,German,Latin,1
rl_4024b64e,No Punche5 Pulled,792258100921.0,Official,,English,Latin,1
rl_42c22352,No Puncbes Pulled,792258100921.0,Official,,English,Latin,1
rl_438bb219,Cara,,Official,,Spanish,Latin,1
rl_a1bb2ab2,Ten Days 9n Magic Land,,PseudoRelease,,English,Latin,1
rl_585b9046,Volume VI Collecting Rocks,751937197829.0,Official,Jewel Case,English,Latin,1
rl_506c0509,All That I Am,,,,English,Latin,1
rl_c27ae527,TA212 The Technology of Music Block 4,,Official,Keep Case,English,Latin,1
rl_56f878e8,Garage House Gro0ves,,Official,,English,Latin,1
rl_175a4973,From Nowhere,,Official,,English,Latin,1
rl_a80d0551,Chicago New York Paris,,Official,,English,Latin,1
rl_32476e9a,Les Dudek  Rick Serattes Mondo Sports,,Official,,English,Latin,1
rl_7f4b5bbd,Windows Of Hone,,,,,Latin,1
rl_24d85971,The Price I Pay,,Official,,English,Latin,1
rl_ba5e59b3,Die Meistersinger von Nürnberg,28941527820.0,Official,,Multiple languages,Latin,1
rl_3cf63248,Brainvulle,93624376927.0,Official,,English,Latin,1
rl_18d7c024,Troubje Yesterday,,Official,,English,Latin,1
rl_ebfc5234,Trouble Yesterday,,Official,,English,Latin,1
rl_4de6cf83,North Star Deserter,,Official,,English,Latin,1
rl_6dee9ea9,Guess Whos Back on the Streets,,Official,,German,Latin,1
rl_b1a0360d,Language of the Soul,,,,Italian,Latin,1
rl_94bbd237,Recopilatorio SkaPunk Volume 2,,Bootleg,,Spanish,Latin,1
rl_bbc4f7f5,Brsnd New World,,Official,,,Latin,1
rl_7665beb1,No One Can,724388015028.0,Official,Digipak,English,Latin,1
rl_c1f99404,Hugo in 3 Months  Italian clisc 1,,Official,,English,Latin,1
rl_43c39220,The Way Home,,Official,,,Latin,1
rl_868eef17,Christmas With the Stars,95483581023.0,Official,,English,Latin,1
rl_190e7bc2,Classic Science Fiction,,Official,,English,Latin,1
rl_fc7e92c7,The Depths of Pro9ressive Trance Volume 2,,Official,,English,Latin,1
rl_5cdea458,Love Ballads,4600375020328.0,Bootleg,,English,Latin,0
rl_aaddd2ac,Blues for Life,4009880262221.0,Official,,English,Latin,1
rl_5f4749a6,Techno,,Official,,English,Latin,1
rl_ef0907c0,Foll0w the Blind,,Official,,English,Latin,1
rl_1353e1e8,Råd Kjetil and The Loving Eye of God,,Official,CardboardPaper Sleeve,No linguistic content,Latin,1
rl_3b1c5a34,Mu2ak EP,,Official,,English,Latin,1
rl_bb412e23,Muzal< EP,,Official,,English,Latin,1
rl_86cf2e6e,Well Played,,Official,,English,Latin,1
rl_34208009,Industry  Leisure  Pop,,Official,,English,Latin,1
rl_4f0ab114,Slow Day5,880918006628.0,Official,,English,Latin,1
rl_69957ddf,An Ennio Morricone Western Quibtet,,Official,,Italian,Latin,1
rl_74d1b5c3,Avalanche Original Motion Picture Soundtrack,,,,,,1
rl_c2e10864,Top Hits USA T124,,Promotion,,English,Latin,1
rl_4369ae8e,Top Hkts USA T124,,Promotion,,English,Latin,1
rl_3802e9d7,Więcej żagli,,Official,,Polish,Latin,1
rl_59e2a7f7,Pendragon Book 9 Raven Rise,9781597373012.0,Official,,English,Latin,1
rl_3b30f99a,The Best of Dizzy Mizz Lizzy  Live in Århus 96,724353984724.0,Official,,English,Latin,1
rl_c9c8c46c,It5 a New Day,501481003325.0,Official,,English,Latin,1
rl_a8991006,Heut ist mein Tag,4009880446959.0,Official,,German,Latin,1
rl_7a738b6d,Philippe Pascale,724383944040.0,Official,,Multiple languages,Latin,1
rl_d8b85465,Between Waves,602527238302.0,Official,Digipak,English,Latin,1
rl_9d4a1dfb,More Sugar Minott,,Official,,English,Latin,1
rl_27bbad5b,Stomp 4q2,4988002366484.0,Official,Jewel Case,English,Latin,1
rl_7dd9f30e,One Fine Morhing,5709027211011.0,Official,,English,Latin,1
rl_74c7cbab,Drunk and Mean at the Cross Bar,,Official,,English,Latin,1
rl_9532ebe6,Le Gramd Bleu,,Official,,,Latin,1
rl_c6af3705,Le Grancl Bleu,,Official,,,Latin,1
rl_f20f98bf,II The Final Option,4005902158718.0,Official,,English,Latin,1
rl_02bb99c1,Die Nornenkönigin Das Geheimnis der Großen Schwerter 3,9783867179799.0,Official,,German,Latin,1
rl_af662be0,Woh Lamhe Roxking vi Desi Hits,,Official,,,Latin,1
rl_7f71374e,Woh Lamhe Rocking vi Des'l Hits,,Official,,,Latin,1
rl_737dbef6,Как лахматка,,Official,,Russian,Cyrillic,1
rl_d82c6c40,Supercharger,745058124024.0,Official,Jewel Case,English,Latin,1
rl_55aad83a,Piano Themes,,Official,Jewel Case,English,Latin,1
rl_aabcb049,Cleopatra,30206622423.0,Official,Jewel Case,English,Latin,1
rl_d5dae905,All the Hits and More The Definitive Collection,77779085026.0,Official,Jewel Case,English,Latin,1
rl_7c45358a,Badmen Butcbers and Bleeders,,Official,,English,Latin,1
rl_c68dab0c,Badmen Butchets and Bleeders,,Official,,English,Latin,1
rl_beb2fa25,The Original Elvis Presley Collection,,Official,,English,Latin,1
rl_613cd24f,The Best of the Brentwoor Jazz Quartet,,Official,,English,Latin,1
rl_0ae67019,Barbie Wirld,,Bootleg,,English,Latin,1
rl_de7e5b65,Barbje World,,Bootleg,,English,Latin,1
rl_7ff4eccf,Blue Chair Red Chair,,Official,,English,Latin,1
rl_f6e99f03,Conflict Filmic Historical,,Official,,English,Latin,1
rl_c7897823,Stoned,7891591113414.0,Official,Jewel Case,English,Latin,1
rl_aa519ae8,Bump Jump Jive Volume 2,,Official,,English,Latin,1
rl_d9fdb8fa,Friendly Acoustic,,Bootleg,,English,Latin,1
rl_22f444a6,20090928 SeneyStovall Chapel Athens GA USA,,Bootleg,,English,Latin,1
rl_595e66d1,Fusion,840080142180.0,Official,,Multiple languages,Latin,1
rl_e948f207,Saw II,4260063942716.0,Official,Digipak,English,Latin,1
rl_7a8111a5,Tous les rêves,5425007040180.0,Official,,French,Latin,1
rl_256fd65a,Schutzpatron,9783844905045.0,Official,,German,Latin,1
rl_a03eb0d1,Who Are Those of Leadership,,Official,,English,Latin,1
rl_1ce37004,Mama Dont Want  Vol V,,Official,,English,Latin,1
rl_c8c4e97d,Wagons aux étoiles,,Official,,French,Latin,1
rl_81260248,On ghe Track,,Official,,English,Latin,1
rl_02bf13f3,The Power of Rhythm,5099746898427.0,Official,,English,Latin,1
rl_4636a894,The Mu5ical Stylings of,,,,,Latin,1
rl_67313510,The Show of Our Lives,766126803627.0,Official,,English,Latin,1
rl_0fd9abdc,Twenty Years of Romance,,Official,,English,Latin,1
rl_b06d0e30,Mind the Gap Volume 87  MTGonzo Circus 100,,Official,,English,Latin,1
rl_f94fefcd,The Flat1ine Compilation 2,,Official,,English,Latin,1
rl_2fec6e28,Saxophone Concertos,,Official,,English,Latin,1
rl_5194bb90,The City Never Sleeps,822720713226.0,Official,,English,Latin,1
rl_75174444,Westing by Musket and Sextant,619688043324.0,Official,,English,Latin,1
rl_abdcf52f,♥blooe_✨_magic♥,,,,,Multiple scripts,1
rl_16d08a20,Dukes Box the Blues and More,,Official,,English,Latin,1
rl_8cc16b18,Electronic Evocati0ns A Tribute to the Silver Apples,,Official,,English,Latin,1
rl_01682f05,3 Feet High and Risimg,5016721641212.0,Official,Jewel Case,English,Latin,1
rl_f99e8f03,Hugo in 3 Months  Italian disc 1,,Official,,English,Latin,1
rl_56e47339,My Saviors Love,,Official,,English,Latin,1
rl_fa9744e5,Live in Your Face,,Official,,English,Latin,1
rl_4ec04448,Closer To The Mopn,,PseudoRelease,,English,Latin,1
rl_97a85a54,Its All About Love,,Official,,English,Latin,1
rl_d94b4842,New Words,,Official,,English,Latin,1
rl_cdf73a43,Dance  House  World  Sports,,Official,,English,Latin,1
rl_6c60204a,Soundtrack Suspense Volume 7,,Official,,English,Latin,1
rl_f75f1145,First Flight,,Official,,English,Latin,1
rl_d2e4b748,Back to the 60´s,,Official,,Finnish,Latin,1
rl_910641a7,Feast of the Blood Monsters,,Official,,English,Latin,1
rl_2295c0ba,Soundtrack Action Volume 2,,Official,,English,Latin,1
rl_6d833050,Enfants de la kune,3298492620036.0,Official,,French,Latin,1
rl_f87b99be,Hihh Society,8809144344399.0,Official,Digipak,Korean,Hangul,1
rl_e3c3ff88,Songs to Shiva,,Official,,English,Latin,1
rl_abceb256,Race Wars,,Official,,English,Latin,1
rl_ab3ce541,SemiHumnBeing,,Official,,English,Latin,1
rl_50680505,Do What You Want Be What You Are,,Promotion,,English,Latin,1
rl_a1fcad72,Suddenly,,Official,,,,1
rl_f6cfd968,The Love Album 2004,,Promotion,Jewel Case,English,Latin,1
rl_72cc3764,Zon 2ee zand zomer met Nijntje,,Official,CardboardPaper Sleeve,Dutch,Latin,1
rl_fe05f4e9,You Raise Me Up,,Official,,,Latin,1
rl_954e6447,TheMooNDriveNDark,606041251823.0,Official,,English,Latin,1
rl_1b871c69,Gatecrasher National Anthems,,Official,,English,Latin,1
rl_2305550e,Vigil,,Official,,English,Latin,1
rl_0ae10130,Mattonyokota,,Promotion,CardboardPaper Sleeve,English,Latin,1
rl_0659740b,Turn the Tide PKz001,,,,English,Latin,1
rl_e28deee2,Heartbreak in Stereo,4943674087983.0,Official,,English,Latin,1
rl_71f13d49,Mother Goose  More,,,,,Latin,1
rl_ef2bedbf,Its Swing Time,,Official,,English,Latin,1
rl_b6b28722,Voices,,Official,,English,Latin,1
rl_78e94f05,Ekte Eggum,7033662041763.0,Official,,Norwegian,Latin,1
rl_eb17c720,Red Road,,Official,,English,Latin,1
rl_3ff4773a,Antimony,,Official,,English,Latin,1
rl_9f50cc6d,Well Matched The Best of Msrl Saunders  Jerry Garcia,,Official,,English,Latin,1
rl_7194765d,Al Hirt Plays Bert Kaempfert,,Official,,English,Latin,1
rl_b290d7f8,Rookies  Kings Vol 2,4046661634426.0,Official,Digipak,German,,1
rl_2947f3cb,Cafe Lounge Cigarette Copenhagen Blue,4580282012039.0,Official,,English,Latin,1
rl_9acaccb1,To the Bi4ds,,Promotion,Digipak,English,Latin,1
rl_ce210461,K,74646782224.0,Official,,English,Latin,1
rl_a40f3a63,Internet Forevwr,,Official,,English,Latin,1
rl_dba2c5c4,At Laat,,Official,,English,Latin,1
rl_51a5ed6f,Zeichen,4260063944161.0,Official,Digipak,German,Latin,1
rl_ce29dc92,Layin on Wait,,Official,,English,Latin,1
rl_1e86c35a,The Chinchees,,Official,,English,Latin,1
rl_365f6a6c,Luister februari 2003,,Promotion,,,Latin,1
rl_88cbe507,Frankencottage,,Official,,English,Latin,1
rl_99f7e380,Shouts of Joy,,Official,,English,Latin,1
rl_2046137c,Elizabeth,,Official,,English,Latin,1
rl_059fb5fc,Club Classics Volume 2,,Official,,English,Latin,1
rl_c6b7f98b,Pian0 Themes,,Official,Jewel Case,English,Latin,1
rl_54a1516a,Static EP,,Official,,English,Latin,1
rl_55491cbe,2 Public Use,,Official,,Polish,Latin,1
rl_807892f1,Trip Two Isle of Mabrax,,Official,Digipak,Multiple languages,Latin,1
rl_def948e6,Under the Sun,,Official,,English,Latin,1
rl_c39f2222,En la brevedad de los días,5050466245120.0,Official,,Spanish,Latin,1
rl_bdc40ce2,Shining ib the Light,,Official,,English,Latin,1
rl_af59034f,Two Year Winter,5055057000058.0,Official,,English,Latin,1
rl_7d1f582c,ジルデコ4 ugly beauty,4988002603077.0,Official,Jewel Case,Japanese,Japanese,1
rl_df1beb26,「無限のリヴァイアス」 Sound Edition 2 「リヴァイアスのかけら」,4988002396566.0,Official,Jewel Case,Japanese,Japanese,1
rl_5a462a54,Gutterth Compilation One,,Official,,English,Latin,1
rl_5dbc76a0,Daytr0tter Session,,Promotion,,English,Latin,1
rl_dac60cc3,Room to Mpve,731455473827.0,Official,,English,Latin,1
rl_4471a0f8,Triple Scoop,13431212225.0,Official,Jewel Case,English,Latin,1
rl_ba0e95a5,Rock the SAT,,Official,,English,Latin,1
rl_e84e0596,Wigstock The Movie,75596181822.0,Official,,English,Latin,1
rl_ecd66c54,Voices in Love  Love Lost,724381987926.0,Official,Jewel Case,English,Latin,1
rl_89061a0d,Never Better,196006830212.0,Official,,English,Latin,1
rl_f0e41433,Annihjlator,5055006538922.0,Official,,English,Latin,1
rl_e62e4ee9,Commercial Cuts Volume 11,,Official,,English,Latin,1
rl_abd204a4,Best of IGSU «AntiLittering Song Contest» 09,,Promotion,CardboardPaper Sleeve,Multiple languages,Latin,1
rl_1ed12447,T'lme,,,,English,Latin,1
rl_f8f324d7,You Know My Steez,724383862412.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_fd059317,Vitriol,,Official,Jewel Case,English,Latin,1
rl_71cf72eb,Con amor eterno,,Official,,Spanish,Latin,1
rl_29b52244,Calling Plsnet Earth,31397761229.0,Official,,English,Latin,1
rl_424eb0a7,Naked,718750407924.0,Official,,English,Latin,1
rl_ce327b20,Japam,,Official,,English,Latin,1
rl_34860588,Voicing the C1assic Part 3,,Official,,English,Latin,1
rl_d84c5201,Rouge Résultat,,Official,,Multiple languages,Latin,1
rl_d651039b,Phoenix Metabol'lsm,718750609526.0,Official,,English,Latin,1
rl_02f2574a,Phoenix Metsbolism,718750609526.0,Official,,English,Latin,1
rl_6d00186a,SONOIO Blue Demos,,Official,,English,Latin,1
rl_902f843a,Rjders on the Storm,727361171421.0,Official,,German,Latin,1
rl_e701f4d0,Rave Mission Volume 09,4001617475027.0,Official,,English,Latin,1
rl_71632676,The Edge Edltion,,Official,,English,Latin,1
rl_92405174,Брось,,Official,,Russian,Cyrillic,1
rl_4c9a4819,Melodious Souls,,Official,,English,Latin,1
rl_cb1c32e8,Best ofWeihnachten,,Official,,,Latin,1
rl_1ada65e9,Gen Helwegs Grund,,Official,Jewel Case,German,Latin,1
rl_87be152e,Saturday Night Sweet,,Official,CardboardPaper Sleeve,English,Latin,1
rl_9624dea8,1080 Spu5en,4250137230382.0,Official,Jewel Case,German,Latin,1
rl_808a06c6,17 Wa6s,,,,English,Latin,1
rl_bc75a076,Scream and Scream Again,,Official,,English,Latin,1
rl_ba1023cd,National Anthem of Nowhere,,Official,,English,Latin,1
rl_1cb1f63a,Strutn Get Up Funky Fat Slices of Groove Cut from Blue Note,724353809522.0,Official,,English,Latin,1
rl_e0da0b8f,Antena pachamama,886972117522.0,,,,Latin,1
rl_3cb4db8f,De mooiste songs van Ann Christy,,Official,,Dutch,Latin,1
rl_c32a44ec,Her Greatest Arias and Scenes,4011222234872.0,Official,Other,Italian,Latin,1
rl_2f962f44,SPORT,5904378390044.0,Official,Digipak,Polish,Latin,1
rl_b7cd6100,Il giorno dopo,,Official,CardboardPaper Sleeve,Italian,Latin,1
rl_604cba95,Brainwashing and Heartists Blue Life Stripes,,Official,Jewel Case,English,Latin,1
rl_01f0ceb2,Tasaday Box 19812007,,Official,Other,Italian,Latin,1
rl_637b69c8,Weiß Bescheid,743214099827.0,Official,Jewel Case,German,Latin,1
rl_fdd43dc8,Lirekassa,,Official,,Norwegian,Latin,1
rl_1ce6581b,The Stones of Wisclom,,Official,,English,Latin,1
rl_278fe403,Red on Red,,Official,,English,Latin,1
rl_21a1cd87,Aftypiclipse For Jazzfihger,,Official,,English,Latin,1
rl_b8d25de7,Nonstop,,Official,,English,Latin,1
rl_c3128dec,No Moms Land,,Official,,Romanian,Latin,1
rl_8333fe46,Doe het licht,,Official,Jewel Case,Dutch,Latin,1
rl_9e5cbcd6,Beatitvde,5060063890050.0,Official,Digipak,English,Latin,1
rl_8d150795,360 Business  360 Bypass,796441804122.0,Official,,English,Latin,1
rl_de8cee2b,Ondetweg,8711255281121.0,Official,,Dutch,Latin,1
rl_a18b4fce,DOG STAR,,Official,,English,Latin,1
rl_afde0e17,Down Home Music,,Official,,English,Latin,1
rl_92061e22,Eu e o Samba,7891430116422.0,Official,,Portuguese,Latin,1
rl_5eda989b,Você E Eu,,Official,,Portuguese,Latin,1
rl_74f27641,The Lost  Found,,Official,,English,Latin,1
rl_737cda63,Trigun Badlznds Rumble OST,,Official,,,Latin,1
rl_477afa5b,Lisa Stansfield,,,,English,Latin,1
rl_317cc64c,How Fecund the Void,,Official,,English,Latin,1
rl_8a873418,Emanuelle Perché violenza alle donne,,Official,,Multiple languages,Latin,1
rl_40485526,Forties Guys  Dolls,,,Jewel Case,English,Latin,1
rl_127279ca,Aziatlc,44001807428.0,Official,Jewel Case,English,Latin,1
rl_35d8d6ca,Satans Poop,,Official,Jewel Case,English,Latin,1
rl_3a330808,The Bossa Nova Exciting Jazz Samba Rhythms Volume 3,632427790327.0,Official,Digipak,Portuguese,Latin,1
rl_6fd738af,Starma1<er,,Official,,English,Latin,1
rl_1bdf8ed4,De cap,,Official,,Catalan,Latin,1
rl_3ab407c0,聖剣の刀鍛冶 音楽集,,Official,,Japanese,Japanese,1
rl_2c953aa0,Princess Ida,28947365327.0,Official,,English,Latin,1
rl_3d787d4e,Sad Bear,751097077023.0,Official,,English,Latin,1
rl_8fb944ea,Inc 1,,Official,Jewel Case,English,Latin,1
rl_f4577180,BioEnergetic Psycbotropic Music,,,,,Latin,1
rl_64e246dc,Imagrs,820656110423.0,Official,,English,Latin,1
rl_c676e20c,How Weird Street Faire Volume 1,794241110121.0,Official,,English,Latin,1
rl_5560bc90,Supreme Commander  Supreme Commander Forged Alliance,,Official,,English,Latin,1
rl_d44fa747,Beatitude,5060063890050.0,Official,Digipak,English,Latin,1
rl_aa8428a5,Mary Ann  My Melancholy Baby,,Official,,English,Latin,1
rl_f12d87f2,Henry Street A Retrospective,,Official,,English,Latin,1
rl_8313802d,In the Morning,,Official,,English,Latin,1
rl_aef36818,Özgün Jazz Denrmeleri 1970  1987,,Official,,Turkish,Latin,1
rl_5fc2d293,Zejchen,4260063944161.0,Official,Digipak,German,Latin,1
rl_987ba742,Live From Bohemian Grove,,Official,,English,Latin,1
rl_b764569e,Highland Cathedral,5014675306423.0,Official,Jewel Case,English,Latin,1
rl_697396e1,Pendulum,9421024212216.0,Official,,English,Latin,1
rl_dceaedc2,Shiverin9 King and Others,744861056621.0,Official,Jewel Case,English,Latin,1
rl_a52ed3d6,In Pectra,,Official,Digipak,English,Latin,1
rl_23e1c08a,19910427 late show Washington DC USA,,Bootleg,,English,Latin,1
rl_aa87e23e,The Chamber Music of Malcolm Arnold 3,34571161730.0,Official,,English,Latin,1
rl_b73f3bb1,A Celebration of North East Music  Culture,,Official,,English,Latin,1
rl_e447a1c7,Brilliant The Global Dance Music Experience Volume 6,724383384020.0,Official,,English,Latin,1
rl_78396b7d,Key Lime Pie,77778612728.0,Official,,English,Latin,1
rl_a235c18b,The Flatline Compilation 2,,Official,,English,Latin,1
rl_ef122c0b,2001051z Pie Party III Pittsburgh PA USA,,Bootleg,,English,Latin,1
rl_72a1b818,Баллигоулан,,Official,,Russian,Cyrillic,1
rl_56d5ca38,Pärlor odh svin,,Official,,Swedish,Latin,1
rl_0554646f,The Spectrum Deadly,,Official,,English,Latin,1
rl_1dda8da6,Sound of the Sun,,Official,,English,Latin,1
rl_32492095,20010512 Pie Party III Pkttsburgh PA USA,,Bootleg,,English,Latin,1
rl_d12a9119,The Jasmine Flower,5060191690027.0,Official,,English,Latin,1
rl_8955956f,The Best of English Folk,5017615877021.0,Official,Jewel Case,English,Latin,1
rl_4136cd58,Things That Dont Exist  Fires,,Official,,English,Latin,1
rl_733242dc,Themes for All Seasons,,Official,,English,Latin,1
rl_b5c0c8ca,In tbe Mood for Life,3596972089022.0,Official,,English,Latin,1
rl_e60ed141,Bring Me the Head of Alfredo García,,Official,,English,Latin,1
rl_c70667a9,Mix Gently,,Official,,English,Latin,1
rl_969e85a0,Estilo 4K,,Official,,Spanish,Latin,1
rl_66a3d336,Das Beste von Kristina Bach,,Official,Jewel Case,German,Latin,1
rl_19b5ece1,Theres No Skv Oh My My,,Official,Cassette Case,English,Latin,1
rl_c7bba149,Loving Heaft,,PseudoRelease,,Japanese,Latin,1
rl_5dbbd6c1,Prophecy,,Official,Cassette Case,,,1
rl_8ac725b7,Mensa Dance Squad,,Official,CardboardPaper Sleeve,English,Latin,1
rl_0d931701,Yall Caught The Ones That Got Away,,Official,,English,Latin,1
rl_880a1562,The Best of Swing 199i,,Official,,English,Latin,1
rl_8ef7879d,The Best of Swin9 1998,,Official,,English,Latin,1
rl_db817d9d,Secret Sleeping Birds,,Official,,English,Latin,1
rl_4bd1973b,Dellimpero delle tenebre,8012622749320.0,Official,,Italian,Latin,1
rl_cae93807,Surf Rock Anthology,,Official,,English,Latin,1
rl_6f7b5bae,Red Letter Day A Svnthpop Christmas,601171112181.0,Official,,English,Latin,1
rl_3bdc332e,Scenes from Henry V  Richard III and Henry V Suites  Spitfire Prelude and Fugue,,Official,,English,Latin,1
rl_f670f28d,Premium Shortcuts 7,4260170634313.0,Official,,English,Latin,1
rl_84c26969,Recl Room,,Official,,English,Latin,1
rl_c654e80d,Land of Mine,192562426838.0,Official,,English,Latin,1
rl_392b6d76,EATMAN Image Soundtrack ACT2,4988011508325.0,Official,Jewel Case,Japanese,Latin,1
rl_3bd5db66,Sing Our Own Song,,Official,,English,Latin,1
rl_476fb566,Trying to Get It Right,,Official,,English,Latin,1
rl_9b0a84f1,Droplet,,Official,,English,Latin,1
rl_78e8e611,Scratch,,Official,,English,Latin,1
rl_fed53426,Visitors Meet the 2 Dollar Egg,,Official,,English,Latin,1
rl_8e3b4f0d,Tubular Bells III,639842434942.0,Official,Cassette Case,English,Latin,1
rl_24f7b661,Conjunction,,Official,,English,Latin,1
rl_764ab298,The Unbecoming,,Official,CardboardPaper Sleeve,English,Latin,1
rl_5df68013,Poovizhi Vasalile,,Official,,Tamil,,1
rl_9584fdcb,Entrarice,,Official,,English,Latin,1
rl_e9b57cec,Entramce,,Official,,English,Latin,1
rl_1b88e6f4,Timeless Lester Young,,Official,,English,Latin,1
rl_37728e10,Evolution The New Breed oc Electronic Pop,628740638224.0,Official,,English,Latin,1
rl_4c6025e4,Sviđa mi se da ti ne bude prijatno,3838859004194.0,Official,Jewel Case,Serbian,Latin,1
rl_57103250,Jammo ja,,Official,,Neapolitan,Latin,1
rl_ad311ff2,Summer Splash,4260170635297.0,Official,,English,Latin,1
rl_c7299fe4,Starship Troopers 2 Hero of the Federation,4005939658120.0,Official,,English,Latin,1
rl_587d85fd,The Black Forest Soundtrack,,Official,,English,Latin,1
rl_c9e7f03c,Die letzte Flucht,9783868046991.0,Official,,German,Latin,1
rl_a2ff8896,In the Shroud of Legendry  Hellenic Myths of Gods and Heroes,,Official,,English,Latin,1
rl_f165b8a2,Songs For Alari Turing,,Official,,English,Latin,1
rl_073efd12,Songs For Alan Turing,,Official,,English,Latin,1
rl_5952e929,Somebody Wrote Love,,Official,Jewel Case,English,Latin,1
rl_cf974a32,Elan,708527803028.0,Official,,English,Latin,1
rl_beb48e0d,Terrestrial Broadcast v2,,Official,,English,Latin,1
rl_a38f766c,allez tous vous faire enculer 20012010,,Official,,English,Latin,1
rl_39a00777,The End of All Worthless,,Official,Jewel Case,English,Latin,1
rl_3d373e31,4 Great Thrash Songs,718752015424.0,Official,,English,Latin,1
rl_4bd8593f,花園,4582237817959.0,Official,Jewel Case,Japanese,Japanese,1
rl_ed27c42c,Alternative Times Volume 35,,Bootleg,,English,Latin,1
rl_7353678b,Eskalation,9007979003842.0,Official,,English,Latin,1
rl_9940a467,Guantanajo Bassline,,Official,,English,Latin,1
rl_2ec5f05c,Kleiner Eisbär  Lars hilf mir fliegen  Lars rettet die Rentiere,9783837306286.0,Official,Jewel Case,German,Latin,1
rl_5a01aa01,The Mason Williams Phonograph Record,75992716925.0,Official,,English,Latin,1
rl_e54cfc1f,A Little Life,9781511363808.0,Official,,English,Latin,1
rl_d1dd7d7b,IT Chapter Two Original Motion Picture Soundtrack,794043201677.0,Official,Digibook,English,Latin,1
rl_28482bf2,Precious Wax Dripp'lngs  Aint We a Wishin Bunch,,Official,,English,Latin,1
rl_bfb6531f,Matthew Block Recording,,Bootleg,,English,Latin,1
rl_1fb43791,Zenitj,,Promotion,,English,Latin,1
rl_a89f0043,Do We Really Wabt to Hurt You,722975016724.0,Official,,English,Latin,1
rl_ff87662b,22q,,Official,,English,Latin,1
rl_489529c0,8i,,Official,,,Latin,1
rl_58ce9c46,88,,Official,,,Latin,1
rl_357ed662,F0r Nihon,,Official,,English,Latin,1
rl_f0fe6a24,Savanz,,Official,,English,Latin,1
rl_30eeeb9c,Tusen bålar,,Official,,Swedish,Latin,1
rl_628d6925,Piano Sonatas D 960  D 958,730099547529.0,Official,,English,Latin,1
rl_d4e859c7,Piano Sonatqs D 960  D 958,730099547529.0,Official,,English,Latin,1
rl_9cd7de9d,Yggfrasil,4016342001533.0,Official,Jewel Case,Multiple languages,Latin,1
rl_3f3bc415,S0metimes Sounds Collapse,,Official,,English,Latin,1
rl_1a610b97,The End or All Worthless,,Official,Jewel Case,English,Latin,1
rl_ad2588e9,Introduction,781484030416.0,Official,,English,Latin,1
rl_01382a19,Our Blve Rainbow,,Official,,English,Latin,1
rl_99a146c6,Festivalbar 89,,Official,,English,Latin,1
rl_37671260,Xolotl,,Official,,Spanish,Latin,1
rl_709da372,Keep on 5mashing blue,4988021806480.0,Official,,Japanese,Japanese,1
rl_0b034424,Am I Evil,,Official,,English,Latin,1
rl_5d6a2af7,Balearic Beauty,8715197000116.0,Official,Jewel Case,English,Latin,1
rl_dd717dfd,Bond The Paris Sessions,,Official,,English,Latin,1
rl_d5ba90c3,Bite Slze,,Official,,English,Latin,1
rl_bc8a52e6,Pain,,Official,,English,Latin,1
rl_a1f88180,The Sum of Nothing,,Official,,,Latin,1
rl_afc9e60b,Gewoon Jannes,8714221016604.0,Official,Jewel Case,Dutch,Latin,1
rl_421908d8,Treasure,,Official,,English,Latin,1
rl_1e48abff,Barm Party,,Official,,English,Latin,1
rl_fb88daab,Alibis For Life,,Official,,English,Latin,1
rl_b4110c5c,Sonna Rele,,Official,,,,1
rl_777a9d73,White Fang,,Official,Jewel Case,English,Latin,1
rl_1c202e51,The Best of tbe Early Years,,Official,,,Latin,1
rl_a3e8b8c2,Sonaneo,,Official,,Multiple languages,Latin,1
rl_869e592c,THE ANXIETY,810026079245.0,Official,,English,Latin,1
rl_851ee5a2,Honey Bee〜,4988004113680.0,Official,,Japanese,Japanese,1
rl_28e7f331,The Best of Yesteryears,5021364200429.0,Official,,English,Latin,1
rl_2c81dd7f,Progeny Seven Shows From SeventyTwo,81227956417.0,Official,Other,English,Latin,1
rl_4f5f0482,Crescent,750507604125.0,Official,Digipak,English,Latin,1
rl_b9e14dac,String Quartets op 9 op 10 op posth,5028421950518.0,Official,,English,Latin,1
rl_2872cae2,Turntablist Break Beat  Big Beat,,Official,,English,Latin,1
rl_abb1c5d3,Waking Up the Dead,,Official,,English,Latin,1
rl_e07977f2,Conflict,,Official,,English,Latin,1
rl_a3cbb14d,5 Trowels,,Official,,English,Latin,1
rl_888bf72f,Greatest Hits Recorded Live,,,Gatefold Cover,,,1
rl_4015e59f,Eating 2,4015698262223.0,Official,,English,Latin,1
rl_de239585,Liye,5099704818924.0,Official,,English,Latin,1
rl_4ec61906,D on huono T Don Huonojen parhaat studiossa  livenä,886973872123.0,Official,,Finnish,Latin,1
rl_a65f8ec0,Urban City Life,,Official,,English,Latin,1
rl_2999d228,Mix Geritly,,Official,,English,Latin,1
rl_2afae3ef,Still Live In My Heart,4988010206529.0,Official,,Japanese,Japanese,1
rl_24191f2d,La Bible en musique,9782070528738.0,Official,,French,Latin,1
rl_b76544cb,Significance of Blood,4250137221342.0,Official,,English,Latin,1
