release,release_group
rl4398,rg1298
rl4399,rg1408
rl4400,rg1730
rl4401,rg975
rl4402,rg1119
rl4403,rg3375
rl4404,rg1539
rl4405,rg2009
rl4406,rg1370
rl4407,rg2632
rl4408,rg2547
rl4409,rg2618
rl4410,rg2870
rl4411,rg2133
rl4412,rg749
rl4413,rg3507
rl4414,rg1954
rl4415,rg178
rl4416,rg2688
rl4417,rg373
rl4418,rg2446
rl4419,rg594
rl4420,rg738
rl4421,rg3473
rl4422,rg328
rl4423,rg1072
rl4424,rg3773
rl4425,rg648
rl4426,rg1868
rl4427,rg587
rl4428,rg1436
rl4429,rg4348
rl4430,rg1448
rl4431,rg297
rl4432,rg1821
rl4433,rg1578
rl4434,rg206
rl4435,rg3181
rl4436,rg2052
rl4437,rg1424
rl4438,rg233
rl4439,rg3928
rl4440,rg2659
rl4441,rg2648
rl4442,rg2869
rl4443,rg2926
rl4444,rg4166
rl4445,rg1921
rl4446,rg799
rl4447,rg799
rl4448,rg825
rl4449,rg4051
rl4450,rg478
rl4451,rg2594
rl4452,rg1614
rl4453,rg4023
rl4454,rg944
rl4455,rg1013
rl4456,rg4387
rl4457,rg1872
rl4458,rg1531
rl4459,rg3856
rl4460,rg1872
rl4461,rg2655
rl4462,rg1841
rl4463,rg3299
rl4464,rg1601
rl4465,rg1729
rl4466,rg799
rl4467,rg435
rl4468,rg77
rl4469,rg3405
rl4470,rg2454
rl4471,rg2454
rl4472,rg3069
