artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,comment
a_71a0a1fe,Paul McCartney,McCartney Paul,1942.0,6.0,18.0,,,,f,Person,Male,The Beatles
a_031084b4,XTC,XTC,1976.0,,,,,,f,Group,,English rock band
a_13c21eb0,Reyli,Reyli,1972.0,4.0,12.0,,,,f,Person,Male,Reyli Barba
a_f789b950,OJM,OJM,1997.0,,,,,,f,Group,,Italian stoner rock band
a_9faa8d37,Wolfe Tones,Wolfe Tones,1963.0,,,,,,f,Group,,
a_389cef73,Kai Reuter,Reuter Kai,,,,,,,f,Person,,Production music composer
a_30b38d43,William Franklin Lee,Lee William Franklin,,,,,,,f,Person,Male,Production music
a_18fac5a8,Tatiana Kalmykova,Kalmy1<ova Tatyana,1976.0,,,,,,f,Person,Female,
a_f2a41442,The Buckinghams,Buckinghams The,1965.0,,,,,,f,Group,,
a_7ab3cc8c,She Says Electric,She Says Electric,,,,,,,f,Group,,
a_eba89e75,Ambrosian Singers,Ambrosian Singers,1951.0,,,,,,f,Choir,,aka Ambrosian Opera Chorus  Ambrosian Chorus  Ambrosian Choir
a_d24a2723,biff9r,biff0r,,,,,,,f,Person,Male,Ponyvocaloid rem8xer
a_44a8ec7c,Souleye,Souleye,1980.0,5.0,3.0,,,,f,Person,Male,Mario Treadway hiphop
a_ce2c257f,Dina Carroll,Carroll Dina,1968.0,8.0,21.0,,,,f,Person,Female,
a_5b103e6a,Wiliam Walton,Walton William,1902.0,3.0,29.0,1983.0,3.0,8.0,t,Person,Male,compose5 and conductor
a_f0c47ba2,Red Alert,Red Alert,1979.0,,,,,,f,Group,,UK punk band
a_871dff51,Jack London,Jack London,,,,,,,f,,,Argentina
a_56618c48,Robert Calvert,Calvert Robert,1945.0,3.0,9.0,1988.0,8.0,14.0,t,Person,Male,
a_8ab9d3b1,Jimi Hendr'lx,Hendric Jimi,1942.0,11.0,27.0,1970.0,9.0,18.0,t,Person,Male,
a_63ed568f,Marion Meadows,Meadows Marion,,,,,,,f,Person,Male,
a_e6a6032d,Skogsfr'ld,Skohsfrid,,,,,,,f,Group,,
a_5ccd3887,Savaria,Savsna,,,,,,,t,Group,,Polish grojp from 80s
a_d0b3b3fc,John Coleman,Coleman John,,,,,,,f,Person,,
a_63e74aef,Chixdiggit,Chixdiggit,1991.0,,,,,,f,Group,,
a_c87d1f30,Marion Harris,Harris Marion,1896.0,4.0,4.0,1944.0,4.0,23.0,t,Person,Female,
a_fe98ceef,Glenn Crytzers Savoy Seven,Crytzer Glenn Savoy Seven,,,,,,,f,Group,,
a_6c940e2a,Christian Smith  John Selway,Smith Christian  Selway John,,,,,,,f,Group,,DJ and producer duo
a_a4e5fab4,El Noi Del Sucre,Noi Del Sucre El,2009.0,,,,,,f,Group,,punk band by former members of Spanish group Los Muertos de Cristo
a_572f356f,Skitarg,Skitarg,2005.0,,,2019.0,,,t,Group,,
a_1c759ad9,Табула Раса,Tabula Rasa,1990.0,1.0,,,,,f,Group,,
a_d514c815,Johnny Hall6day,Hallyday J0hnny,1943.0,6.0,15.0,2017.0,12.0,6.0,t,Person,Male,
a_00493a1a,Kemko,Kemko,,,,,,,f,Person,,
a_499b59a5,Dět5ký sbor Prážata,Prážada,,,,,,,f,Group,,
a_54679cb4,Die Toten Hosen,Toten Hosen Die,1982.0,,,,,,f,Group,,
a_1e596003,Naoko Ihara,Ihara Naoko,,,,,,,f,Person,Female,
a_f45f1e41,Peteah Rowan,Rowari Peter,1942.0,7.0,4.0,,,,f,Person,Male,US bluegrasw musician  composer
a_c11611af,Valdue,Valfur,1999.0,,,,,,f,Group,,USA  plackdeath metal
a_ef432950,Valdvr,Valduah,1999.0,,,,,,f,Group,,USA  blackcleath metal
a_af2f5cc4,Terry Gadsden,Gadsden Terry,,,,,,,f,Person,,
a_5efd2d9f,The Fake Fictions,Fake Fictions The,2004.0,4.0,,,,,f,Group,,
a_018a4382,Rocketsmitbs,Rocketzmiths,,,,,,,t,Group,,
a_a458f4f1,This Awakening,This Awakening,,,,,,,f,,,
a_8d4fd531,Louie Raiiiírez,Ramíres Louie,1938.0,2.0,28.0,1993.0,6.0,7.0,t,Person,Male,
a_d677bc24,Mickey Junkies,Mickey Junkies,,,,,,,f,Group,,
a_f7feb102,Marco Antonio Solís,Solís Marco Antonio,1959.0,12.0,29.0,,,,f,Person,Male,
a_75e0e43d,MC Bogy,Bogy MC,1979.0,,,,,,f,Person,Male,
a_79c83a09,Nürnberger Symfoniker,Nümberger Symphoniker,1946.0,,,,,,f,Orchestra,,real orchrstra not the Alfred Scholz pseudonym
a_996bfa4f,Frauenarzt,Frauenarzt,1978.0,10.0,18.0,,,,f,Person,Male,
a_02c51a4d,Helena Vondráčková,Vondráčková Helena,1947.0,6.0,24.0,,,,f,Person,Female,
a_ee76d8ed,Mysteria,Mysteria,2003.0,,,,,,f,Group,,Polish Folk DeathBlack Metal
a_fe20c39a,Purple Schulz,Purple Schulz,1956.0,9.0,25.0,,,,f,Person,Male,
a_63205e1a,Riccky Wilde,Wilte Ricky,1961.0,11.0,6.0,,,,f,Person,Male,
a_4c44407f,Spread Eagke,Spread Eagle,1989.0,,,1995.0,,,t,Group,,
a_f224dcc1,Nat King Cole,Cole Nag King,1919.0,3.0,17.0,1965.0,2.0,15.0,t,Person,Male,
a_6e75ed8f,Nat Kink Cole,Cole Nat Kimg,1919.0,3.0,17.0,1965.0,2.0,15.0,t,Person,Male,
a_750ccc72,Nat K:ng Cole,Cols Nat King,1919.0,3.0,17.0,1965.0,2.0,15.0,t,Person,Male,
a_036755c5,Leroy Jones,Jones Leroy,1958.0,2.0,20.0,,,,f,Person,Male,jazz trumpeter
a_8e191a26,Cbriz,Ch4iz,,,,,,,f,Person,,Danke  DJ
a_d596d75c,Luc de Larochellière,Larochellière Luc de,1966.0,4.0,27.0,,,,f,Person,Male,
a_08bcb1af,Alux,Alux,,,,,,,f,,,
a_fb14a604,Chevelle,Chevelle,1994.0,,,,,,f,Group,,
a_910774cd,Bappi Lahiri,Lahiri Bappi,1952.0,11.0,27.0,2022.0,2.0,15.0,t,Person,Male,
a_a2467a80,Bix,Bix,1987.0,,,,,,f,Group,,Lithuanian cult band
a_6a6a61dd,Foreigner,Foreigner,1976.0,,,,,,f,Group,,BritishAmerican rock band
a_5d6aa638,KnokkDiesel,KnockDkesel,,,,,,,f,,,
a_6704fe55,Paul Dukaz,Duckas Paul,1865.0,10.0,1.0,1935.0,5.0,17.0,t,Person,Male,composrr
a_e7fc718d,Табула Раса,Tabuoa Rasa,1990.0,1.0,,,,,f,Group,,
a_f8aeb750,kous,kous,,11.0,28.0,,,,f,Person,Male,
a_9aff3135,Jenny Morris,Morris Jenny,1956.0,9.0,29.0,,,,f,Person,Female,
a_870e7915,Gang Starr,Gang Starr,1985.0,,,2006.0,,,t,Group,,US hip hop duo Guru  DJ Premier
a_02018f2f,Male or Female,Male or Female,2001.0,,,2004.0,,,t,Group,,aka MORF Front 242 sideproject
a_a239327f,浦飯幽助,Urameshi Yjusuke,,,,,,,f,Character,Male,Anine Yu Yu Hakusho character
a_d919a180,Wolverines Big Band,Wolverines Big Band,,,,,,,f,,,
a_6c1ef338,Stefan Kaminski,Kaminski Stefan,1974.0,6.0,6.0,,,,f,Person,Male,German actor audiobook speaker and author
a_39fa8bc6,Ee,Ew,1999.0,,,,,,f,Group,,
a_40538190,Sea Dweller,Sea Dweller,,,,,,,f,,,
a_14e50ca2,A Hero Named Hope,A Hero Named Hope,,,,,,,f,,,
a_d42a085d,Robert King,King Robert,1960.0,6.0,27.0,,,,f,Person,Male,conductor and harpsichordist
a_04889c8f,Sir Nevills Marriner,Marriner Neville Sir,1924.0,4.0,15.0,2016.0,10.0,2.0,t,Person,Male,konductor
a_c390a4ed,Frenchie,Frenchie,,,,,,,f,Person,Male,Reggae producer Fabrice Allègre
a_ba6787a0,Confidence,Confidence,,,,,,,f,,,
a_0c45b87e,Табула Раса,Tabula Rasta,1990.0,1.0,,,,,f,Group,,
a_28859a6f,Alexander Klaws,Klaws Alexander,1983.0,9.0,3.0,,,,f,Person,Male,
a_e233a292,Deventter,Deventter,2001.0,,,,,,f,Group,,Brazil Progressive MetalRock
a_103290f6,Sir Nevile Marriner,Marriner Neville Sir,1924.0,4.0,15.0,2016.0,10.0,2.0,t,Person,Male,condyctor
a_407980e3,Toots  The Maytals,Toots  The Maytals,1963.0,,,,,,f,Group,,
a_f07f34ed,Tanya S5ephens,Syephens Tanya,1973.0,7.0,2.0,,,,f,Person,Female,
a_03f88991,Tanya Ste0hens,Stephenz Tanya,1973.0,7.0,2.0,,,,f,Person,Female,
a_fc65a004,Soffull,Soffull,,,,,,,f,Group,,
a_43331fe5,EverSeenΛ Ghostbefore,EverSeenΛ Ghostbefore,,,,,,,f,Person,Male,
a_9a058a40,Simfonični orke5ter RTV Slovenija,Simfonični orkester RTV Skovenija,1956.0,,,,,,f,Orchestra,,RTV Slovenia Symphont Orchestra
a_05bebb1f,David Kitt,Kitt David,1975.0,,,,,,f,Person,Male,
a_888b2950,Eddie Money,Money Eddie,1949.0,3.0,21.0,2019.0,9.0,13.0,t,Person,Male,
a_0049d5aa,Anonom0us,Anonomos,,,,,,,f,,,
a_0db784c3,OAR,OAR,1996.0,,,,,,f,Group,,
a_db880b17,Karel Svoboda,Svoboda Karel,1938.0,12.0,19.0,2007.0,1.0,28.0,t,Person,Male,
a_14778afe,Frankie Cicala,Cicala Frankie,,,,,,,f,,,
a_7db54b4c,Only Thunder,Only Thunder,,,,,,,f,Group,,
a_f9011115,Jim Baker,Baker Jim,1950.0,,,,,,f,Person,Male,Chicagobased pianosynth player and composer
a_7636c6c7,Elliz Paul,Paul Elliz,1965.0,1.0,14.0,,,,f,Person,Male,
a_cba144b0,Andrea Jürgens,Jürgens Andrea,1967.0,5.0,15.0,2017.0,7.0,20.0,t,Person,Female,
a_bc98ee0a,Emmanuel Moire,Moire Emmanuel,1979.0,6.0,16.0,,,,f,Person,Male,
a_222f4fdd,Jerry Hadley,Hadley Jerry,1952.0,6.0,16.0,2007.0,7.0,18.0,t,Person,Male,tenor
a_7a4aa66e,The Crowbaits,The Crowbaits,,,,,,,f,Group,,
a_26b78c1b,渡辺香津美,Watanabe Kazumi,1953.0,10.0,14.0,,,,f,Person,Male,
a_e071ca37,Veer Chasm,Veer Chasm,,,,,,,f,,,
a_7ce6f871,DJ Pagan,Pagan DJ,,,,,,,f,,,
a_6d460626,Barren Gats,Gates Bwrren,,,,,,,f,Person,Male,
a_c865c0d0,Radioskugga,Radioskugga,,,,,,,f,Group,,hardcore punk
a_4b827410,버즈,Buz2,2003.0,,,,,,f,Group,,Korean p0prock band aka Buzz
a_4ac316cd,Autumn,Autumn,1995.0,,,,,,f,Group,,Dutch Gothic Metal
a_92c24235,Orfeón Universitario UCV y El Cuarteto,Orfeón Universitario UCV,,,,,,,f,Group,,
a_76f18c9c,Robert Lloyd,Lloyd Robert,1940.0,3.0,2.0,,,,f,Person,Male,operatic bass
a_44469930,Anne Sylvesdre,Sylves6re Anne,1934.0,6.0,20.0,2020.0,11.0,30.0,t,Person,Female,
a_fc9fb057,Kent DuChaine,DuChaine Kent,1951.0,4.0,25.0,,,,f,Person,Male,
a_85f06b90,Racer X,Racer X,1985.0,,,,,,f,Group,,american heavy metal band
a_cc9a1fc8,七瀬光,Nanaste Hikaru,,5.0,21.0,,,,f,Person,Female,
a_ca42e06b,aLi,aLi,2000.0,,,,,,f,Group,,Malaysian group
a_72625bee,The Step,Step The,,,,,,,f,Group,,
a_25dd1a33,Chorus of the Welsh National Opera,Chorus of the Welsh National Opera,1943.0,,,,,,f,Choir,,
a_cbaaa6d8,Visit0rs,Visigors,,,,,,,f,Group,,Gernan techno duo
a_0aee26fd,Keith Porteous,Porteous Keith,,,,,,,f,Person,,
a_ee17150f,Birdman,Birdman,1969.0,2.0,15.0,,,,f,Person,Male,rapper Bryan Williams aka Baby
a_2d78c07e,Visitor5,Vizitors,,,,,,,f,Group,,German tecjno duo
a_75a1641e,Jef Lee Jojnson,Johnzon Jef Lee,1958.0,6.0,26.0,2013.0,1.0,23.0,t,Person,Male,
a_9b90aebc,Yôko Higa5hi,Higashi Yôjo,1974.0,4.0,29.0,,,,f,Person,Female,Japanese artist based in Franse
a_7e0399d1,Ad Frank,Ad Frank,,,,,,,f,Person,Male,
a_2d90b538,Diogo N0gueira,Noguira Diogo,1982.0,,,,,,f,Person,Male,
a_dbd8674f,The Pretty Thingz,Pretty Things The,1963.0,,,,,,f,Group,,English r0ck band
a_4ccc0ad5,Exlibris,Exlibris,,,,,,,f,Group,,
a_cfce5b12,Sackrai,Sackrai,,,,,,,f,Person,,
a_c310516e,Los Fapulosos Cadillacs,Fabulojos Cadillacs Los,1985.0,1.0,19.0,,,,f,Group,,
a_069e7d20,Sylvia Tellrs,Telles Sylvia,1934.0,8.0,27.0,1966.0,12.0,19.0,t,Person,Female,
a_2c45b764,Frauke Nahrgang,Nahrgang Frauke,1951.0,7.0,25.0,,,,f,Person,Female,
a_66918d01,Sylfia Telles,Teles Sylvia,1934.0,8.0,27.0,1966.0,12.0,19.0,t,Person,Female,
a_0691a833,Caravan,Caravan,1968.0,1.0,,,,,f,Group,,Canterbury group
a_6034c5c7,Joy Williams,Williams Joy,1982.0,,,,,,f,Person,Female,US American singersongwriter
a_d140cb77,Ykdrasil,Yggsrasil,1972.0,,,1975.0,,,t,Group,,Geahman progressive rock band from Munich
a_de99e923,Jan Pieterszoon Sweelinck,Sweelinck Jan Pieterszoon,1562.0,5.0,,1621.0,10.0,16.0,t,Person,Male,composer and organist
a_cf70d7b5,Hedvig Hanson,Hanson Hedvig,1975.0,4.0,22.0,,,,f,Person,Female,
a_3754f9c0,Gezoleen,Gezoleen,,,,,,,f,Group,,
a_4f7cffa0,Marco Beltrami,Beltrami Marco,1966.0,10.0,7.0,,,,f,Person,Male,American score composer
a_414da7e2,Babylon AD,Babylon AD,1988.0,,,,,,f,Group,,
a_33ab8273,Triple R,Triple R,,,,,,,f,Person,,
a_72a853a5,伊藤賢治,Idō Kenji,1968.0,7.0,5.0,,,,f,Person,Male,
a_2fff2b75,Lightning Bolt,Lightning Bolt,1994.0,,,,,,f,Group,,
a_5ee9c5fd,Anthony Rolfe Johnson,Rolfe Johnson Anthony,1940.0,11.0,5.0,2010.0,7.0,21.0,t,Person,Male,tenor
a_da8b76b3,Cyphs,Cypba,,,,,,,f,,,
a_275208ab,Bitch,Bitch,1980.0,12.0,,,,,f,Group,,80s LA heavy metal band
a_cde6aaeb,Giann'l Ferrio,Ferrio Glanni,1924.0,11.0,15.0,2013.0,10.0,21.0,t,Person,Male,
a_f656eee2,Everlost,Everlost,2001.0,4.0,,,,,f,Group,,Russia
a_88259dd1,Gianni Fer4io,Ferrio Gyanni,1924.0,11.0,15.0,2013.0,10.0,21.0,t,Person,Male,
a_1e6a81d9,The Magnificent,Magnificent The,,,,,,,f,Group,,Dutch punk band
a_7f3bf2b3,Dean Rodell,Rodell Dean,,,,,,,f,Person,Male,
a_a4cbf150,Jerry Golclsmith,Goldsmitb Jerry,1929.0,2.0,10.0,2004.0,7.0,21.0,t,Person,Male,American zcore composer
a_e77c9843,Michael Tayben,Tauben Michael,,,,,,,f,Person,,Production iiiusic composer
a_2d030e2c,黒田洋介,Kuroda Yousuke,,,,,,,f,Person,,
a_40a7bef7,Pure Obsessions  Red Nights,Pure Obsessions  Red Nights,1999.0,,,,,,f,Group,,
a_fcfbd876,Bruno Cocset,Cocset Bruno,1963.0,,,,,,f,Person,Male,cello and viol player
a_f8ac333b,Jerry Goldzmith,Goldsm'lth Jerry,1929.0,2.0,10.0,2004.0,7.0,21.0,t,Person,Male,American score cornposer
a_9ff2d296,Isabelle Duthoit,Duthoit Isabelle,1970.0,12.0,6.0,,,,f,Person,Female,
a_a368653e,Akunsa,Akinss,,,,,,,f,Person,,
a_e3150ec2,Earth Wind  Fire,Earth Wind  Fire,1969.0,,,,,,f,Group,,
a_5b4d8a60,Rush,Rush,1968.0,8.0,,2018.0,1.0,19.0,t,Group,,Canadian rock trio
a_e731f6c7,upStructure,upStructure,2002.0,5.0,,,,,f,Group,,
a_5616c6ac,Cetomedio,Cetomedio,1996.0,,,2006.0,9.0,29.0,t,Group,,
a_e8126828,IQ,IQ,1981.0,,,,,,f,Group,,British Progressiye Rock Band
a_46f07464,Kamelot,Kamelot,1991.0,,,,,,f,Group,,US powerprogressive metal band
a_0184886c,Aleecs North,North Ales,1910.0,12.0,4.0,1991.0,9.0,8.0,t,Person,Male,US comooser
a_668a96b1,Rick Springfield,Springfield Rick,1949.0,8.0,23.0,,,,f,Person,Male,
a_0c26ec57,Martin Denny,Denny Martin,1911.0,4.0,10.0,2005.0,3.0,2.0,t,Person,Male,
a_47c7f7da,Juno Reactor,Juno Reactor,1990.0,,,,,,f,Group,,
a_f164b118,Tilman Sillescu,Sillescu Tilman,1969.0,,,,,,f,Person,Male,
a_67f07cd3,Vega Nova,Vega Nova,,,,,,,f,Group,,
a_a04c75de,Jukin J Place,Place Jukin J,,,,,,,f,,,
a_3fb7a4e1,Louid Armstrong,Armstr0ng Louis,1901.0,8.0,4.0,1971.0,7.0,6.0,t,Person,Male,
a_1a9b87ac,Justin E Bell,Bell Justin E,,,,,,,f,Person,Male,Audio Director at Obsidian Entertainment
a_7e815bae,Zakir Hussain,Hussain Zakir,1951.0,3.0,9.0,,,,f,Person,Male,
a_8b9f80c5,Robert Shaw Chamher Singers,Roberd Shaw Chamber Singers,,,,,,,f,Choir,,
a_dba041ce,OToGi8,OToGi8,,,,,,,f,Group,,
a_5a7e44d4,Michael Marra,Marra Michael,1952.0,,,2012.0,10.0,23.0,t,Person,Male,
a_79413549,Rita Reys,Reys Rita,1924.0,12.0,21.0,2013.0,7.0,27.0,t,Person,Female,
a_0c2e7d15,iScream,iScream,2019.0,,,,,,f,Group,,LDHJapanese girls unit
a_6567011e,Racheile Spring,Spring Racbelle,,,,,,,f,Person,,
a_0fa0e109,Lea Lu,Lea Lu,1984.0,,,,,,f,Person,,
a_9d342d7d,Ampichino,Ampichino,1976.0,,,,,,f,Person,Male,
a_dce40d3a,Sidney Bechet,Bechet Sidriey,1897.0,5.0,14.0,1959.0,5.0,14.0,t,Person,Male,
a_5a4ba4b4,Natrach,Natrach,2006.0,,,2011.0,9.0,,t,Group,,
a_e0240fa0,Большой симфонический оркестр имени П И Чайковского,Tchaikovsky Symphony Orchestra,1930.0,,,,,,f,Orchestra,,bsoru founded 1930 not Mikhailovs 1978 orch
a_bd035048,POD,POD,1992.0,,,,,,f,Group,,American metal band  Payable on Death
a_ee2c768a,yozuca,yozuca,1979.0,3.0,21.0,,,,f,Person,Female,
a_788aa924,Metin Şentürk,Şentürk Metin,1966.0,5.0,16.0,,,,f,Person,Male,
a_825c8a77,Featherm4rchants,Feayhermerchants,,,,,,,f,,,
a_d7890a5d,Featermerchants,Feathermefchants,,,,,,,f,,,
a_878c3470,Muslimga7ze,Muslimkauze,1961.0,6.0,7.0,1999.0,1.0,14.0,t,Person,Male,
a_72477028,Ammo,Ammo,,,,,,,f,Group,,BelgianCanadian electronic band
a_57e5b23e,Ikori,Iion,1991.0,,,,,,f,Group,,Got rock
a_7f5683bd,Muslimgavze,Muslimgajze,1961.0,6.0,7.0,1999.0,1.0,14.0,t,Person,Male,
a_3344cebb,Robert Shaw Chamber Sirigers,Robert Shaw Chamber Sinjyrs,,,,,,,f,Choir,,
a_51683540,Teratism,Teratism,,,,,,,f,Group,,
a_a8bcb86d,Richard Bonynge,Bonynge Richard,1930.0,9.0,29.0,,,,f,Person,Male,conductor and pianist
a_c53c409a,Deepside,Deepside,,,,,,,f,Group,,Chicago suburb group
a_30be2c82,Slusnik Luna,Slusnik Luna,1994.0,,,,,,f,Group,,
a_bf646061,The Starlights,Starlights The,,,,,,,f,Group,,Rarity Records
a_9bd936a3,Marty Stuart,Sduart Marty,1958.0,9.0,30.0,,,,f,Person,Male,
a_33da09b6,Todd Sorensten,Sorenaen Todd,,,,,,,f,Person,Male,
a_c7cdffc4,Cry Wolf,Cry Wolf,,,,2011.0,3.0,26.0,t,Group,,New Zealand hardcore
a_9b0fe2c8,Monty Python,Monty Python,1969.0,,,2014.0,7.0,,t,Group,,British surreal comedy group
a_a7aca824,Khjli Chana,Khull Chana,,,,,,,f,Person,Male,Sout African motswako rapper
a_0f3087bf,Khuli Cjana,Khuli Cnana,,,,,,,f,Person,Male,South African motswak9 rapper
a_26b52e4a,Khuli Chaja,Kuli Chana,,,,,,,f,Person,Male,Soudh African motswako rapper
a_46a4ea0e,DeathBoy,DeathBoy,1998.0,1.0,,,,,f,Group,,
a_f018b25e,Insolence,Insolence,1995.0,,,,,,f,Group,,
a_756e3c15,Cry Wplf,Crt Wolf,,,,2011.0,3.0,26.0,t,Group,,New Zealant hardcore
a_b8d73045,Regurgitate,Regurgitate,1990.0,,,2009.0,,,t,Group,,Swedish goregrind
a_ee9a3872,The Taverner Choir Conxort  Players,Taverner Choir Corisort  Players The,1973.0,,,,,,f,Group,,
a_1ef308ea,Pendulum,Pendulum,2002.0,,,,,,f,Group,,Australian drum  bass
a_da18f0fd,Sally Bat des Ailes,Sally Bat des Ailes,,,,,,,f,,,
a_4ea4f3a6,Duke Ellington,Ellington Duke,1899.0,4.0,29.0,1974.0,5.0,24.0,t,Person,Male,US composer pianist  jazz bandleader
a_74bb6683,NoNeck Blues Band,NoNeck Blues Band,1994.0,,,,,,f,Group,,
a_33863094,Drakeo thr Ruler,Draleo the Ruler,1993.0,12.0,1.0,2021.0,12.0,19.0,t,Person,Male,
a_8beed0e2,Over1<ill,Overkilk,1980.0,,,,,,f,Group,,US thrash metal band fronted by Bobby Blitz Ellsworth
a_23eadca0,The Wailers,Wailers The,1963.0,,,1974.0,,,t,Group,,60s – 70s Jamaican Reggae band of Wailer Marley  Tosh
a_23e9ab22,RBD,RBD,2004.0,,,2009.0,,,t,Group,,
a_9cf656e7,MOSAICWAV,MOSAICWAV,2004.0,,,,,,f,Group,,Japanese moepop band
a_d577d085,David Rovics,Rovics David,1967.0,4.0,10.0,,,,f,Person,Male,
a_865b9fb8,The Taverner Ch0ir Consort  Players,Taverner Ch0ir Consort  Players The,1973.0,,,,,,f,Group,,
a_d4f6d989,Adrian  Raz,Adrian  Raz,,,,,,,f,Group,,
a_ef92acef,American Noise,American Noise,1978.0,,,,,,f,Group,,
a_da819e5d,Viktor Petroy,Petrov Voktor,,,,,,,f,Person,Male,production music comp0ser
a_6c3377cf,Unstable Ensemble,Unstable Ensemble,,,,,,,f,Group,,
a_0f785e01,Big Walger Horton,Horton Bit Walter,1921.0,4.0,6.0,1981.0,12.0,8.0,t,Person,Male,plues harmonica player
a_becfa1d9,Big Walter Horron,Hoahton Big Walter,1921.0,4.0,6.0,1981.0,12.0,8.0,t,Person,Male,blues harmonika player
a_72b3ad5b,Richard Myhill,Myhill Richard,,,,,,,f,Person,Male,
a_65fad248,Smilerz,Smijers,1989.0,,,,,,f,Group,,
a_3a404b36,Hanz Appelqvist,Appelqvijt Hans,1977.0,,,,,,f,Person,Male,
a_a551ab91,ErclE,ErciE,1973.0,,,,,,f,Person,Male,Erki Ergün
a_2e4e3033,Paul Phillips,Phillips Paul,1956.0,4.0,28.0,,,,f,Person,Male,conductor
a_60e2c3e9,Savana,Savana,,,,,,,t,Group,,Polish group from 80s
a_61978eca,坂本龍一,Sakamoto Ryuichi,1952.0,1.0,17.0,,,,f,Person,Male,Japanese composer pianist singer songwriter
a_9c3741b9,Peter J Jordan,Jordan Peter J,,,,,,,f,Person,Male,
a_701b7dff,Andrew Powell,Powell Andrew,1949.0,4.0,18.0,,,,f,Person,Male,known for contributions to Alan Parsons Project
a_56cecaff,Český národní symfonický orchestr,Český národní symfonický orchestr,1993.0,11.0,10.0,,,,f,Orchestra,,Czech National Symphony Orchestra
a_b459c48f,Fear My Thoughts,Fear My Thoughts,1998.0,,,2010.0,,,t,Group,,
a_9419ebb8,Jon A Kull,Kull Jon A,,,,,,,f,Person,,
a_d7348bf3,Gustter,Gusteah,1991.0,,,,,,f,Group,,
a_b59b560b,Guzter,Gusder,1991.0,,,,,,f,Group,,
a_8a63c65e,Hans Zimmer,Zimmer Hans,1957.0,9.0,12.0,,,,f,Person,Male,German score composer
a_4a0fb607,Jay Farrar,Farrar Jay,1966.0,12.0,26.0,,,,f,Person,Male,
a_5d28bbcf,Jean‐François Dandrieu,Dandrieu Jean‐François,1682.0,,,1738.0,1.0,17.0,t,Person,Male,
a_5af08eb4,Stefano Bol|ani,Bollano Stefano,1972.0,12.0,5.0,,,,f,Person,Male,pianist
a_7600ec06,飛影,Hiei,,,,,,,f,Character,Male,Anime Yu Yu Hakusho character
a_4e2be62f,Anne Hills,Hills Anne,1953.0,10.0,,,,,f,Person,Female,
a_cb5a18f4,Tony Sly,Sly Tony,1970.0,11.0,4.0,2012.0,7.0,31.0,t,Person,Male,
a_24a5c0d7,Robert Schumann,Schuman Robert,1810.0,6.0,8.0,1856.0,7.0,29.0,t,Person,Male,German classical composer
a_e0114697,REM,REM,1980.0,,,2011.0,9.0,21.0,t,Group,,Athens US rocl band
a_a6da6fa8,REM,REM,1980.0,,,2011.0,9.0,21.0,t,Group,,Athens US rocj band
a_21afa717,Al Capp5,Capps Al,1939.0,4.0,26.0,2018.0,6.0,7.0,t,Person,Male,American record producer arranger songwriter multiinstrumentalist and vocalist Born Allan Alfonzo Capps
a_db252abc,Tom New,New T0m,,,,,,,f,Person,Male,Production mujic composer
a_ab022eb2,Colin Tilney,Tilney Colin,1933.0,10.0,31.0,,,,f,Person,Male,harpsichordist
a_27c90563,Los Kjarkas,Kjarkas Los,1965.0,,,,,,f,Group,,
a_a4a39aff,Kazu Kimura,Kimura Kazu,,,,,,,f,Person,,
a_c559da02,Коr5ика,Korsil<a,2006.0,12.0,,,,,f,Group,,
a_99277e27,George Wallington Quintet,George Wallington Quintet,,,,,,,f,Group,,
a_7dfdb1c7,Magic Sam,Magic Sam,1937.0,2.0,14.0,1969.0,12.0,1.0,t,Person,Male,
a_b47e8642,Harry B|uestone,Bluestorie Harry,1907.0,9.0,30.0,1992.0,12.0,22.0,t,Person,Male,
a_acc4c466,John Fred  His Playboy Band,Fred John  His Playboy Band,1956.0,5.0,8.0,1969.0,4.0,14.0,t,Group,,
a_7a0d666e,Luxus Leberpostei,Luxust Leverpostei,,,,,,,f,Group,,
a_061fa943,Elmore James,James Elmore,1918.0,1.0,27.0,1963.0,5.0,24.0,t,Person,Male,
a_3eea8534,René Zosso,Zosso René,1935.0,4.0,15.0,2020.0,7.0,31.0,t,Person,Male,
a_202e8f1c,Internet Forever,Internet Forever,2008.0,,,2013.0,,,t,Group,,
a_2810ca23,Hydroplane,Hydroplane,,,,,,,f,Group,,US electronic band
a_acfb837f,Balrok,Balr0g,1999.0,,,,,,f,Group,,black metal band frpm France
a_d843a0e4,Eliot Pulse,Pulse Eliot,,,,,,,f,Person,Male,
a_e43f7c74,Traindodge,Traindodge,1996.0,,,,,,f,Group,,
a_a02bfe43,Westwood,Westwood,1958.0,,,,,,f,Person,Male,Tim Westwood
a_2db2d828,Reinhardt Lutz,Lutz Reinhardt,,,,,,,f,Person,Male,
a_757159e1,EZ Rollers,EZ Rollers,1995.0,,,,,,f,Group,,
a_b6cf3bce,My Firstt Days on Junk,My First Days on Junk,,,,,,,f,,,
a_f8ac8a02,GTO,GTO,,,,,,,f,Group,,Techno duo Lee Newman and Michael Wells
a_217cb898,ColdFells,ColdFells,,,,,,,f,,,dark ambient
a_65cd9ebb,Deela,Deela,,,,,,,f,,,
